annex_code,scientific_name_original,scientific_name_corrected,page_number,corrected
bern_1,Bencomia brachystachya Svent.,Bencomia brachystachya Svent.,23,""
bern_1,Bencomia exstipulata Svent.,Bencomia exstipulata Svent.,23,""
bern_1,Bencomia sphaerocarpa Svent.,Bencomia sphaerocarpa Svent.,23,""
bern_1,Chamaemeles coriacea Lindl.,Chamaemeles coriacea Lindl.,23,""
bern_1,Dendriopoterium pulidoi Svent.,Dendriopoterium pulidoi Svent.,23,""
bern_1,Marcetella maderensis (Bornm.) Svent.,Marcetella maderensis (Bornm.) Svent.,23,""
bern_1,Prunus lusitanica subsp. azorica (Moui.) Franco,Prunus lusitanica subsp. azorica (Moui.) Franco,23,""
bern_1,Ruta microcarpa Svent.,Ruta microcarpa Svent.,23,""
bern_1,Kunkeliella canariensis Stearn,Kunkeliella canariensis Stearn,23,""
bern_1,Kunkeliella psilotoclada (Svent.) Stearn,Kunkeliella psilotoclada (Svent.) Stearn,23,""
bern_1,Kunkeliella subsucculenta Kammer,Kunkeliella subsucculenta Kammer,23,""
bern_1,Sideroxylon marmulano Banks ex Lowe,Sideroxylon marmulano Banks ex Lowe,23,""
bern_1,Saxifraga portosanctana Boiss.,Saxifraga portosanctana Boiss.,23,""
bern_1,Euphrasia azorica H.C.Watson,Euphrasia azorica H.C.Watson,23,""
bern_1,Euphrasia grandiflora Hochst.,Euphrasia grandiflora Hochst.,23,""
bern_1,Isoplexis chalcantha Svent. & O'Shanahan,Isoplexis chalcantha Svent. & O'Shanahan,23,""
bern_1,Isoplexis isabelliana (Webb & Berthel.) Masferrer,Isoplexis isabelliana (Webb & Berthel.) Masferrer,23,""
bern_1,Globularia ascanii D.Bramwell & Kunkel,Globularia ascanii D.Bramwell & Kunkel,23,""
bern_1,Globularia sarcophylla Svent.,Globularia sarcophylla Svent.,23,""
bern_1,Solanum lidii Sunding,Solanum lidii Sunding,23,""
bern_1,Ammi trifoliatum (Wats.) Trel.,Ammi trifoliatum (Wats.) Trel.,23,""
bern_1,Bunium brevifolium Lowe,Bunium brevifolium Lowe,23,""
bern_1,Bupleurum handiense (Bolle) Kunkel,Bupleurum handiense (Bolle) Kunkel,23,""
bern_1,Chaerophylum azoricum Trel.,Chaerophyllum azoricum Trel.,23,added l
bern_1,Monizia edulis Lowe,Monizia edulis Lowe,24,""
bern_1,Ferula latipinna Santos,Ferula latipinna Santos,24,""
bern_1,Sanicula azorica Gunthn. ex Seub.,Sanicula azorica Gunthn. ex Seub.,24,""
bern_1,Viola paradoxa Lowe,Viola paradoxa Lowe,24,""
bern_1,Echinodium spinosum (Mitt.) Jur.,Echinodium spinosum (Mitt.) Jur.,24,""
bern_1,Bryoerythrophyllum machadoanum (Sergio) M.Hill,Bryoerythrophyllum machadoanum (Sergio) M.Hill,24,""
bern_1,Thamnobryum fernandesii Sergio,Thamnobryum fernandesii Sergio,24,""
bern_2,Atelerix algirus (Erinaceus algirus),Atelerix algirus,2,since 8 March 2018 |removed (Erinaceus algirus)
bern_2,Crocidura suaveolens ariadne (Crodidura ariadne),Crocidura suaveolens ariadne,2,since 8 March 2018 | removed (Crodidura ariadne)
bern_2,Crocidura russula cypria (Crocidura cypria),Crocidura russula cypria,2,since 8 March 2018 | removed (Crocidura cypria)
bern_2,Crocidura canariensis,Crocidura canariensis,2,""
bern_2,Desmana moschata,Desmana moschata,2,""
bern_2,Galemys pyrenaicus (Desmana pyrenaica),Galemys pyrenaicus,2,removed (Desmana pyrenaica)
bern_2,all species of microchiroptera except Pipistrellus pipistrellus,all species of microchiroptera except Pipistrellus pipistrellus,2,""
bern_2,Pteromys volans (Sciuropterus russicus),Pteromys volans,2,Sciuropterus russicus
bern_2,Sciurus anomalus,Sciurus anomalus,2,""
bern_2,Spermophilus citellus (Citellus citellus),Spermophilus citellus,2,since 8 March 2018 | removed (Citellus citellus)
bern_2,Spermophilus suslicus (Citellus suslicus),Spermophilus suslicus,2,removed (Desmana pyrenaica)
bern_2,Cricetus cricetus,Cricetus cricetus,2,""
bern_2,Mesocricetus newtoni,Mesocricetus newtoni,2,""
bern_2,Microtus bavaricus (Pitymys bavaricus),Microtus bavaricus,2,since 8 March 2018 |Pitymys bavaricus
bern_2,Microtus cabrerae,Microtus cabrerae,2,""
bern_2,Microtus tatricus,Microtus tatricus,2,""
bern_2,Spalax graecus,Spalax graecus,2,""
bern_2,Dryomis laniger,Dryomys laniger,2,changed y to i
bern_2,Myomimus roachi (Myomimus bulgaricus),Myomimus roachi,2,Myomimus bulgaricus
bern_2,Sicista betulina,Sicista betulina,3,""
bern_2,Sicista subtilis,Sicista subtilis,3,""
bern_2,Hystrix cristata,Hystrix cristata,3,""
bern_2,Alopex lagopus,Alopex lagopus,3,""
bern_2,Canis lupus,Canis lupus,3,""
bern_2,Cuon alpinus,Cuon alpinus,3,""
bern_2,all species of Ursidae,all species of Ursidae,3,""
bern_2,Gulo gulo,Gulo gulo,3,""
bern_2,Mustela eversmannii,Mustela eversmannii,3,""
bern_2,Mustela lutreola (Lutreola lutreola),Mustela lutreola,3,removed (Citellus suslicus) | error corrected
bern_2,Lutra lutra,Lutra lutra,3,""
bern_2,Vormela peregusna,Vormela peregusna,3,""
bern_2,Caracal caracal,Caracal caracal,3,""
bern_2,Felis silvestris,Felis silvestris,3,""
bern_2,Lynx lynx balcanicus,Lynx lynx balcanicus,3,""
bern_2,Lynx pardinus (Lynx pardina),Lynx pardinus,3,since 8 March 2018 |Lynx pardina
bern_2,Panthera pardus,Panthera pardus,3,""
bern_2,Panthera tigris,Panthera tigris,3,""
bern_2,Odobenus rosmarus,Odobenus rosmarus,3,""
bern_2,Phocidae,Phocidae,3,""
bern_2,Monachus monachus,Monachus monachus,3,""
bern_2,Phoca hispida saimensis,Phoca hispida saimensis,3,""
bern_2,Phoca hispida ladogensis,Phoca hispida ladogensis,3,""
bern_2,Cervus elaphus corsicanus,Cervus elaphus corsicanus,4,""
bern_2,Capra aegagrus,Capra aegagrus,4,""
bern_2,Capra pyrenaica pyrenaica,Capra pyrenaica pyrenaica,4,""
bern_2,Gazella subgutturosa,Gazella subgutturosa,4,""
bern_2,Gazella dorcas,Gazella dorcas,4,""
bern_2,Ovibos moschatus,Ovibos moschatus,4,""
bern_2,Rupicapra rupicapra ornata,Rupicapra rupicapra ornata,4,""
bern_2,Monodon monoceros,Monodon monoceros,4,""
bern_2,Delphinus delphis,Delphinus delphis,4,""
bern_2,Globicephala macrorhynchus,Globicephala macrorhynchus,4,""
bern_2,Globicephala melas,Globicephala melas,4,""
bern_2,Grampus griseus,Grampus griseus,4,""
bern_2,Lagenorhynchus acutus,Lagenorhynchus acutus,4,""
bern_2,Lagenorhynchus albirostris,Lagenorhynchus albirostris,4,""
bern_2,Orcinus orca,Orcinus orca,4,""
bern_2,Pseudorca crassidens,Pseudorca crassidens,4,""
bern_2,Steno bredanensis,Steno bredanensis,4,""
bern_2,Stenella coeruleoalba,Stenella coeruleoalba,4,""
bern_2,Stenella frontalis,Stenella frontalis,4,""
bern_2,Tursiops truncatus (tursio),Tursiops truncatus (tursio),4,""
bern_2,Phocoena phocoena,Phocoena phocoena,4,""
bern_2,Kogia breviceps,Kogia breviceps,4,""
bern_2,Kogia simus,Kogia simus,4,""
bern_2,Physeter macrocephalus,Physeter macrocephalus,4,""
bern_2,Hyperoodon rostratus,Hyperoodon rostratus,4,""
bern_2,Mesoplodon bidens,Mesoplodon bidens,4,""
bern_2,Mesoplodon densirostris,Mesoplodon densirostris,4,""
bern_2,Mesoplodon mirus,Mesoplodon mirus,4,""
bern_2,Ziphius cavirostris,Ziphius cavirostris,4,""
bern_2,BalÃ¦noptera acutorostrata,Balaenoptera acutorostrata,5,altered Ã¦ to ae
bern_2,BalÃ¦noptera borealis,Balaenoptera borealis,5,altered Ã¦ to ae
bern_2,Balaenoptera edeni,Balaenoptera edeni,5,altered Ã¦ to ae
bern_2,Balaenoptera physalus,Balaenoptera physalus,5,""
bern_2,"Megaptera novaeangliae (longimana, nodosa)",Megaptera novaeangliae,5,"removed (longimana, nodosa)"
bern_2,Sibbaldus (Balaenoptera) musculus,Sibbaldus musculus,5,removed (Balaenoptera)
bern_2,Balaena mysticetus,Balaena mysticetus,5,""
bern_2,Eubalaena glacialis,Eubalaena glacialis,5,""
bern_2,all species of Gaviidae,all species of Gaviidae,5,""
bern_2,Podiceps auritus,Podiceps auritus,5,""
bern_2,Podiceps grisegena,Podiceps grisegena,5,""
bern_2,Podiceps nigricollis (caspicus),Podiceps nigricollis,5,removed (caspicus)
bern_2,Podiceps ruficollis,Podiceps ruficollis,5,""
bern_2,all species of Hydrobatidae,all species of Hydrobatidae,5,""
bern_2,Bulweria bulwerii,Bulweria bulwerii,5,""
bern_2,Procellaria diomedea,Procellaria diomedea,5,""
bern_2,Pterodroma madeira,Pterodroma madeira,5,""
bern_2,Pterodroma feae,Pterodroma feae,5,""
bern_2,Puffinus assimilis baroli,Puffinus assimilis baroli,5,""
bern_2,Puffinus puffinus,Puffinus puffinus,5,""
bern_2,Puffinus yelkouan,Puffinus yelkouan,5,""
bern_2,Phalacrocorax aristotelis,Phalacrocorax aristotelis,6,""
bern_2,Phalacrocorax pygmaeus,Phalacrocorax pygmaeus,6,""
bern_2,all species of Pelecanidae,all species of Pelecanidae,6,""
bern_2,Ardea purpurea,Ardea purpurea,6,""
bern_2,Ardeola ralloides,Ardeola ralloides,6,""
bern_2,Botaurus stellaris,Botaurus stellaris,6,""
bern_2,Bulbucus (Ardeola) ibis,Ardeola ibis,6,Bulbucus ibis
bern_2,Casmerodius albus (Egretta alba),Casmerodius albus,6,Egretta alba
bern_2,Egretta garzetta,Egretta garzetta,6,""
bern_2,Ixobrychus minutus,Ixobrychus minutus,6,""
bern_2,Nycticorax nycticorax,Nycticorax nycticorax,6,""
bern_2,all species of Ciconiidae,all species of Ciconiidae,6,""
bern_2,all species of Threskiornithidae,all species of Threskiornithidae,6,""
bern_2,Phoenicopterus ruber,Phoenicopterus ruber,6,""
bern_2,Anser erythropus,Anser erythropus,6,""
bern_2,Branta leucopsis,Branta leucopsis,6,""
bern_2,Branta ruficollis,Branta ruficollis,6,""
bern_2,Bucephala islandica,Bucephala islandica,6,""
bern_2,Cygnus cygnus,Cygnus cygnus,6,""
bern_2,Cygnus bewickii (columbianus),Cygnus bewickii,6,removed (columbianus)
bern_2,Histrionicus histrionicus,Histrionicus histrionicus,6,""
bern_2,Marmaronetta (Anas) angustirostris,Marmaronetta angustirostris,6,removed(Anas)
bern_2,Mergus albellus,Mergus albellus,6,""
bern_2,Oxyura leucocephala,Oxyura leucocephala,6,""
bern_2,Polysticta stelleri,Polysticta stelleri,6,""
bern_2,Somateria spectabilis,Somateria spectabilis,6,""
bern_2,Tadorna tadorna,Tadorna tadorna,6,""
bern_2,Tadorna ferruginea,Tadorna ferruginea,6,""
bern_2,all species of Falconiformed,all species of Falconiformes,7,""
bern_2,Tetrao urogallus cantabricus,Tetrao urogallus cantabricus,7,""
bern_2,Turnix sylvatica,Turnix sylvatica,7,""
bern_2,all species of Gruidae,all species of Gruidae,7,""
bern_2,Crex crex,Crex crex,7,""
bern_2,Fulica cristata,Fulica cristata,7,""
bern_2,Porphyrio porphyrio,Porphyrio porphyrio,7,""
bern_2,Porzana porzana,Porzana porzana,7,""
bern_2,Porzana pusilla,Porzana pusilla,7,""
bern_2,Porzana parva,Porzana parva,7,""
bern_2,all species of Otididae,all species of Otididae,7,""
bern_2,Arenaria interpres,Arenaria interpres,7,""
bern_2,Charadrius alexandrinus,Charadrius alexandrinus,7,""
bern_2,Charadrius dubius,Charadrius dubius,7,""
bern_2,Charadrius hiaticula,Charadrius hiaticula,7,""
bern_2,Charadrius leschenaulti,Charadrius leschenaulti,7,""
bern_2,Eudromias morinellus,Eudromias morinellus,7,""
bern_2,Hoplopterus spinosus,Hoplopterus spinosus,7,""
bern_2,Calidris alba,Calidris alba,8,""
bern_2,Calidris alpina,Calidris alpina,8,""
bern_2,Calidris ferruginea,Calidris ferruginea,8,""
bern_2,Calidris maritima,Calidris maritima,8,""
bern_2,Calidris minuta,Calidris minuta,8,""
bern_2,Calidris temminckii,Calidris temminckii,8,""
bern_2,Gallinago media,Gallinago media,8,""
bern_2,Limicola falcinellus,Limicola falcinellus,8,""
bern_2,Numenius tenuirostris,Numenius tenuirostris,8,""
bern_2,Tringa cinerea,Tringa cinerea,8,""
bern_2,Tringa glareola,Tringa glareola,8,""
bern_2,Tringa hypoleucos,Tringa hypoleucos,8,""
bern_2,Tringa ochropus,Tringa ochropus,8,""
bern_2,Tringa stagnatilis,Tringa stagnatilis,8,""
bern_2,all species of Recurvirostridae,all species of Recurvirostridae,8,""
bern_2,all species of Phalaropodidae,all species of Phalaropodidae,8,""
bern_2,Burhinus oedicnemus,Burhinus oedicnemus,8,""
bern_2,all species of Laridae,all species of Laridae,8,""
bern_2,Chlidonias hybrida,Chlidonias hybrida,8,""
bern_2,Chlidonias leucopterus,Chlidonias leucopterus,8,""
bern_2,Chlidonias niger,Chlidonias niger,8,""
bern_2,Gelochelidon nilotica,Gelochelidon nilotica,8,""
bern_2,Hydroprogne caspia,Hydroprogne caspia,8,""
bern_2,Larus audouinii,Larus audouinii,8,""
bern_2,Larus genei,Larus genei,8,""
bern_2,Larus melanocephalus,Larus melanocephalus,8,""
bern_2,Larus minutus,Larus minutus,8,""
bern_2,Larus (Xenia) sabini,Larus sabini,8,removed (Xenia)
bern_2,Pagophila eburnea,Pagophila eburnea,8,""
bern_2,Sterna albifrons,Sterna albifrons,8,""
bern_2,Sterna dougallii,Sterna dougallii,8,""
bern_2,Sterna hirundo,Sterna hirundo,8,""
bern_2,Sterna paradisaea (macrura),Sterna paradisaea,8,removed (macrura)
bern_2,Sterna sandvicensis,Sterna sandvicensis,8,""
bern_2,all species of Pteroclididae,all species of Pteroclididae,9,""
bern_2,Columba bollii,Columba bollii,9,""
bern_2,Columba junoniae,Columba junoniae,9,""
bern_2,Clamator glandarius,Clamator glandarius,9,""
bern_2,all species of Strigiformes,all species of Strigiformes,9,""
bern_2,all species of Caprimulgidae,all species of Caprimulgidae,9,""
bern_2,Apus caffer,Apus caffer,9,""
bern_2,Apus melba,Apus melba,9,""
bern_2,Apus pallidus,Apus pallidus,9,""
bern_2,Apus unicolor,Apus unicolor,9,""
bern_2,Alcedo atthis,Alcedo atthis,9,""
bern_2,Ceryle rudis,Ceryle rudis,9,""
bern_2,Halcyon smyrnensis,Halcyon smyrnensis,9,""
bern_2,Merops apiaster,Merops apiaster,9,""
bern_2,Coracias garrulus,Coracias garrulus,9,""
bern_2,Upopa epops,Upupa epops,10,changed o to u
bern_2,all species of Piciformes,all species of Piciformes,10,""
bern_2,Calandrella brachydactyla,Calandrella brachydactyla,10,""
bern_2,Calandrella rufescens,Calandrella rufescens,10,""
bern_2,Chersophilus duponti,Chersophilus duponti,10,""
bern_2,Eremophila alpestris,Eremophila alpestris,10,""
bern_2,Galerida theklae,Galerida theklae,10,""
bern_2,Melanocorypha bimaculata,Melanocorypha bimaculata,10,""
bern_2,Melanocorypha calandra,Melanocorypha calandra,10,""
bern_2,Melanocorypha leucoptera,Melanocorypha leucoptera,10,""
bern_2,Melanocorypha yeltoniensis,Melanocorypha yeltoniensis,10,""
bern_2,all species of Hirundinidae,all species of Hirundinidae,10,""
bern_2,all species of Motacillidae,all species of Motacillidae,10,""
bern_2,Pycnonotus barbatus,Pycnonotus barbatus,10,""
bern_2,all species of Laniidae,all species of Laniidae,10,""
bern_2,Bombycilla garrulus,Bombycilla garrulus,10,""
bern_2,Cinclus cinclus,Cinclus cinclus,10,""
bern_2,Troglodytes troglodytes,Troglodytes troglodytes,10,""
bern_2,all species of Prunellidae,all species of Prunellidae,10,""
bern_2,Cercotrichas galactotes,Cercotrichas galactotes,11,""
bern_2,Erithacus rubecula,Erithacus rubecula,11,""
bern_2,Irania gutturalis,Irania gutturalis,11,""
bern_2,Luscinia luscinia,Luscinia luscinia,11,""
bern_2,Luscinia megarhynchos,Luscinia megarhynchos,11,""
bern_2,Luscinia (Cyanosylvia) svecica,Luscinia (Cyanosylvia) svecica,11,""
bern_2,Monticola saxatilis,Monticola saxatilis,11,""
bern_2,Monticola solitarius,Monticola solitarius,11,""
bern_2,Oenanthe finischii,Oenanthe finschii,11,"error, corrected"
bern_2,Oenanthe hispanica,Oenanthe hispanica,11,""
bern_2,Oenanthe isabellina,Oenanthe isabellina,11,""
bern_2,Oenanthe leucura,Oenanthe leucura,11,""
bern_2,Oenanthe oenanthe,Oenanthe oenanthe,11,""
bern_2,Oenanthe pleschanka (leucomela),Oenanthe pleschanka (leucomela),11,""
bern_2,Phoenicurus ochruros,Phoenicurus ochruros,11,""
bern_2,Phoenicurus phoenicurus,Phoenicurus phoenicurus,11,""
bern_2,Saxicola dacotiae,Saxicola dacotiae,11,""
bern_2,Saxicola rubetra,Saxicola rubetra,11,""
bern_2,Saxicola torquata,Saxicola torquata,11,""
bern_2,Tarsiger cyanurus,Tarsiger cyanurus,11,""
bern_2,Turdus torquatus,Turdus torquatus,11,""
bern_2,all species of Sylviinae,all species of Sylviidae,11,"error, corrected"
bern_2,all species of Regulinae,all species of Regulinae,11,""
bern_2,all species of Muscicapinae,all species of Muscicapidae,11,"error, corrected"
bern_2,Panurus biarmicus,Panurus biarmicus,11,""
bern_2,all species of Paridae,all species of Paridae,11,""
bern_2,all species of Sittidae,all species of Sittidae,11,""
bern_2,all species of Certhiidae,all species of Certhiidae,11,""
bern_2,Calcarius lapponicus,Calcarius lapponicus,12,""
bern_2,Emberiza aureola,Emberiza aureola,12,""
bern_2,Emberiza caesia,Emberiza caesia,12,""
bern_2,Emberiza cia,Emberiza cia,12,""
bern_2,Emberiza cineracea,Emberiza cineracea,12,""
bern_2,Emberiza cirlus,Emberiza cirlus,12,""
bern_2,Emberiza citrinella,Emberiza citrinella,12,""
bern_2,Emberiza leucocephala,Emberiza leucocephala,12,""
bern_2,Emberiza melanocephala,Emberiza melanocephala,12,""
bern_2,Emberiza pusilla,Emberiza pusilla,12,""
bern_2,Emberiza rustica,Emberiza rustica,12,""
bern_2,Emberiza schoeniclus,Emberiza schoeniclus,12,""
bern_2,Plectrophenax nivalis,Plectrophenax nivalis,12,""
bern_2,Carduelis cannabina,Carduelis cannabina,12,""
bern_2,Carduelis carduelis,Carduelis carduelis,12,""
bern_2,Carduelis chloris,Carduelis chloris,12,""
bern_2,Carduelis flammea,Carduelis flammea,12,""
bern_2,Carduelis flavirostris,Carduelis flavirostris,12,""
bern_2,Carduelis hornemanni,Carduelis hornemanni,12,""
bern_2,Carduelis spinus,Carduelis spinus,12,""
bern_2,Carpodacus erythrinus,Carpodacus erythrinus,12,""
bern_2,Coccothraustes coccothraustes,Coccothraustes coccothraustes,12,""
bern_2,Fringilla teydea,Fringilla teydea,12,""
bern_2,Loxia curvirostra,Loxia curvirostra,12,""
bern_2,Loxia leucoptera,Loxia leucoptera,12,""
bern_2,Loxia pityopsittacus,Loxia pityopsittacus,12,""
bern_2,Loxia scotica,Loxia scotica,12,""
bern_2,Pinicola enucleator,Pinicola enucleator,12,""
bern_2,Rhodopechys githaginea,Rhodopechys githaginea,12,""
bern_2,Serinus citrinella,Serinus citrinella,12,""
bern_2,Serinus pusillus,Serinus pusillus,12,""
bern_2,Serinus serinus,Serinus serinus,12,""
bern_2,Montrifringilla nivalis,Montifringilla nivalis,12,"error, corrected"
bern_2,Petronia petronia,Petronia petronia,12,""
bern_2,Sturnus roseus,Sturnus roseus,12,""
bern_2,Sturnus unicolor,Sturnus unicolor,12,""
bern_2,Oriolidae,Oriolidae,12,""
bern_2,Oriolus oriolus,Oriolus oriolus,12,""
bern_2,Cyanopica cyanus,Cyanopica cyanus,13,""
bern_2,Nucifraga caryocatactes,Nucifraga caryocatactes,13,""
bern_2,Perisoreus infaustus,Perisoreus infaustus,13,""
bern_2,Pyrrhocorax graculus,Pyrrhocorax graculus,13,""
bern_2,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,13,""
bern_2,Testudinidae,Testudinidae,13,""
bern_2,Testudo graeca,Testudo graeca,13,""
bern_2,Testudo hermanni,Testudo hermanni,13,""
bern_2,Testudo marginata,Testudo marginata,13,""
bern_2,Emys orbicularis,Emys orbicularis,13,""
bern_2,Mauremys caspica,Mauremys caspica,13,since March 2018
bern_2,Mauremys leprosa (Mauremys caspica leprosa),Mauremys leprosa,13,since March 2018 | Mauremys caspica leprosa
bern_2,Dermochelys coriacea,Dermochelys coriacea,13,""
bern_2,Caretta caretta,Caretta caretta,13,""
bern_2,Chelonia mydas,Chelonia mydas,13,""
bern_2,Eretmochelys imbricata,Eretmochelys imbricata,13,""
bern_2,Lepidochelys kempii,Lepidochelys kempii,13,""
bern_2,Rafetus euphraticus,Rafetus euphraticus,13,""
bern_2,Trionyx triunguis,Trionyx triunguis,13,""
bern_2,Cyrtodactylus kotschyi,Cyrtodactylus kotschyi,13,""
bern_2,Tarentola angustimentalis,Tarentola angustimentalis,13,""
bern_2,Tarentola boettgeri,Tarentola boettgeri,13,""
bern_2,Tarentola delalandii,Tarentola delalandii,13,""
bern_2,Tarentola gomerensis,Tarentola gomerensis,13,""
bern_2,Phyllodactylus europaeus,Phyllodactylus europaeus,13,""
bern_2,Stellio stellio (Agama stellio),Stellio stellio,14,since 8 March 2018 | Agama stellio
bern_2,Chamaeleo chamaeleon,Chamaeleo chamaeleon,14,""
bern_2,Algyroides fitzingeri,Algyroides fitzingeri,14,""
bern_2,Algyroides marchi,Algyroides marchi,14,""
bern_2,Algyroides moreoticus,Algyroides moreoticus,14,""
bern_2,Algyroides nigropunctatus,Algyroides nigropunctatus,14,""
bern_2,Archaeolacerta bedriagae (Lacerta bedriagae),Archaeolacerta bedriagae,14,since 8 March 2018 | removed (Lacerta bedriagae)
bern_2,Archaeolacerta monticola (Lacerta monticola),Archaeolacerta monticola,14,since 8 March 2018 | Lacerta monticola
bern_2,Gallotia galloti,Gallotia galloti,14,""
bern_2,Gallotia simonyi (Lacerta simonyi),Gallotia simonyi,14,since 8 March 2018 | removed (Lacerta simonyi)
bern_2,Gallotia stehlini,Gallotia stehlini,14,""
bern_2,Lacerta agilis,Lacerta agilis,14,""
bern_2,Lacerta clarkorum,Lacerta clarkorum,14,""
bern_2,Lacerta dugesii,Lacerta dugesii,14,""
bern_2,Lacerta graeca,Lacerta graeca,14,""
bern_2,Lacerta horvathi,Lacerta horvathi,14,""
bern_2,Lacerta lepida,Lacerta lepida,14,""
bern_2,Lacerta parva,Lacerta parva,14,""
bern_2,Lacerta princeps,Lacerta princeps,14,""
bern_2,Lacerta schreiberi,Lacerta schreiberi,14,""
bern_2,Lacerta trilineata,Lacerta trilineata,14,""
bern_2,Lacerta viridis,Lacerta viridis,14,""
bern_2,Ophisops elegans,Ophisops elegans,14,""
bern_2,Podarcis erhardii,Podarcis erhardii,14,""
bern_2,Podarcis filfolensis,Podarcis filfolensis,14,""
bern_2,Podarcis lilfordi,Podarcis lilfordi,14,""
bern_2,Podarcis melisellensis,Podarcis melisellensis,14,""
bern_2,Podarcis milensis,Podarcis milensis,14,""
bern_2,Podarcis muralis,Podarcis muralis,14,""
bern_2,Podarcis peloponnesiaca,Podarcis peloponnesiaca,14,""
bern_2,Podarcis pityusensis,Podarcis pityusensis,14,""
bern_2,Podarcis sicula,Podarcis sicula,14,""
bern_2,Podarcis taurica,Podarcis taurica,14,""
bern_2,Podarcis tiliguerta,Podarcis tiliguerta,14,""
bern_2,Podarcis wagleriana,Podarcis wagleriana,14,""
bern_2,Ophisaurus apodus,Ophisaurus apodus,14,""
bern_2,Scincidae,Scincidae,15,""
bern_2,Ablepharus kitaibelii,Ablepharus kitaibelii,15,""
bern_2,Chalcides bedriagai,Chalcides bedriagai,15,""
bern_2,Chalcides ocellatus,Chalcides ocellatus,15,""
bern_2,Chalcides sexlineatus,Chalcides sexlineatus,15,""
bern_2,Chalcides simonyi (Chalcides occidentalis),Chalcides simonyi,15,since 8 March 2018 | Chalcides occidentalis
bern_2,Chalcides viridianus,Chalcides viridanus,15,"error, corrected"
bern_2,Ophiomorus punctatissimus,Ophiomorus punctatissimus,15,""
bern_2,Colubridae,Colubridae,15,""
bern_2,Coluber cypriensis,Coluber cypriensis,15,""
bern_2,Coluber gemonensis,Coluber gemonensis,15,""
bern_2,Coluber hippocrepis,Coluber hippocrepis,15,""
bern_2,Coluber jugularis,Coluber jugularis,15,since 8 March 2018
bern_2,Coluber caspius (Coluber jugularis caspius),Coluber jugularis caspius,15,since 8 March 2018 | Coluber caspius
bern_2,Coluber najadum,Coluber najadum,15,since 8 March 2018
bern_2,Coluber rubriceps (Coluber najadum rubriceps),Coluber rubriceps,15,since 8 March 2018 | Coluber najadum rubriceps
bern_2,Coluber viridiflavus,Coluber viridiflavus,15,""
bern_2,Coronella austriaca,Coronella austriaca,15,""
bern_2,Elaphe longissima,Elaphe longissima,15,""
bern_2,Elaphe quatuorlineata,Elaphe quatuorlineata,15,""
bern_2,Elaphe situla,Elaphe situla,15,""
bern_2,Natrix megalocephala,Natrix megalocephala,15,""
bern_2,Natrix tessellata,Natrix tessellata,15,""
bern_2,Telescopus fallax,Telescopus fallax,15,""
bern_2,Vipera albizona,Vipera albizona,15,""
bern_2,Vipera ammodytes,Vipera ammodytes,15,""
bern_2,Vipera barani,Vipera barani,15,""
bern_2,Vipera kaznakovi,Vipera kaznakovi,15,""
bern_2,Vipera latasti,Vipera latasti,15,""
bern_2,Vipera lebetina,Vipera lebetina,"",since 8 March 2017
bern_2,Vipera schweizeri (Vipera lebetina schweizeri),Vipera schweizeri,15,since 8 March 2018 | Vipera lebetina schweizeri
bern_2,Vipera pontica,Vipera pontica,15,""
bern_2,Vipera ursinii,Vipera ursinii,15,""
bern_2,Vipera wagneri,Vipera wagneri,15,""
bern_2,Vipera xanthina,Vipera xanthina,15,""
bern_2,Chioglossa lusitanica,Chioglossa lusitanica,16,""
bern_2,Euproctus asper,Euproctus asper,16,""
bern_2,Euproctus montanus,Euproctus montanus,16,""
bern_2,Euproctus platycephalus,Euproctus platycephalus,16,""
bern_2,Mertensiella luschani (Salamandra luschani),Mertensiella luschani,16,since 8 March 2018 | removed (Salamandra luschani)
bern_2,Neurergus crocatus,Neurergus crocatus,16,""
bern_2,Neurergus strauchii,Neurergus strauchii,16,""
bern_2,Salamandra lanzai (Salamandra atra lanzai),Salamandra lanzai,"",since 8 March 2018 | Salamandra atra lanzai
bern_2,Salamandra atra,Salamandra atra,16,since 8 March 2018
bern_2,Salamandrina terdigitata,Salamandrina terdigitata,16,""
bern_2,Triturus carnifex,Triturus carnifex,16,""
bern_2,Triturus cristatus,Triturus cristatus,16,""
bern_2,Triturus dobrogicus,Triturus dobrogicus,16,""
bern_2,Triturus italicus,Triturus italicus,16,""
bern_2,Triturus karelinii,Triturus karelinii,16,""
bern_2,Triturus montandoni,Triturus montandoni,16,""
bern_2,Speleomantes flavus (Hydromantes flavus),Speleomantes flavus,16,since 8 March 2018 | Hydromantes flavus
bern_2,Speleomantes genei (Hydromantes genei),Speleomantes genei,16,since 8 March 2018 | removed (Hydromantes genei)
bern_2,Speleomantes imperialis (Hydromantes imperialis),Speleomantes imperialis,16,since 8 March 2018 | Hydromantes imperialis
bern_2,Speleomantes italicus (Hydromantes italicus),Speleomantes italicus,16,since 8 March 2018 | Hydromantes italicus
bern_2,Speleomantes supramontis (Hydromantes supramontis),Speleomantes supramontis,16,since 8 March 2018 | Hydromantes supramontis
bern_2,Proteus anguinus,Proteus anguinus,16,""
bern_2,Alytes cisternasii,Alytes cisternasii,16,""
bern_2,Alytes muletensis,Alytes muletensis,16,""
bern_2,Alytes obstetricans,Alytes obstetricans,16,""
