annex_code,scientific_name_original,scientific_name_corrected,page_number,corrected
bern_1,Carlina diae (Rech.f.) Meusel & Kastener,Carlina diae (Rech.f.) Meusel & Kastener,5,""
bern_1,Carlina onopordifolia Besser,Carlina onopordifolia Besser,5,""
bern_1,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal (Centaurea heldreichii,Centaurea heldreichii Halacsy,5,removed Centaurea alba L. subsp. heldreichii (Halacsy) Dostal
bern_1,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler (Centaurea princeps,Centaurea princeps Boiss. & Heldr,5,removed Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler
bern_1,Centaurea akamatis Th. Georgiades & G. Chatzikiriakou,Centaurea akamatis Th. Georgiades & G. Chatzikiriakou,5,""
bern_1,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,5,""
bern_1,(Centaurea megarensis Halacsy & Hayek),Centaurea megarensis Halacsy & Hayek,5,""
bern_1,Centaurea balearica J.D.Rodriguez,Centaurea balearica J.D.Rodriguez,5,""
bern_1,Centaurea borjae Valdes-Berm. & Rivas Goday,Centaurea borjae Valdes-Berm. & Rivas Goday,5,""
bern_1,Centaurea citricolor Font Quer,Centaurea citricolor Font Quer,5,""
bern_1,Centaurea corymbosa Pourret,Centaurea corymbosa Pourret,5,""
bern_1,Centaurea dubjanskyi Iljin.,Centaurea dubjanskyi Iljin.,5,""
bern_1,Centaurea hermannii F.Hermann,Centaurea hermannii F.Hermann,5,""
bern_1,Centaurea horrida Badaro,Centaurea horrida Badaro,5,""
bern_1,Centaurea jankae Brandza,Centaurea jankae Brandza,6,""
bern_1,Centaurea kalambakensis Freyn & Sint.,Centaurea kalambakensis Freyn & Sint.,6,""
bern_1,Centaurea kartschiana Scop.,Centaurea kartschiana Scop.,6,""
bern_1,Centaurea lactiflora Halacsy,Centaurea lactiflora Halacsy,6,""
bern_1,Centaurea niederi Heldr.,Centaurea niederi Heldr.,6,""
bern_1,Centaurea peucedanifolia Boiss. & Orph.,Centaurea peucedanifolia Boiss. & Orph.,6,""
bern_1,Centaurea pineticola Iljin.,Centaurea pineticola Iljin.,6,""
bern_1,Centaurea pinnata Pau,Centaurea pinnata Pau,6,""
bern_1,Centaurea pontica Prodan & E. I. Nayardy,Centaurea pontica Prodan & E. I. Nayardy,6,""
bern_1,Centaurea pseudoleucolepis Kleop,Centaurea pseudoleucolepis Kleop,6,""
bern_1,Centaurea pulvinata (G.Blanca) G.Blanca,Centaurea pulvinata (G.Blanca) G.Blanca,6,""
bern_1,Centaurea tchihatcheffii Fich. & Mey.,Centaurea tchihatcheffii Fich. & Mey.,6,""
bern_1,Crepis crocifolia Boiss. & Heldr.,Crepis crocifolia Boiss. & Heldr.,6,""
bern_1,Crepis granatensis (Willk.) G.Blanca & M.Cueto,Crepis granatensis (Willk.) G.Blanca & M.Cueto,6,""
bern_1,Crepis purpurea Willd. Bieb.,Crepis purpurea Willd. Bieb.,6,""
bern_1,Dendranthema zawadskyi (Herb.) Tzvel.,Dendranthema zawadskyi (Herb.) Tzvel.,6,""
bern_1,Erigeron frigidus Boiss. ex DC.,Erigeron frigidus Boiss. ex DC.,6,""
bern_1,"Helichrysum melitense (Pignatti) Brulo, Lanfronco, Pavone et Ronsisvalle","Helichrysum melitense (Pignatti) Brulo, Lanfronco, Pavone et Ronsisvalle",6,""
bern_1,Helichrysum sibthorpii Rouy,Helichrysum sibthorpii Rouy,6,""
bern_1,Hymenostemma pseudanthemis (Kunze) Willd.,Hymenostemma pseudanthemis (Kunze) Willd.,6,""
bern_1,Jurinea cyanoides (L.) Reichenb.,Jurinea cyanoides (L.) Reichenb.,6,""
bern_1,Jurinea fontqueri Cuatrec.,Jurinea fontqueri Cuatrec.,6,""
bern_1,Lagoseris purpurea (Willd.) Boiss.,Lagoseris purpurea (Willd.) Boiss.,6,""
bern_1,Lamyropsis microcephala (Moris) Dittrich & Greuter,Lamyropsis microcephala (Moris) Dittrich & Greuter,6,""
bern_1,Leontodon boryi Boiss. ex DC.,Leontodon boryi Boiss. ex DC.,6,""
bern_1,Leontodon microcephalus (Boiss. ex DC.) Boiss.,Leontodon microcephalus (Boiss. ex DC.) Boiss.,6,""
bern_1,Leontodon siculus (Guss.) Finch & Sell,Leontodon siculus (Guss.) Finch & Sell,6,""
bern_1,Ligularia sibirica (L.) Cass.,Ligularia sibirica (L.) Cass.,6,""
bern_1,Palaeocyanus crassifolius (Bertoloni) Dostal,Palaeocyanus crassifolius (Bertoloni) Dostal,6,""
bern_1,Picris willkommii (Schultz Bip.) Nyman,Picris willkommii (Schultz Bip.) Nyman,6,""
bern_1,Santolina elegans Boiss. ex DC.,Santolina elegans Boiss. ex DC.,6,""
bern_1,Senecio elodes Boiss. ex DC.,Senecio elodes Boiss. ex DC.,6,""
bern_1,Senecio nevadensis Boiss. & Reuter,Senecio nevadensis Boiss. & Reuter,6,""
bern_1,Serratula tanaitica P. Smirn.,Serratula tanaitica P. Smirn.,6,""
bern_1,Sonchus erzincanicus Matthews,Sonchus erzincanicus Matthews,6,""
bern_1,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,6,""
bern_1,Convolvulus argyrothamnos Greuter,Convolvulus argyrothamnos Greuter,6,""
bern_1,Convolvulus pulvinatus Sa'ad,Convolvulus pulvinatus Sa'ad,6,""
bern_1,Alyssum akamasicum B.L.Burtt,Alyssum akamasicum B.L.Burtt,6,""
bern_1,Alyssum borzaeanum E. I. Nayardy,Alyssum borzaeanum E. I. Nayardy,6,""
bern_1,Alyssum pyrenaicum Lapeyr. (Ptilotrichum pyrenaicum (Lapeyr.) Boiss.),Alyssum pyrenaicum Lapeyr.,6,removedPtilotrichum pyrenaicum (Lapeyr.) Boiss.
bern_1,Arabis kennedyae Meikle,Arabis kennedyae Meikle,6,""
bern_1,Armoracia macrocarpa (Waldst. & Kit.) Kit. ex Baumg.,Armoracia macrocarpa (Waldst. & Kit.) Kit. ex Baumg.,6,""
bern_1,Aurinia uechtritziana (Bornm.) Cullen et T. R. Dudley,Aurinia uechtritziana (Bornm.) Cullen et T. R. Dudley,6,""
bern_1,Biscutella neustriaca Bonnet,Biscutella neustriaca Bonnet,6,""
bern_1,Boleum asperum (Pers.) Desvaux,Boleum asperum (Pers.) Desvaux,6,""
bern_1,Brassica glabrescens Poldini,Brassica glabrescens Poldini,6,""
bern_1,Brassica hilarionis Post,Brassica hilarionis Post,6,""
bern_1,Brassica insularis Moris,Brassica insularis Moris,7,""
bern_1,Brassica macrocarpa Guss.,Brassica macrocarpa Guss.,7,""
bern_1,Brassica sylvestris (l.) Mill. subsp. taurica Tzvel.,Brassica sylvestris (l.) Mill. subsp. taurica Tzvel.,7,""
bern_1,Braya purpurasceus (R.Br.) Bunge,Braya purpurascens (R.Br.) Bunge,7,change u to n
bern_1,Cochlearia polonica Frohlich,Cochlearia polonica Frohlich,7,""
bern_1,Coincya rupestris Rouy (Hutera rupestris P. Porta),Coincya rupestris Rouy (Hutera rupestris P. Porta),7,""
bern_1,Coronopus navasii Pau,Coronopus navasii Pau,7,""
bern_1,Crambe koktebelica (Junge) N. Busch.,Crambe koktebelica (Junge) N. Busch.,7,""
bern_1,Crambe litwinonowii K. Gross.,Crambe litwinowii K. Gross.,7,deleted extre on
bern_1,Diplotaxis ibicensis (Pau) Gomez-Campo,Diplotaxis ibicensis (Pau) Gomez-Campo,7,""
bern_1,Diplotaxis siettiana Maire,Diplotaxis siettiana Maire,7,""
bern_1,Draba dorneri Heuffel,Draba dorneri Heuffel,7,""
bern_1,Erucastrum palustre (Pirona) Vis.,Erucastrum palustre (Pirona) Vis.,7,""
bern_1,Erysimum pieninicum (Zapal.) Pawl.,Erysimum pieninicum (Zapal.) Pawl.,7,""
bern_1,Iberis arbuscula Runemark,Iberis arbuscula Runemark,7,""
bern_1,Ionopsidium acaule (Desf.) Reichemb.,Ionopsidium acaule (Desf.) Reichemb.,7,""
bern_1,Ionopsidium savianum (Caruel) Ball ex Arcang.,Ionopsidium savianum (Caruel) Ball ex Arcang.,7,""
bern_1,Lepidium turczaninowii Lipsky.,Lepidium turczaninowii Lipsky.,7,""
bern_1,Murbeckiella sousae Rothm.,Murbeckiella sousae Rothm.,7,""
bern_1,Schivereckia podolica (Besser) Andrz.,Schivereckia podolica (Besser) Andrz.,7,""
bern_1,Sisymbrium cavanillesianum Valdes & Castroviejo (S. matritense P.W.Ball &,Sisymbrium cavanillesianum Valdes & Castroviejo,7,removed S. matritense P.W.Ball & Heywood
bern_1,Sisymbrium confertum Stev.,Sisymbrium confertum Stev.,7,""
bern_1,Sisymbrium supinum L.,Sisymbrium supinum L.,7,""
bern_1,Thlaspi cariense A.CarlstrÃ¶m,Thlaspi cariense A.CarlstrÃƒÂ¶m,7,""
bern_1,Thlaspi jankae A. Kern,Thlaspi jankae A. Kern,7,""
bern_1,Carex secalina Willd. ex Wahlenb.,Carex secalina Willd. ex Wahlenb.,7,""
bern_1,Eleocharis carniolica Koch,Eleocharis carniolica Koch,7,""
bern_1,Borderea chouardii (Gaussen) Heslot,Borderea chouardii (Gaussen) Heslot,7,""
bern_1,Dipsacus cephalarioides Mathews & Kupicha,Dipsacus cephalarioides Mathews & Kupicha,7,""
bern_1,Aldrovanda vesiculosa L.,Aldrovanda vesiculosa L.,7,""
bern_1,Vaccinium arctostaphylos L.,Vaccinium arctostaphylos L.,7,""
bern_1,Euphorbia margalidiana Kuhbier & Lewejohann,Euphorbia margalidiana Kuhbier & Lewejohann,7,""
bern_1,Euphorbia nevadensis Boiss. & Reuter,Euphorbia nevadensis Boiss. & Reuter,7,""
bern_1,Centaurium rigualii Esteve Chueca,Centaurium rigualii Esteve Chueca,7,""
bern_1,Centaurium somedanum Lainz,Centaurium somedanum Lainz,7,""
bern_1,Gentiana ligustica R. de Vilm. Chopinet,Gentiana ligustica R. de Vilm. Chopinet,7,""
bern_1,Gentianella anglica (Pugsley) E.F.Warburg,Gentianella anglica (Pugsley) E.F.Warburg,8,""
bern_1,Erodium astragaloides Boiss. & Reuter,Erodium astragaloides Boiss. & Reuter,8,""
bern_1,Erodium chrysanthum L'Herit. ex DC.,Erodium chrysanthum L'Herit. ex DC.,8,""
bern_1,Erodium paularense Fernandez-Gonzalez & Izco,Erodium paularense Fernandez-Gonzalez & Izco,8,""
bern_1,Erodium rupicola Boiss.,Erodium rupicola Boiss.,8,""
bern_1,Haberlea rhodopensis Friv.,Haberlea rhodopensis Friv.,8,""
bern_1,Jankaea heldreichii (Boiss.) Boiss.,Jankaea heldreichii (Boiss.) Boiss.,8,""
bern_1,Ramonda serbica Pancic,Ramonda serbica Pancic,8,""
bern_1,Avenula hackelii (Henriq.) Holub,Avenula hackelii (Henriq.) Holub,8,""
bern_1,Bromus bromoideus (Lej.) Crepin,Bromus bromoideus (Lej.) Crepin,8,""
bern_1,Bromus grossus Desf. ex DC.,Bromus grossus Desf. ex DC.,8,""
bern_1,Bromus interruptus (Hackel) Druce,Bromus interruptus (Hackel) Druce,8,""
bern_1,Bromus moesiacus Velen.,Bromus moesiacus Velen.,8,""
bern_1,Bromus psammophilus P.M.Smith,Bromus psammophilus P.M.Smith,8,""
bern_1,Coleanthus subtilis (Tratt.) Seidl,Coleanthus subtilis (Tratt.) Seidl,8,""
bern_1,Eremopoa mardinensis R.Mill,Eremopoa mardinensis R.Mill,8,""
bern_1,Gaudinia hispanica Stace & Tutin,Gaudinia hispanica Stace & Tutin,8,""
bern_1,Micropyropsis tuberosa Romero-Zarco Cabezudo,Micropyropsis tuberosa Romero-Zarco Cabezudo,8,""
bern_1,Poa granitica Br.- Bl.,Poa granitica Br.- Bl.,8,""
bern_1,Poa riphaea (Ascherson et Graebner) Fritsch,Poa riphaea (Ascherson et Graebner) Fritsch,8,""
bern_1,Puccinellia pungens (Pau) Paunero,Puccinellia pungens (Pau) Paunero,8,""
bern_1,Stipa austroitalica Martinovsky,Stipa austroitalica Martinovsky,8,""
bern_1,Stipa bavarica Martinovsky & H.Scholz,Stipa bavarica Martinovsky & H.Scholz,8,""
bern_1,Stipa danubialis Dihoru & Roman,Stipa danubialis Dihoru & Roman,8,""
bern_1,Stipa styriaca Martinovsky,Stipa styriaca Martinovsky,8,""
bern_1,Stipa syreistschikowii P. Smirn.,Stipa syreistschikowii P. Smirn.,8,""
bern_1,Trisetum subalpestre (Hartm.) Neuman,Trisetum subalpestre (Hartm.) Neuman,8,""
bern_1,Ribes sardoum Martelli,Ribes sardoum Martelli,8,""
bern_1,Hypericum aciferum (Greuter) N.K.B.Robson,Hypericum aciferum (Greuter) N.K.B.Robson,8,""
bern_1,Hypericum salsugineum Robson & Hub.-Mor.,Hypericum salsugineum Robson & Hub.-Mor.,8,""
bern_1,Crocus abantensis T.Baytop & Mathew,Crocus abantensis T.Baytop & Mathew,8,""
bern_1,Crocus cyprius Boiss. & Kotschy,Crocus cyprius Boiss. & Kotschy,8,""
bern_1,Crocus etruscus Parl.,Crocus etruscus Parl.,8,""
bern_1,Crocus hartmannianus Holmboe,Crocus hartmannianus Holmboe,9,""
bern_1,Crocus robertianus C.D. Brickell,Crocus robertianus C.D. Brickell,9,""
bern_1,Gladiolus felicis Mirek,Gladiolus felicis Mirek,9,""
bern_1,Iris marsica Ricci & Colasante,Iris marsica Ricci & Colasante,9,""
bern_1,Dracocephalum austriacum L.,Dracocephalum austriacum L.,9,""
bern_1,Dracocephalum ruyschiana L.,Dracocephalum ruyschiana L.,9,""
bern_1,Micromeria taygetea P.H.Davis,Micromeria taygetea P.H.Davis,9,""
bern_1,Nepeta dirphya (Boiss.) Heldr. ex Halacsy,Nepeta dirphya (Boiss.) Heldr. ex Halacsy,9,""
bern_1,Nepeta sphaciotica P.H.Davis,Nepeta sphaciotica P.H.Davis,9,""
bern_1,Origanum cordifolium (Auch. & Montbr.) Vogel (Amaracus,Origanum cordifolium (Auch. & Montbr.) Vogel,9,removed (Amaracus cordifolius Montr. & Auch.)
bern_1,Origanum dictamnus L.,Origanum dictamnus L.,9,""
bern_1,Origanum scabrum Boiss. & Heldr,Origanum scabrum Boiss. & Heldr,9,""
bern_1,Phlomis brevibracteata Turrill,Phlomis brevibracteata Turrill,9,""
bern_1,Phlomis cypria Post,Phlomis cypria Post,9,""
bern_1,Rosmarinus tomentosus Hub.-Mor. & Maire,Rosmarinus tomentosus Hub.-Mor. & Maire,9,""
bern_1,Salvia crassifolia Sibth. & Smith,Salvia crassifolia Sibth. & Smith,9,""
bern_1,Sideritis cypria Post,Sideritis cypria Post,9,""
bern_1,Sideritis incana L. subsp. glauca (Cav.) Malagarriga,Sideritis incana L. subsp. glauca (Cav.) Malagarriga,9,""
bern_1,Sideritis javalambrensis Pau,Sideritis javalambrensis Pau,9,""
bern_1,Sideritis serrata Cav. ex Lag.,Sideritis serrata Cav. ex Lag.,9,""
bern_1,Teucrium charidemi Sandwith,Teucrium charidemi Sandwith,9,""
bern_1,Teucrium lamiifolium D'Urv.,Teucrium lamiifolium D'Urv.,9,""
bern_1,Teucrium lepicephalum Pau,Teucrium lepicephalum Pau,9,""
bern_1,Teucrium turredanum Losa & Rivas Goday,Teucrium turredanum Losa & Rivas Goday,9,""
bern_1,Thymus aznavourii Velen.,Thymus aznavourii Velen.,9,""
bern_1,Thymus camphoratus Hoffmanns. & Link,Thymus camphoratus Hoffmanns. & Link,9,""
bern_1,Thymus carnosus Boiss.,Thymus carnosus Boiss.,9,""
bern_1,Thymus cephalotos L.,Thymus cephalotos L.,9,""
bern_1,"Anthyllis hystrix Cardona, Contandr. & E.Sierra","Anthyllis hystrix Cardona, Contandr. & E.Sierra",9,""
bern_1,Astragalus aitosensis Ivanisch.,Astragalus aitosensis Ivanisch.,9,""
bern_1,Astragalus algarbiensis Coss. ex Bunge,Astragalus algarbiensis Coss. ex Bunge,9,""
bern_1,Astragalus aquilanus Anzalone,Astragalus aquilanus Anzalone,9,""
bern_1,Astragalus centralpinus Braun-Blanquet,Astragalus centralpinus Braun-Blanquet,9,""
bern_1,Astragalus kungurensis Boriss.,Astragalus kungurensis Boriss.,9,""
bern_1,Astragalus macrocarpus DC. subsp. lefkarensis Agerer-Kirchoff & Meikle,Astragalus macrocarpus DC. subsp. lefkarensis Agerer-Kirchoff & Meikle,9,""
bern_1,Astragalus maritimus Moris,Astragalus maritimus Moris,9,""
bern_1,Astragalus peterfii Jav.,Astragalus peterfii Jav.,9,""
bern_1,Astragalus physocalyx Fischer,Astragalus physocalyx Fischer,9,""
bern_1,Astragalus psedopurpureus Gusul.,Astragalus pseudopurpureus Gusul.,9,added u
bern_1,Astragalus setosulus Gontsch.,Astragalus setosulus Gontsch.,9,""
bern_1,Astragalus tanaiticus C. Koch.,Astragalus tanaiticus K. Koch.,9,authorship corrected
bern_1,Astragalus tremolsianus Pau,Astragalus tremolsianus Pau,9,""
bern_1,Astragalus verrucosus Moris,Astragalus verrucosus Moris,9,""
bern_1,Cytisus aeolicus Guss. ex Lindl.,Cytisus aeolicus Guss. ex Lindl.,10,""
bern_1,Genista dorycnifolia Font Quer,Genista dorycnifolia Font Quer,10,""
bern_1,Genista holopetala (Fleischm. ex Koch) Baldacci,Genista holopetala (Fleischm. ex Koch) Baldacci,10,""
bern_1,Genista tetragona Bess.,Genista tetragona Bess.,10,""
bern_1,Glycyrrhiza iconica Hub.-Mor.,Glycyrrhiza iconica Hub.-Mor.,10,""
bern_1,Hedysarum razoumovianum Fisch. et Helm.,Hedysarum razoumovianum Fisch. et Helm.,10,""
bern_1,Ononis maweana Ball,Ononis maweana Ball,10,""
bern_1,Oxytropis deflexa (Pallas) DC. subsp. norvegica Nordh.,Oxytropis deflexa (Pallas) DC. subsp. norvegica Nordh.,10,""
bern_1,Sphaerophysa kotschyana Boiss.,Sphaerophysa kotschyana Boiss.,10,""
bern_1,"Thermopsis turcica Kit Tan, Vural & KÃ¼Ã§Ã¼kÃ¶dÃ¼","Thermopsis turcica Kit Tan, Vural & KÃƒÂ¼ÃƒÂ§ÃƒÂ¼kÃƒÂ¶dÃƒÂ¼",10,""
bern_1,Trifolium banaticum (Heuffel) Majovsky,Trifolium banaticum (Heuffel) Majovsky,10,""
bern_1,Trifolium pachycalyx Zoh.,Trifolium pachycalyx Zoh.,10,""
bern_1,Trifolium saxatile All.,Trifolium saxatile All.,10,""
bern_1,Trigonella arenicola Hub.-Mor.,Trigonella arenicola Hub.-Mor.,10,""
bern_1,Trigonella halophila Boiss.,Trigonella halophila Boiss.,10,""
bern_1,Trigonella polycarpa Boiss. & Heldr.,Trigonella polycarpa Boiss. & Heldr.,10,""
bern_1,Vicia bifoliolata J.D.Rodriguez,Vicia bifoliolata J.D.Rodriguez,10,""
bern_1,Pinguicula crystallina Sibth. & Sm.,Pinguicula crystallina Sibth. & Sm.,10,""
bern_1,Pinguicula nevadensis (Lindb.) Casper,Pinguicula nevadensis (Lindb.) Casper,10,""
bern_1,Allium grosii Font Quer,Allium grosii Font Quer,10,""
bern_1,Allium regelianum A. Beck.,Allium regelianum A. Beck.,10,""
bern_1,Allium vuralii Kit Tan,Allium vuralii Kit Tan,10,""
bern_1,Androcymbium europaeum (Lange) K.Richter,Androcymbium europaeum (Lange) K.Richter,10,""
bern_1,Androcymbium rechingeri Greuter,Androcymbium rechingeri Greuter,10,""
bern_1,Asparagus lycaonicus Davis,Asparagus lycaonicus Davis,10,""
bern_1,Asphodelus bento-rainhae Pinto da Silva,Asphodelus bento-rainhae Pinto da Silva,10,""
bern_1,Chionodoxa lochiae Meikle,Chionodoxa lochiae Meikle,10,""
bern_1,Chionodoxa luciliae Boiss.,Chionodoxa luciliae Boiss.,10,""
bern_1,Colchicum arenarium Waldst. & Kit.,Colchicum arenarium Waldst. & Kit.,10,""
bern_1,Colchicum corsicum Baker,Colchicum corsicum Baker,10,""
bern_1,Colchicum cousturieri Greuter,Colchicum cousturieri Greuter,10,""
bern_1,Colchicum davidovii Stef.,Colchicum davidovii Stef.,10,""
bern_1,Colchicum fominii Bordz.,Colchicum fominii Bordz.,10,""
bern_1,Colchicum micranthum Boiss.,Colchicum micranthum Boiss.,10,""
bern_1,Fritillaria conica Boiss.,Fritillaria conica Boiss.,10,""
bern_1,Fritillaria drenovskii Degen & Stoy.,Fritillaria drenovskii Degen & Stoy.,10,""
bern_1,Fritillaria epirotica Turrill ex Rix,Fritillaria epirotica Turrill ex Rix,10,""
bern_1,Fritillaria euboeica Rix,Fritillaria euboeica Rix,10,""
bern_1,Fritillaria graeca Boiss.,Fritillaria graeca Boiss.,10,""
bern_1,Fritillaria gussichiae (Degen & Doerfler) Rix,Fritillaria gussichiae (Degen & Doerfler) Rix,10,""
bern_1,Fritillaria montana Hoppe.,Fritillaria montana Hoppe.,10,""
bern_1,Fritillaria obliqua Ker-Gawl.,Fritillaria obliqua Ker-Gawl.,10,""
bern_1,Fritillaria rhodocanakis Orph. ex Baker,Fritillaria rhodocanakis Orph. ex Baker,10,""
bern_1,Fritillaria tuntasia Heldr. ex Halacsy,Fritillaria tuntasia Heldr. ex Halacsy,10,""
bern_1,Lilium jankae A. Kerner,Lilium jankae A. Kerner,10,""
bern_1,Lilium rhodopaeum Delip.,Lilium rhodopaeum Delip.,10,""
bern_1,Muscari gussonei (Parl.) Tod.,Muscari gussonei (Parl.) Tod.,10,""
bern_1,Ornithogalum reverchonii Lange,Ornithogalum reverchonii Lange,10,""
bern_1,Scilla morrisii Meikle,Scilla morrisii Meikle,11,""
bern_1,Scilla odorata Link,Scilla odorata Link,11,""
bern_1,Tulipa cypria Stapf,Tulipa cypria Stapf,11,""
bern_1,Tulipa goulimyi Sealy & Turrill,Tulipa goulimyi Sealy & Turrill,11,""
bern_1,Tulipa hungarica Borbas,Tulipa hungarica Borbas,11,""
bern_1,Tulipa praecox Ten.,Tulipa praecox Ten.,11,""
bern_1,Tulipa sprengeri Baker,Tulipa sprengeri Baker,11,""
bern_1,Linum dolomiticum Borbas,Linum dolomiticum Borbas,11,""
bern_1,Lythrum flexuosum Lag.,Lythrum flexuosum Lag.,11,""
bern_1,Lythrum thesioides M.Bieb.,Lythrum thesioides M.Bieb.,11,""
bern_1,Kosteletzkya pentacarpos (L.) Ledeb.,Kosteletzkya pentacarpos (L.) Ledeb.,11,""
bern_1,Caulinia tenuissima (A. br. ex Magnus) Tzvel.,Caulinia tenuissima (A. br. ex Magnus) Tzvel.,11,""
bern_1,Najas flexilis (Willd.) Rostk. & W.L.Schmidt,Najas flexilis (Willd.) Rostk. & W.L.Schmidt,11,""
bern_1,Najas tenuissima (A.Braun) Magnus,Najas tenuissima (A.Braun) Magnus,11,""
bern_1,Syringa josikaea Jacq. fil.,Syringa josikaea Jacq. fil.,11,""
bern_1,Cephalanthera cucullata Boiss. & Heldr.,Cephalanthera cucullata Boiss. & Heldr.,11,""
bern_1,Comperia comperiana (Steven) Aschers. & Graebner,Comperia comperiana (Steven) Aschers. & Graebner,11,""
bern_1,Cypripedium calceolus L.,Cypripedium calceolus L.,11,""
bern_1,Dactylorhiza chuhensis Renz & Taub.,Dactylorhiza chuhensis Renz & Taub.,11,""
bern_1,Himantoglossum caprinum (Bieb.) C. Koch,Himantoglossum caprinum (Bieb.) C. Koch,11,""
bern_1,Liparis loeselii (L.) Rich.,Liparis loeselii (L.) Rich.,11,""
bern_1,Ophrys argolica Fleischm.,Ophrys argolica Fleischm.,11,""
bern_1,Ophrys isaura Renz & Taub.,Ophrys isaura Renz & Taub.,11,""
bern_1,Ophrys kotschyi Fleischm. & Soo,Ophrys kotschyi Fleischm. & Soo,11,""
bern_1,Ophrys lunulata Parl.,Ophrys lunulata Parl.,11,""
bern_1,Ophrys lycia Renz & Taub.,Ophrys lycia Renz & Taub.,11,""
bern_1,Ophrys oestrifera Bieb.,Ophrys oestrifera Bieb.,11,""
bern_1,Ophrys taurica (Aggeenko) Nevski.,Ophrys taurica (Aggeenko) Nevski.,11,""
bern_1,Orchis provincialis Balb.,Orchis provincialis Balb.,11,""
bern_1,Orchis punctulata Stev. ex Lindl.,Orchis punctulata Stev. ex Lindl.,11,""
bern_1,Platanthera obtusata (Pursh) Lindl. subsp. oligantha (Turcz.) Hulten,Platanthera obtusata (Pursh) Lindl. subsp. oligantha (Turcz.) Hulten,11,""
bern_1,Spiranthes aestivalis (Poiret) L.C.M. Richard,Spiranthes aestivalis (Poiret) L.C.M. Richard,11,""
bern_1,Steveniella satyrioides (Stev.) Schlechter.,Steveniella satyrioides (Stev.) Schlechter.,11,""
bern_1,Paeonia cambessedesii (Willk.) Willk.,Paeonia cambessedesii (Willk.) Willk.,11,""
bern_1,Paeonia clusii F.C.Stern (Stern) subsp. rhodia (Stearn) Tzanoudakis,Paeonia clusii F.C.Stern (Stern) subsp. rhodia (Stearn) Tzanoudakis,11,""
bern_1,Paeonia officinalis L. subsp. banatica (Rochel) Soo,Paeonia officinalis L. subsp. banatica (Rochel) Soo,12,""
bern_1,Paeonia parnassica Tzanoudakis,Paeonia parnassica Tzanoudakis,12,""
bern_1,Paeonia tenuifolia L.,Paeonia tenuifolia L.,12,""
bern_1,Phoenix theophrasti Greuter,Phoenix theophrasti Greuter,12,""
bern_1,Papaver lapponicum (Tolm.) Nordh.,Papaver lapponicum (Tolm.) Nordh.,12,""
bern_1,Rupicapnos africana (Lam.) Pomel,Rupicapnos africana (Lam.) Pomel,12,""
bern_1,Armeria pseudarmeria (Murray) Mansfeld,Armeria pseudarmeria (Murray) Mansfeld,12,""
bern_1,Armeria rouyana Daveau,Armeria rouyana Daveau,12,""
bern_1,Armeria soleirolii (Duby) Godron,Armeria soleirolii (Duby) Godron,12,""
bern_1,Armeria velutina Welv. ex Boiss. & Reuter,Armeria velutina Welv. ex Boiss. & Reuter,12,""
bern_1,Limonium anatolicum Hedge,Limonium anatolicum Hedge,12,""
