id,annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
3534,EUR-CON-BER_Annex II,Merops apiaster,"Merops apiaster Linnaeus, 1758",match with annexspecies
3630,EUR-CON-BER_Annex II,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",match with annexspecies
2918,EUR-CON-BER_Annex II,Upopa epops,"Upupa epops Linnaeus, 1758",match with annexspecies
2103,EUR-CON-BER_Annex II,Calandrella brachydactyla,"Calandrella brachydactyla (Leisler, 1814)",match with annexspecies
2855,EUR-CON-BER_Annex II,Eremophila alpestris,"Eremophila alpestris Linnaeus, 1759",match with annexspecies
3531,EUR-CON-BER_Annex II,Melanocorypha calandra,"Melanocorypha calandra (Linnaeus, 1766)",match with annexspecies
3458,EUR-CON-BER_Annex II,Bombycilla garrulus,"Bombycilla garrulus (Linnaeus, 1758)",match with annexspecies
2042,EUR-CON-BER_Annex II,Cinclus cinclus,"Cinclus cinclus (Linnaeus, 1758)",match with annexspecies
2908,EUR-CON-BER_Annex II,Troglodytes troglodytes,"Troglodytes troglodytes (Linnaeus, 1758)",match with annexspecies
2856,EUR-CON-BER_Annex II,Erithacus rubecula,"Erithacus rubecula (Linnaeus, 1758)",match with annexspecies
2080,EUR-CON-BER_Annex II,Irania gutturalis,"Irania gutturalis (Guerin-Meneville, 1843)",match with annexspecies
2143,EUR-CON-BER_Annex II,Luscinia luscinia,"Luscinia luscinia (Linnaeus, 1758)",match with annexspecies
2144,EUR-CON-BER_Annex II,Luscinia megarhynchos,"Luscinia megarhynchos C.L.Brehm, 1831",match with annexspecies
2145,EUR-CON-BER_Annex II,Luscinia (Cyanosylvia) svecica,"Luscinia svecica (Linnaeus, 1758)",match with annexspecies
3538,EUR-CON-BER_Annex II,Monticola saxatilis,"Monticola saxatilis (Linnaeus, 1766)",match with annexspecies
3620,EUR-CON-BER_Annex II,Oenanthe hispanica,"Oenanthe hispanica (Linnaeus, 1758)",match with annexspecies
3605,EUR-CON-BER_Annex II,Oenanthe isabellina,"Oenanthe isabellina (Temminck, 1829)",match with annexspecies
3592,EUR-CON-BER_Annex II,Oenanthe oenanthe,"Oenanthe oenanthe (Linnaeus, 1758)",match with annexspecies
3607,EUR-CON-BER_Annex II,Oenanthe pleschanka (leucomela),"Oenanthe pleschanka (Lepechin, 1770)",match with annexspecies
3584,EUR-CON-BER_Annex II,Phoenicurus ochruros,"Phoenicurus ochruros (S.G.Gmelin, 1774)",match with annexspecies
3585,EUR-CON-BER_Annex II,Phoenicurus phoenicurus,"Phoenicurus phoenicurus (Linnaeus, 1758)",match with annexspecies
2128,EUR-CON-BER_Annex II,Saxicola rubetra,"Saxicola rubetra (Linnaeus, 1758)",match with annexspecies
46189,EUR-CON-BER_Annex II,Saxicola torquata,"Saxicola torquatus (Linnaeus, 1766)",match with annexspecies
2951,EUR-CON-BER_Annex II,Tarsiger cyanurus,"Tarsiger cyanurus (Pallas, 1773)",match with annexspecies
2915,EUR-CON-BER_Annex II,Turdus torquatus,"Turdus torquatus Linnaeus, 1758",match with annexspecies
3615,EUR-CON-BER_Annex II,Panurus biarmicus,"Panurus biarmicus (Linnaeus, 1758)",match with annexspecies
2104,EUR-CON-BER_Annex II,Calcarius lapponicus,"Calcarius lapponicus (Linnaeus, 1758)",match with annexspecies
2838,EUR-CON-BER_Annex II,Emberiza aureola,"Emberiza aureola Pallas, 1773",match with annexspecies
2840,EUR-CON-BER_Annex II,Emberiza caesia,"Emberiza caesia Cretzschmar, 1827",match with annexspecies
2842,EUR-CON-BER_Annex II,Emberiza cirlus,"Emberiza cirlus Linnaeus, 1766",match with annexspecies
2070,EUR-CON-BER_Annex II,Emberiza citrinella,"Emberiza citrinella Linnaeus, 1758",match with annexspecies
,EUR-CON-BER_Annex II,Emberiza leucocephala,"Emberiza leucocephala S.G.Gmelin, 1771",match with annexspecies
2849,EUR-CON-BER_Annex II,Emberiza melanocephala,"Emberiza melanocephala Scopoli, 1769",match with annexspecies
2850,EUR-CON-BER_Annex II,Emberiza pusilla,"Emberiza pusilla Pallas, 1776",match with annexspecies
2851,EUR-CON-BER_Annex II,Emberiza rustica,"Emberiza rustica Pallas, 1776",match with annexspecies
2853,EUR-CON-BER_Annex II,Emberiza schoeniclus,"Emberiza schoeniclus (Linnaeus, 1758)",match with annexspecies
2882,EUR-CON-BER_Annex II,Plectrophenax nivalis,"Plectrophenax nivalis (Linnaeus, 1758)",match with annexspecies
3469,EUR-CON-BER_Annex II,Carduelis cannabina,"Carduelis cannabina (Linnaeus, 1758)",match with annexspecies
3483,EUR-CON-BER_Annex II,Carduelis carduelis,"Carduelis carduelis (Linnaeus, 1758)",match with annexspecies
46190,EUR-CON-BER_Annex II,Carduelis chloris,"Carduelis chloris (Linnaeus, 1758)",match with annexspecies
46190,EUR-CON-BER_Annex II,Carduelis chloris,"Carduelis chloris (Linnaeus, 1758)",match with annexspecies
3484,EUR-CON-BER_Annex II,Carduelis flammea,"Carduelis flammea (Linnaeus, 1758)",match with annexspecies
50980,EUR-CON-BER_Annex II,Carduelis flammea,"Carduelis flammea (Linnaeus, 1758)",match with annexspecies
3485,EUR-CON-BER_Annex II,Carduelis flavirostris,"Carduelis flavirostris (Linnaeus, 1758)",match with annexspecies
3486,EUR-CON-BER_Annex II,Carduelis hornemanni,"Carduelis hornemanni (Holböll, 1843)",match with annexspecies
3487,EUR-CON-BER_Annex II,Carduelis spinus,"Carduelis spinus (Linnaeus, 1758)",match with annexspecies
3489,EUR-CON-BER_Annex II,Carpodacus erythrinus,"Carpodacus erythrinus (Pallas, 1770)",match with annexspecies
2050,EUR-CON-BER_Annex II,Coccothraustes coccothraustes,"Coccothraustes coccothraustes (Linnaeus, 1758)",match with annexspecies
2139,EUR-CON-BER_Annex II,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",match with annexspecies
2140,EUR-CON-BER_Annex II,Loxia leucoptera,"Loxia leucoptera J.F.Gmelin, 1789",match with annexspecies
2141,EUR-CON-BER_Annex II,Loxia pityopsittacus,"Loxia pytyopsittacus von Borkhausen, 1793",match with annexspecies
2880,EUR-CON-BER_Annex II,Pinicola enucleator,"Pinicola enucleator (Linnaeus, 1758)",match with annexspecies
2861,EUR-CON-BER_Annex II,Serinus serinus,"Serinus serinus (Linnaeus, 1766)",match with annexspecies
2934,EUR-CON-BER_Annex II,Sturnus roseus,"Sturnus roseus (Linnaeus, 1758)",match with annexspecies
3608,EUR-CON-BER_Annex II,Oriolus oriolus,"Oriolus oriolus (Linnaeus, 1758)",match with annexspecies
3597,EUR-CON-BER_Annex II,Nucifraga caryocatactes,"Nucifraga caryocatactes (Linnaeus, 1758)",match with annexspecies
50911,EUR-CON-BER_Annex II,Testudo graeca,"Testudo graeca Linnaeus, 1758",match with annexspecies
16133,EUR-CON-BER_Annex II,Emys orbicularis,"Emys orbicularis (Linnaeus, 1758)",match with annexspecies
48042,EUR-CON-BER_Annex II,Dermochelys coriacea,"Dermochelys coriacea (Vandelli, 1761)",match with annexspecies
48041,EUR-CON-BER_Annex II,Caretta caretta,"Caretta caretta (Linnaeus, 1758)",match with annexspecies
1341,EUR-CON-BER_Annex II,Chelonia mydas,"Chelonia mydas (Linnaeus, 1758)",match with annexspecies
16129,EUR-CON-BER_Annex II,Eretmochelys imbricata,"Eretmochelys imbricata (Linnaeus, 1766)",match with annexspecies
1337,EUR-CON-BER_Annex II,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",match with annexspecies
1344,EUR-CON-BER_Annex II,Lacerta agilis,"Lacerta agilis Linnaeus, 1758",match with annexspecies
16136,EUR-CON-BER_Annex II,Podarcis muralis,"Podarcis muralis (Laurenti, 1768)",match with annexspecies
1342,EUR-CON-BER_Annex II,Coronella austriaca,"Coronella austriaca Laurenti, 1768",match with annexspecies
,EUR-CON-BER_Annex II,Natrix megalocephala,"Natrix megalocephala Orlov & Tuniyev, 1987",match with annexspecies
16140,EUR-CON-BER_Annex II,Triturus carnifex,"Triturus carnifex (Laurenti, 1768)",match with annexspecies
1334,EUR-CON-BER_Annex II,Triturus cristatus,"Triturus cristatus (Laurenti, 1768)",match with annexspecies
1322,EUR-CON-BER_Annex II,Alytes obstetricans,"Alytes obstetricans (Laurenti, 1768)",match with annexspecies
1323,EUR-CON-BER_Annex II,Bombina variegata,"Bombina variegata (Linnaeus, 1758)",match with annexspecies
1327,EUR-CON-BER_Annex II,Pelobates fuscus,"Pelobates fuscus (Laurenti, 1768)",match with annexspecies
1325,EUR-CON-BER_Annex II,Bufo calamita,"Bufo calamita Laurenti, 1768",match with annexspecies
1326,EUR-CON-BER_Annex II,Hyla arborea,"Hyla arborea (Linnaeus, 1758)",match with annexspecies
16135,EUR-CON-BER_Annex II,Hyla meridionalis,"Hyla meridionalis Boettger, 1874",match with annexspecies
1328,EUR-CON-BER_Annex II,Rana arvalis,"Rana arvalis Nilsson, 1842",match with annexspecies
46215,EUR-CON-BER_Annex II,Rana dalmatina,"Rana dalmatina Fitzinger, 1839",match with annexspecies
3245,EUR-CON-BER_Annex II,Cetorhinus maximus,"Cetorhinus maximus (Gunnerus, 1765)",match with annexspecies
49450,EUR-CON-BER_Annex II,Acipenser sturio,"Acipenser sturio Linnaeus, 1758",match with annexspecies
47685,EUR-CON-BER_Annex II,Hippocampus hippocampus,"Hippocampus hippocampus (Linnaeus, 1758)",match with annexspecies
1377,EUR-CON-BER_Annex II,Hippocampus ramulosus,"Hippocampus ramulosus Leach, 1814",match with annexspecies
3342,EUR-CON-BER_Annex II,Palingenia longicauda,"Palingenia longicauda (Olivier, 1791)",match with annexspecies
1832,EUR-CON-BER_Annex II,Aeshna viridis,"Aeshna viridis Eversmann, 1836",match with annexspecies
1839,EUR-CON-BER_Annex II,Coenagrion mercuriale,"Coenagrion mercuriale Charpentier, 1840",match with annexspecies
1846,EUR-CON-BER_Annex II,Leucorrhinia albifrons,"Leucorrhinia albifrons Burmeister, 1839",match with annexspecies
1847,EUR-CON-BER_Annex II,Leucorrhinia caudalis,"Leucorrhinia caudalis Charpentier, 1840",match with annexspecies
1849,EUR-CON-BER_Annex II,Leucorrhinia pectoralis,"Leucorrhinia pectoralis Charpentier, 1825",match with annexspecies
1855,EUR-CON-BER_Annex II,Ophiogomphus cecilia,"Ophiogomphus cecilia Fourcroy, 1785",match with annexspecies
1859,EUR-CON-BER_Annex II,Oxygastra curtisii,"Oxygastra curtisii Dale, 1834",match with annexspecies
,EUR-CON-BER_Annex II,Sympecma braueri,"Sympecma braueri Yakobson & Bianki, 1904",match with annexspecies
5615,EUR-CON-BER_Annex II,Cerambyx cerdo,"Cerambyx cerdo Linnaeus, 1758",match with annexspecies
5595,EUR-CON-BER_Annex II,Dytiscus latissimus,"Dytiscus latissimus Linnaeus, 1758",match with annexspecies
5594,EUR-CON-BER_Annex II,Graphoderus bilineatus,"Graphoderus bilineatus (De Geer, 1774)",match with annexspecies
5611,EUR-CON-BER_Annex II,Osmoderma eremita,"Osmoderma eremita (Scopoli, 1763)",match with annexspecies
26531,EUR-CON-BER_Annex II,Coenonympha hero,"Coenonympha hero (Linnaeus, 1761)",match with annexspecies
22562,EUR-CON-BER_Annex II,Eriogaster catax,"Eriogaster catax (Linnaeus, 1758)",match with annexspecies
3400,EUR-CON-BER_Annex II,Euphydryas (Eurodryas) aurinia,"Euphydryas aurinia (Rottemburg, 1775)",match with annexspecies
2015,EUR-CON-BER_Annex II,Lopinga achine,"Lopinga achine (Scopoli, 1763)",match with annexspecies
26507,EUR-CON-BER_Annex II,Lycaena dispar,"Lycaena dispar (Haworth, 1802)",match with annexspecies
3409,EUR-CON-BER_Annex II,Maculinea arion,"Maculinea arion (Linnaeus, 1758)",match with annexspecies
1999,EUR-CON-BER_Annex II,Maculinea nausithous,"Maculinea nausithous (Bergsträsser, 1779)",match with annexspecies
3402,EUR-CON-BER_Annex II,Maculinea teleius,"Maculinea teleius (Bergsträsser, 1779)",match with annexspecies
2010,EUR-CON-BER_Annex II,Parnassius apollo,"Parnassius apollo (Linnaeus, 1758)",match with annexspecies
3677,EUR-CON-BER_Annex III,Erinaceus europaeus,"Erinaceus europaeus Linnaeus, 1758",match with annexspecies
3672,EUR-CON-BER_Annex III,Pipistrellus pipistrellus,"Pipistrellus pipistrellus (Schreber, 1774)",match with annexspecies
49973,EUR-CON-BER_Annex III,Lepus capensis (europaeus),"Lepus capensis Linnaeus, 1758",match with annexspecies
49971,EUR-CON-BER_Annex III,Lepus timidus,"Lepus timidus Linnaeus, 1758",match with annexspecies
3688,EUR-CON-BER_Annex III,Sciurus vulgaris,"Sciurus vulgaris Linnaeus, 1758",match with annexspecies
25096,EUR-CON-BER_Annex III,Castor fiber,"Castor fiber Linnaeus, 1758",match with annexspecies
,EUR-CON-BER_Annex III,Microtus nivalis (lebrunii),"Microtus nivalis (Martins, 1842)",match with annexspecies
3632,EUR-CON-BER_Annex III,Martes foina,"Martes foina Erxleben, 1777",match with annexspecies
3633,EUR-CON-BER_Annex III,Martes martes,"Martes martes (Linnaeus, 1758)",match with annexspecies
3634,EUR-CON-BER_Annex III,Meles meles,"Meles meles (Linnaeus, 1758)",match with annexspecies
3683,EUR-CON-BER_Annex III,Mustela erminea,"Mustela erminea Linnaeus, 1758",match with annexspecies
25104,EUR-CON-BER_Annex III,Mustela nivalis,"Mustela nivalis Linnaeus, 1766",match with annexspecies
,EUR-CON-BER_Annex III,Lynx lynx,"Lynx lynx (Linnaeus, 1758)",match with annexspecies
49521,EUR-CON-BER_Annex III,Cystophora cristata,"Cystophora cristata (Erxleben, 1777)",match with annexspecies
47798,EUR-CON-BER_Annex III,Erignathus barbatus,"Erignathus barbatus (Erxleben, 1777)",match with annexspecies
,EUR-CON-BER_Annex III,Pagophilus groenlandicus (Phoca groenlandica),Pagophilus groenlandicus groenlandicus,match with annexspecies
49530,EUR-CON-BER_Annex III,Phoca vitulina,"Phoca vitulina Linnaeus, 1758",match with annexspecies
49483,EUR-CON-BER_Annex III,Halichoerus grypus,"Halichoerus grypus (Fabricius, 1791)",match with annexspecies
49996,EUR-CON-BER_Annex III,Bison bonasus,"Bison bonasus (Linnaeus, 1758)",match with annexspecies
49993,EUR-CON-BER_Annex III,Capra ibex,"Capra ibex Linnaeus, 1758",match with annexspecies
49909,EUR-CON-BER_Annex III,"Ovis aries (musimon, ammon)","Ovis aries Linnaeus, 1758",match with annexspecies
49952,EUR-CON-BER_Annex III,Rupicapra rupicapra,"Rupicapra rupicapra (Linnaeus, 1758)",match with annexspecies
48046,EUR-CON-BER_Annex III,Lamna nasus (Med.),"Lamna nasus (Bonnaterre, 1788)",match with annexspecies
1345,EUR-CON-BER_Annex III,Prionace glauca (Med.),"Prionace glauca (Linnaeus, 1758)",match with annexspecies
49445,EUR-CON-BER_Annex III,Squatina squatina (Med.),"Squatina squatina (Linnaeus, 1758)",match with annexspecies
48165,EUR-CON-BER_Annex III,Lampetra fluviatilis,"Lampetra fluviatilis (Linnaeus, 1758)",match with annexspecies
1354,EUR-CON-BER_Annex III,Lampetra planeri,"Lampetra planeri (Bloch, 1784)",match with annexspecies
49281,EUR-CON-BER_Annex III,Petromyzon marinus,"Petromyzon marinus Linnaeus, 1758",match with annexspecies
49430,EUR-CON-BER_Annex III,Alosa alosa,"Alosa alosa (Linnaeus, 1758)",match with annexspecies
49431,EUR-CON-BER_Annex III,Alosa fallox,"Alosa fallax (Lacepède, 1803)",match with annexspecies
2536,EUR-CON-BER_Annex III,Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)",match with annexspecies
2513,EUR-CON-BER_Annex III,Alburnoides bipunctatus,"Alburnoides bipunctatus (Bloch, 1782)",match with annexspecies
21555,EUR-CON-BER_Annex III,Aspius aspius,"Aspius aspius (Linnaeus, 1758)",match with annexspecies
2304,EUR-CON-BER_Annex III,Chondrostoma nasus,"Chondrostoma nasus (Linnaeus, 1758)",match with annexspecies
1357,EUR-CON-BER_Annex III,Leucaspius delineatus,"Leucaspius delineatus (Heckel, 1843)",match with annexspecies
46271,EUR-CON-BER_Annex III,Rhodeus sericeus,"Rhodeus sericeus (Pallas, 1776)",match with annexspecies
1365,EUR-CON-BER_Annex III,Cobitis taenia,"Cobitis taenia Linnaeus, 1758",match with annexspecies
49283,EUR-CON-BER_Annex III,Pomatoschistus microps,"Pomatoschistus microps (Krøyer, 1838)",match with annexspecies
49415,EUR-CON-BER_Annex III,Pomatoschistus minutus,"Pomatoschistus minutus (Pallas, 1770)",match with annexspecies
5612,EUR-CON-BER_Annex III,Lucanus cervus,"Lucanus cervus (Linnaeus, 1758)",match with annexspecies
50006,EUR-CON-BER_Annex III,Astacus astacus,"Astacus astacus (Linnaeus, 1758)",match with annexspecies
2106,EUR-CON-BER_Annex III,Homarus gammarus (Med.),"Homarus gammarus (Linnaeus, 1758)",match with annexspecies
4111,EUR-CON-BER_Annex III,Helix pomatia,"Helix pomatia Linnaeus, 1758",match with annexspecies
5588,EUR-CON-BER_Annex III,Hirudo medicinalis,"Hirudo medicinalis Linnaeus, 1758",match with annexspecies
48293,UN-CON-BON-Annex I,Eubalaena glacialis,"Eubalaena glacialis (Müller, 1776)",match with annexspecies
49529,UN-CON-BON-Annex I,Balaenoptera borealis,"Balaenoptera borealis Lesson, 1828",match with annexspecies
49533,UN-CON-BON-Annex I,Balaenoptera physalus,"Balaenoptera physalus (Linnaeus, 1758)",match with annexspecies
47796,UN-CON-BON-Annex I,Balaenoptera musculus,"Balaenoptera musculus (Linnaeus, 1758)",match with annexspecies
47797,UN-CON-BON-Annex I,Megaptera novaeangliae,"Megaptera novaeangliae (Borowski, 1781)",match with annexspecies
49527,UN-CON-BON-Annex I,Delphinus delphis,"Delphinus delphis Linnaeus, 1758",match with annexspecies
15960,UN-CON-BON-Annex I,Physeter macrocephalus,"Physeter macrocephalus Linnaeus, 1758",match with annexspecies
3612,UN-CON-BON-Annex I,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)",match with annexspecies
3463,UN-CON-BON-Annex I,Branta ruficollis,"Branta ruficollis Pallas, 1769",match with annexspecies
3518,UN-CON-BON-Annex I,Anser erythropus,"Anser erythropus (Linnaeus, 1758)",match with annexspecies
2894,UN-CON-BON-Annex I,Polysticta stelleri,"Polysticta stelleri (Pallas, 1769)",match with annexspecies
3456,UN-CON-BON-Annex I,Aythya nyroca,"Aythya nyroca (Güldenstädt, 1770)",match with annexspecies
,UN-CON-BON-Annex I,Sibirionetta formosa,"Sibirionetta formosa (Georgi, 1775)",match with annexspecies
3609,UN-CON-BON-Annex I,Otis tarda,"Otis tarda Linnaeus, 1758",match with annexspecies
49584,UN-CON-BON-Annex I,Puffinus mauretanicus,"Puffinus mauretanicus Lowe, 1921",match with annexspecies
2152,UN-CON-BON-Annex I,Pelecanus crispus,"Pelecanus crispus Bruch, 1832",match with annexspecies
3572,UN-CON-BON-Annex I,Pelecanus onocrotalus,"Pelecanus onocrotalus Linnaeus, 1758",match with annexspecies
3627,UN-CON-BON-Annex I,Vanellus gregarius,"Vanellus gregarius (Pallas, 1771)",match with annexspecies
3600,UN-CON-BON-Annex I,Numenius tenuirostris,"Numenius tenuirostris Vieillot, 1817",match with annexspecies
,UN-CON-BON-Annex I,Calidris subruficollis,"Calidris subruficollis (Vieillot, 1819)",match with annexspecies
,UN-CON-BON-Annex I,Clanga clanga,"Clanga clanga (Pallas, 1811)",match with annexspecies
3625,UN-CON-BON-Annex I,Haliaeetus leucoryphus,"Haliaeetus leucoryphus (Pallas, 1771)",match with annexspecies
2068,UN-CON-BON-Annex I,Haliaeetus albicilla,"Haliaeetus albicilla (Linnaeus, 1758)",match with annexspecies
2858,UN-CON-BON-Annex I,Falco naumanni,"Falco naumanni Fleischer, 1818",match with annexspecies
2122,UN-CON-BON-Annex I,Acrocephalus paludicola,"Acrocephalus paludicola (Vieillot, 1817)",match with annexspecies
1341,UN-CON-BON-Annex I,Chelonia mydas,"Chelonia mydas (Linnaeus, 1758)",match with annexspecies
48041,UN-CON-BON-Annex I,Caretta caretta,"Caretta caretta (Linnaeus, 1758)",match with annexspecies
16129,UN-CON-BON-Annex I,Eretmochelys imbricata,"Eretmochelys imbricata (Linnaeus, 1766)",match with annexspecies
1337,UN-CON-BON-Annex I,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",match with annexspecies
16130,UN-CON-BON-Annex I,Lepidochelys olivacea,"Lepidochelys olivacea (Eschscholtz, 1829)",match with annexspecies
48042,UN-CON-BON-Annex I,Dermochelys coriacea,"Dermochelys coriacea (Vandelli, 1761)",match with annexspecies
3245,UN-CON-BON-Annex I,Cetorhinus maximus,"Cetorhinus maximus (Gunnerus, 1765)",match with annexspecies
49450,UN-CON-BON-Annex I,Acipenser sturio,"Acipenser sturio Linnaeus, 1758",match with annexspecies
49483,UN-CON-BON-Annex II,Halichoerus grypus,"Halichoerus grypus (Fabricius, 1791)",match with annexspecies
49530,UN-CON-BON-Annex II,Phoca vitulina,"Phoca vitulina Linnaeus, 1758",match with annexspecies
49529,UN-CON-BON-Annex II,Balaenoptera borealis,"Balaenoptera borealis Lesson, 1828",match with annexspecies
49533,UN-CON-BON-Annex II,Balaenoptera physalus,"Balaenoptera physalus (Linnaeus, 1758)",match with annexspecies
49520,UN-CON-BON-Annex II,Lagenorhynchus albirostris,"Lagenorhynchus albirostris (Gray, 1846)",match with annexspecies
49519,UN-CON-BON-Annex II,Lagenorhynchus acutus,"Lagenorhynchus acutus (Gray, 1828)",match with annexspecies
49482,UN-CON-BON-Annex II,Grampus griseus,"Grampus griseus (G.Cuvier, 1812)",match with annexspecies
49526,UN-CON-BON-Annex II,Tursiops truncatus,"Tursiops truncatus (Montagu, 1821)",match with annexspecies
49525,UN-CON-BON-Annex II,Stenella coeruleoalba,"Stenella coeruleoalba (Meyen, 1833)",match with annexspecies
49527,UN-CON-BON-Annex II,Delphinus delphis,"Delphinus delphis Linnaeus, 1758",match with annexspecies
49523,UN-CON-BON-Annex II,Orcinus orca,"Orcinus orca (Linnaeus, 1758)",match with annexspecies
49481,UN-CON-BON-Annex II,Globicephala melas,"Globicephala melas (Traill, 1809)",match with annexspecies
49534,UN-CON-BON-Annex II,Delphinapterus leucas,"Delphinapterus leucas (Pallas, 1776)",match with annexspecies
5629,UN-CON-BON-Annex II,Monodon monoceros,"Monodon monoceros Linnaeus, 1758",match with annexspecies
49524,UN-CON-BON-Annex II,Phocoena phocoena,"Phocoena phocoena (Linnaeus, 1758)",match with annexspecies
15960,UN-CON-BON-Annex II,Physeter macrocephalus,"Physeter macrocephalus Linnaeus, 1758",match with annexspecies
49484,UN-CON-BON-Annex II,Hyperoodon ampullatus,"Hyperoodon ampullatus (Forster, 1770)",match with annexspecies
49468,UN-CON-BON-Annex II,Podiceps auritus,"Podiceps auritus (Linnaeus, 1758)",match with annexspecies
3428,UN-CON-BON-Annex II,Crex crex,"Crex crex (Linnaeus, 1758)",match with annexspecies
2896,UN-CON-BON-Annex II,Porzana porzana,"Porzana porzana Linnaeus, 1758",match with annexspecies
,UN-CON-BON-Annex II,Zapornia parva,"Zapornia parva (Scopoli, 1769)",match with annexspecies
3609,UN-CON-BON-Annex II,Otis tarda,"Otis tarda Linnaeus, 1758",match with annexspecies
49380,UN-CON-BON-Annex II,Gavia stellata,"Gavia stellata (Pontoppidan, 1763)",match with annexspecies
46919,UN-CON-BON-Annex II,Gavia immer,"Gavia immer (Brunnich, 1764)",match with annexspecies
2082,UN-CON-BON-Annex II,Gavia adamsii,"Gavia adamsii (G.R.Gray, 1859)",match with annexspecies
2055,UN-CON-BON-Annex II,Ciconia nigra,"Ciconia nigra (Linnaeus, 1758)",match with annexspecies
2040,UN-CON-BON-Annex II,Ciconia ciconia,"Ciconia ciconia (Linnaeus, 1758)",match with annexspecies
2881,UN-CON-BON-Annex II,Platalea leucorodia,"Platalea leucorodia Linnaeus, 1758",match with annexspecies
2132,UN-CON-BON-Annex II,Threskiornis aethiopicus,"Threskiornis aethiopicus (Latham, 1790)",match with annexspecies
2883,UN-CON-BON-Annex II,Plegadis falcinellus,"Plegadis falcinellus (Linnaeus, 1766)",match with annexspecies
2152,UN-CON-BON-Annex II,Pelecanus crispus,"Pelecanus crispus Bruch, 1832",match with annexspecies
3572,UN-CON-BON-Annex II,Pelecanus onocrotalus,"Pelecanus onocrotalus Linnaeus, 1758",match with annexspecies
2112,UN-CON-BON-Annex II,Burhinus oedicnemus,"Burhinus oedicnemus (Linnaeus, 1758)",match with annexspecies
2061,UN-CON-BON-Annex II,Glareola pratincola,"Glareola pratincola (Linnaeus, 1766)",match with annexspecies
2060,UN-CON-BON-Annex II,Glareola nordmanni,"Glareola nordmanni Fischer von Waldheim, 1842",match with annexspecies
3566,UN-CON-BON-Annex II,Larus ichthyaetus,"Larus ichthyaetus Pallas, 1773",match with annexspecies
49502,UN-CON-BON-Annex II,Larus melanocephalus,"Larus melanocephalus Temminck, 1820",match with annexspecies
,UN-CON-BON-Annex II,Sternula albifrons,"Sternula albifrons (Pallas, 1764)",match with annexspecies
,UN-CON-BON-Annex II,Hydroprogne caspia,"Hydroprogne caspia (Pallas, 1770)",match with annexspecies
2039,UN-CON-BON-Annex II,Chlidonias leucopterus,"Chlidonias leucopterus (Temminck, 1815)",match with annexspecies
49474,UN-CON-BON-Annex II,Sterna dougallii,"Sterna dougallii Montagu, 1813",match with annexspecies
49476,UN-CON-BON-Annex II,Sterna paradisaea,"Sterna paradisaea Pontoppidan, 1763",match with annexspecies
3614,UN-CON-BON-Annex II,Pandion haliaetus,"Pandion haliaetus (Linnaeus, 1758)",match with annexspecies
3534,UN-CON-BON-Annex II,Merops apiaster,"Merops apiaster Linnaeus, 1758",match with annexspecies
3630,UN-CON-BON-Annex II,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",match with annexspecies
3245,UN-CON-BON-Annex II,Cetorhinus maximus,"Cetorhinus maximus (Gunnerus, 1765)",match with annexspecies
49450,UN-CON-BON-Annex II,Acipenser sturio,"Acipenser sturio Linnaeus, 1758",match with annexspecies
26496,UN-CON-BON-Annex II,Danaus plexippus,"Danaus plexippus (Linnaeus, 1758)",match with annexspecies
3666,EUR-DIR-HAB_Annex II,Rhinolophus ferrumequinum,"Rhinolophus ferrumequinum (Schreber, 1774)",match with annexspecies
2968,EUR-DIR-HAB_Annex II,Barbastella barbastellus,"Barbastella barbastellus (Schreber, 1774)",match with annexspecies
25111,EUR-DIR-HAB_Annex II,Myotis bechsteinii,"Myotis bechsteinii (Kuhl, 1817)",match with annexspecies
3645,EUR-DIR-HAB_Annex II,Myotis dasycneme,"Myotis dasycneme (Boie, 1825)",match with annexspecies
3647,EUR-DIR-HAB_Annex II,Myotis emarginatus,"Myotis emarginatus (E.Geoffroy, 1806)",match with annexspecies
3648,EUR-DIR-HAB_Annex II,Myotis myotis,"Myotis myotis (Borkhausen, 1797)",match with annexspecies
3641,EUR-DIR-HAB_Annex II,Lutra lutra,"Lutra lutra (Linnaeus, 1758)",match with annexspecies
1334,EUR-DIR-HAB_Annex II,Triturus cristatus (Triturus cristatus cristatus),"Triturus cristatus (Laurenti, 1768)",match with annexspecies
48165,EUR-DIR-HAB_Annex II,Lampetra fluviatilis (except the Finnish and Swedish populations),"Lampetra fluviatilis (Linnaeus, 1758)",match with annexspecies
1354,EUR-DIR-HAB_Annex II,"Lampetra planeri (except the Estonian, Finnish, and Swedish populations)","Lampetra planeri (Bloch, 1784)",match with annexspecies
1365,EUR-DIR-HAB_Annex II,Cobitis taenia (except the Finnish populations),"Cobitis taenia Linnaeus, 1758",match with annexspecies
1369,EUR-DIR-HAB_Annex II,Cottus gobio (except the Finnish populations),"Cottus gobio Linnaeus, 1758",match with annexspecies
