annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
bern_1,Asyneuma giganteum (Boiss.) Bornm.,Asyneuma giganteum Bornm.,not in annexspecies
bern_1,Campanula abietina Griseb. et Schenk.,Campanula abietina Griseb. & Schenk,not in annexspecies
bern_1,Campanula damboldtiana Davis,Campanula damboldtiana P.H.Davis & Sorger,not in annexspecies
bern_1,Campanula gelida Kovanda,Campanula gelida Kovanda,not in annexspecies
bern_1,Campanula lanata Friv.,Campanula lanata Friv.,not in annexspecies
bern_1,Campanula lycica Sorger & Kit Tan,Campanula lycica Kit Tan & Sorger,not in annexspecies
bern_1,Campanula morettiana Reichenb.,Campanula morettiana Rchb.,not in annexspecies
bern_1,Campanula romanica Savul.,Campanula romanica Savul.,not in annexspecies
bern_1,Campanula sabatia De Not.,Campanula sabatia De Not.,not in annexspecies
bern_1,Jasione lusitanica A.DC.,Jasione lusitanica A.DC.,not in annexspecies
bern_1,Physoplexis comosa (L.) Schur,Physoplexis comosa Schur,not in annexspecies
bern_1,Trachelium asperuloides Boiss. & Orph.,Trachelium asperuloides Boiss. & Orph.,not in annexspecies
bern_1,Arenaria nevadensis Boiss. & Reuter,Arenaria nevadensis Boiss.,not in annexspecies
bern_1,Arenaria provincialis Chater & Halliday,Arenaria provincialis Chater & Hallid.,not in annexspecies
bern_1,Cerastium alsinifolium Tausch,Cerastium alsinifolium Tausch,not in annexspecies
bern_1,Dianthus hypanicus Andrz.,Dianthus hypanicus Andrz.,not in annexspecies
bern_1,Dianthus nitidus Waldst. et Kit.,Dianthus nitidus Waldst. & Kit.,not in annexspecies
bern_1,Dianthus rupicola Biv.,Dianthus rupicola Biv.,not in annexspecies
bern_1,Dianthus serotinus Waldst. et Kit.,Dianthus serotinus Waldst.,not in annexspecies
bern_1,Dianthus urumoffii Stoj. et Acht.,Dianthus urumoffii Stoj. & Acht.,not in annexspecies
bern_1,Gypsophila papillosa P.Porta,Gypsophila papillosa Porta,not in annexspecies
bern_1,Herniaria algarvica Chaudri,Herniaria algarvica Chaudhri,not in annexspecies
bern_1,Herniaria maritima Link,Herniaria maritima Link,not in annexspecies
bern_1,Minuartia smejkalii Dvorakova,Minuartia smejkalii M.Dvoráková,not in annexspecies
bern_1,Moehringia fontqueri Pau,Moehringia fontqueri Pau,not in annexspecies
bern_1,Moehringia hypanica Grynj. et Klok.,Moehringia hypanica Grin & Klokov,not in annexspecies
bern_1,Moehringia jankae Griseb. ex Janka,Moehringia jankae Griseb. ex Janka,not in annexspecies
bern_1,Moehringia tommasinii Marches.,Moehringia tommasinii Marches,not in annexspecies
bern_1,Petrocoptis grandiflora Rothm.,Petrocoptis grandiflora Rothm.,not in annexspecies
bern_1,Petrocoptis montsicciana O.Bolos Rivas Mart.,Petrocoptis montsicciana O.Bolós & Rivas Martinez,not in annexspecies
bern_1,Petrocoptis pseudoviscosa Fernandez Casas,Petrocoptis pseudoviscosa Fernandez Casas,not in annexspecies
bern_1,Saponaria halophila Hedge & Hub.-Mor.,Saponaria halophila Hedge & Hub.-Mor.,not in annexspecies
bern_1,Silene cretacea Fisch. ex Spreng.,Silene cretacea Fisch. ex Spreng.,not in annexspecies
bern_1,Silene furcata Raf. subsp. angustiflora (Rupr.) Walters,Silene furcata subsp. angustiflora (Rupr.) Walters,not in annexspecies
bern_1,Silene haussknechtii Heldr. ex Hausskn.,Silene haussknechtii Hausskn.,not in annexspecies
bern_1,Silene hifacensis Rouy ex Willk.,Silene hifacensis Rouy ex Willk.,not in annexspecies
bern_1,Silene holzmannii Heldr. ex Boiss.,Silene holzmannii Heldr. ex Boiss.,not in annexspecies
bern_1,Silene mariana Pau,Silene mariana Pau,not in annexspecies
bern_1,Silene orphanidis Boiss.,Silene orphanidis Boiss.,not in annexspecies
bern_1,Silene pompeiopolitana Gay ex Boiss.,Silene pompeiopolitana J.Gay ex Boiss.,not in annexspecies
bern_1,Silene rothmaleri Pinto da Silva,Silene rothmaleri P.Silva,not in annexspecies
bern_1,Silene salsuginea Hub.-Mor.,Silene salsuginea Hub.-Mor.,not in annexspecies
bern_1,Silene sangaria Coode & Cullen,Silene sangaria Coode & Cullen,not in annexspecies
bern_1,Silene velutina Pourret ex Loisel.,Silene velutina Pourr. ex Loisel.,not in annexspecies
bern_1,Beta adanensis Pamuk. apud Aellen,Beta adanensis Pamuk.,not in annexspecies
bern_1,Beta trojana Pamuk. apud Aellen,Beta trojana Pamuk.,not in annexspecies
bern_1,Cremnophyton lanfrancoi Brullo et Pavone,Cremnophyton lanfrancoi S.Brullo & P.Pavone,not in annexspecies
bern_1,Kalidiopsis wagenitzii Aellen,Kalidiopsis wagenitzii Aellen,not in annexspecies
bern_1,Kochia saxicola Guss.,Kochia saxicola Guss.,not in annexspecies
bern_1,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum,Microcnemum coralloides subsp. anatolicum Wagenitz,not in annexspecies
bern_1,Salicornia veneta Pignatti & Lausi,Salicornia veneta Pignatti & Lausi,not in annexspecies
bern_1,Salsola anatolica Aellen,Salsola anatolica Aellen,not in annexspecies
bern_1,Suaeda cucullata Aellen,Suaeda cucullata Aellen,not in annexspecies
bern_1,Helianthemum alypoides Losa & Rivas Goday,Helianthemum alypoides Losa Espana & Rivas Goday,not in annexspecies
bern_1,Helianthemum arcticum (Grosser) Janch.,Helianthemum arcticum Janch.,not in annexspecies
bern_1,Helianthemum caput-felis Boiss.,Helianthemum caput-felis Boiss.,not in annexspecies
bern_1,Tuberaria major (Willk.) Pinto da Silva & Roseira,Tuberaria major (Willk.) Pinto da Silva & Rozeira,not in annexspecies
bern_1,Achillea glaberrima Klok.,Achillea glaberrima Klokov,not in annexspecies
bern_1,Achillea thracica Velen.,Achillea thracica Velen.,not in annexspecies
bern_1,Anacyclus latealatus Hub.-Mor.,Anacyclus latealatus Hub.-Mor.,not in annexspecies
bern_1,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,Andryala levitomentosa (Nyár.) P.D.Sell,not in annexspecies
bern_1,Anthemis glaberrima (Rech.f.) Greuter,Anthemis glaberrima (Rech.f.) Greuter,not in annexspecies
bern_1,Anthemis halophila Boiss. & Bal.,Anthemis halophila Boiss. & Bal.,not in annexspecies
bern_1,Anthemis trotzkiana Claus ex Bunge.,Anthemis trotzkiana Claus ex Bunge,not in annexspecies
bern_1,Artemisia granatensis Boiss.,Artemisia granatensis Boiss.,not in annexspecies
bern_1,Artemisia insipida Vill.,Artemisia insipida Vill.,not in annexspecies
bern_1,Artemisia laciniata Willd.,Artemisia laciniata Willd.,not in annexspecies
bern_1,Artemisia pancicii (Janka) Ronn.,Artemisia pancicii (Janka) Ronniger,not in annexspecies
bern_1,Aster pyrenaeus Desf. ex DC.,Aster pyrenaeus DC.,not in annexspecies
bern_1,Aster sibiricus L.,Aster sibiricus L.,not in annexspecies
bern_1,Carduus myriacanthus Salzm. ex DC.,Carduus myriacanthus Salzm. ex DC.,not in annexspecies
bern_1,Carlina diae (Rech.f.) Meusel & Kastener,Carlina diae (Rech.f.) Meusel & Kastner,not in annexspecies
bern_1,Carlina onopordifolia Besser,Carlina onopordifolia Bess.,not in annexspecies
bern_1,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal (Centaurea heldreichii,Centaurea heldreichii Halácsy,not in annexspecies
bern_1,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler (Centaurea princeps,Centaurea princeps Boiss. & Heldr.,not in annexspecies
bern_1,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,Centaurea attica subsp. megarensis (Halácsy & Hayek) Dostál,not in annexspecies
bern_1,(Centaurea megarensis Halacsy & Hayek),Centaurea megarensis Halácsy & Hayek,not in annexspecies
bern_1,Centaurea borjae Valdes-Berm. & Rivas Goday,Centaurea borjae Valdés Berm. & S.Rivas Goday,not in annexspecies
bern_1,Centaurea citricolor Font Quer,Centaurea citricolor Font Quer,not in annexspecies
bern_1,Centaurea corymbosa Pourret,Centaurea corymbosa Pourr.,not in annexspecies
bern_1,Centaurea dubjanskyi Iljin.,Centaurea dubjanskyi Iljin,not in annexspecies
bern_1,Centaurea hermannii F.Hermann,Centaurea hermannii Hermann,not in annexspecies
bern_1,Centaurea horrida Badaro,Centaurea horrida Badaro,not in annexspecies
bern_1,Centaurea jankae Brandza,Centaurea jankae Brandza,not in annexspecies
bern_1,Centaurea kalambakensis Freyn & Sint.,Centaurea kalambakensis Freyn & Sint.,not in annexspecies
bern_1,Centaurea kartschiana Scop.,Centaurea kartschiana Scop.,not in annexspecies
bern_1,Centaurea lactiflora Halacsy,Centaurea lactiflora Halácsy,not in annexspecies
bern_1,Centaurea niederi Heldr.,Centaurea niederi Heldr.,not in annexspecies
bern_1,Centaurea peucedanifolia Boiss. & Orph.,Centaurea peucedanifolia Boiss. & Orph.,not in annexspecies
bern_1,Centaurea pineticola Iljin.,Centaurea pineticola Iljin,not in annexspecies
bern_1,Centaurea pinnata Pau,Centaurea pinnata Pau,not in annexspecies
bern_1,Centaurea pontica Prodan & E. I. Nayardy,Centaurea pontica Prodan & E.I.Nyárády,not in annexspecies
bern_1,Centaurea pseudoleucolepis Kleop,Centaurea pseudoleucolepis Kleopow,not in annexspecies
bern_1,Centaurea pulvinata (G.Blanca) G.Blanca,Centaurea pulvinata (Blanca) Blanca,not in annexspecies
bern_1,Centaurea tchihatcheffii Fich. & Mey.,Centaurea tchihatcheffii Fisch. & C.A.Mey.,not in annexspecies
bern_1,Crepis crocifolia Boiss. & Heldr.,Crepis crocifolia Boiss. & Heldr.,not in annexspecies
bern_1,Crepis granatensis (Willk.) G.Blanca & M.Cueto,Crepis granatensis (Willk.) G.Blanca López & M.Cueto Romero,not in annexspecies
bern_1,Crepis purpurea Willd. Bieb.,Crepis purpurea (Willd.) M.Bieb.,not in annexspecies
bern_1,Dendranthema zawadskyi (Herb.) Tzvel.,Dendranthema zawadskii (Herbich) Tzvel.,not in annexspecies
bern_1,Erigeron frigidus Boiss. ex DC.,Erigeron frigidus Boiss. ex DC.,not in annexspecies
bern_1,"Helichrysum melitense (Pignatti) Brulo, Lanfronco, Pavone et Ronsisvalle","Helichrysum melitense (Pignatti) Brullo, Lanfr., Pavone & Ronsisv.",not in annexspecies
bern_1,Helichrysum sibthorpii Rouy,Helichrysum sibthorpii Rouy,not in annexspecies
bern_1,Hymenostemma pseudanthemis (Kunze) Willd.,Hymenostemma pseudanthemis Kunze ex Willk.,not in annexspecies
bern_1,Jurinea cyanoides (L.) Reichenb.,Jurinea cyanoides (L.) Rchb.,not in annexspecies
bern_1,Jurinea fontqueri Cuatrec.,Jurinea fontqueri Cuatrec.,not in annexspecies
bern_1,Lagoseris purpurea (Willd.) Boiss.,Lagoseris purpurea (Willd.) Boiss.,not in annexspecies
bern_1,Lamyropsis microcephala (Moris) Dittrich & Greuter,Lamyropsis microcephala (Moris) Dittrich & Greuter,not in annexspecies
bern_1,Leontodon boryi Boiss. ex DC.,Leontodon boryi Boiss. ex DC.,not in annexspecies
bern_1,Leontodon microcephalus (Boiss. ex DC.) Boiss.,Leontodon microcephalus (Boiss. ex DC.) Boiss.,not in annexspecies
bern_1,Leontodon siculus (Guss.) Finch & Sell,Leontodon siculus (Guss.) Finch & P.D.Sell,not in annexspecies
bern_1,Ligularia sibirica (L.) Cass.,Ligularia sibirica Cass.,not in annexspecies
bern_1,Palaeocyanus crassifolius (Bertoloni) Dostal,Palaeocyanus crassifolius (Bertol.) Dostal,not in annexspecies
bern_1,Picris willkommii (Schultz Bip.) Nyman,Picris willkommii Nyman,not in annexspecies
bern_1,Santolina elegans Boiss. ex DC.,Santolina elegans Boiss. ex DC.,not in annexspecies
bern_1,Senecio elodes Boiss. ex DC.,Senecio elodes Boiss. ex DC.,not in annexspecies
bern_1,Senecio nevadensis Boiss. & Reuter,Senecio nevadensis Boiss. & Reut.,not in annexspecies
bern_1,Serratula tanaitica P. Smirn.,Serratula tanaitica Smirn.,not in annexspecies
bern_1,Sonchus erzincanicus Matthews,Sonchus erzincanicus V.A.Matthews,not in annexspecies
bern_1,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,Wagenitzia lancifolia (Spreng.) Dostal,not in annexspecies
bern_1,Convolvulus argyrothamnos Greuter,Convolvulus argyrothamnos Greuter,not in annexspecies
bern_1,Convolvulus pulvinatus Sa'ad,Convolvulus pulvinatus Sa'ad,not in annexspecies
bern_1,Alyssum akamasicum B.L.Burtt,Alyssum akamasicum B.L.Burtt,not in annexspecies
bern_1,Alyssum pyrenaicum Lapeyr. (Ptilotrichum pyrenaicum (Lapeyr.) Boiss.),Alyssum pyrenaicum Lapeyr.,not in annexspecies
bern_1,Arabis kennedyae Meikle,Arabis kennedyae Meikle,not in annexspecies
bern_1,Armoracia macrocarpa (Waldst. & Kit.) Kit. ex Baumg.,Armoracia macrocarpa Baumg.,not in annexspecies
bern_1,Aurinia uechtritziana (Bornm.) Cullen et T. R. Dudley,Aurinia uechtritziana (Bornm.) Cullen & T.R.Dudley,not in annexspecies
bern_1,Biscutella neustriaca Bonnet,Biscutella neustriaca Bonnet,not in annexspecies
bern_1,Boleum asperum (Pers.) Desvaux,Boleum asperum (Pers.) Desv.,not in annexspecies
bern_1,Brassica glabrescens Poldini,Brassica glabrescens Poldini,not in annexspecies
bern_1,Brassica hilarionis Post,Brassica hilarionis Post,not in annexspecies
bern_1,Brassica insularis Moris,Brassica insularis Moris,not in annexspecies
bern_1,Brassica macrocarpa Guss.,Brassica macrocarpa Guss.,not in annexspecies
bern_1,Brassica sylvestris (l.) Mill. subsp. taurica Tzvel.,Brassica sylvestris subsp. taurica Tzvelev,not in annexspecies
bern_1,Braya purpurasceus (R.Br.) Bunge,Braya purpurascens (R.Br.) Bunge,not in annexspecies
bern_1,Cochlearia polonica Frohlich,Cochlearia polonica E.Fröhl.,not in annexspecies
bern_1,Coincya rupestris Rouy (Hutera rupestris P. Porta),Coincya rupestris subsp. rupestris,not in annexspecies
bern_1,Coronopus navasii Pau,Coronopus navasii Pau,not in annexspecies
bern_1,Crambe koktebelica (Junge) N. Busch.,Crambe koktebelica Busch,not in annexspecies
bern_1,Crambe litwinonowii K. Gross.,Crambe litwinowii K.Gross,not in annexspecies
bern_1,Diplotaxis ibicensis (Pau) Gomez-Campo,Diplotaxis ibicensis (Pau) C.Gómez-Campo,not in annexspecies
bern_1,Diplotaxis siettiana Maire,Diplotaxis siettiana Maire,not in annexspecies
bern_1,Draba dorneri Heuffel,Draba dorneri Heuff.,not in annexspecies
bern_1,Erucastrum palustre (Pirona) Vis.,Erucastrum palustre Vis.,not in annexspecies
bern_1,Erysimum pieninicum (Zapal.) Pawl.,Erysimum pieninicum (Zapal.) Pawl.,not in annexspecies
bern_1,Iberis arbuscula Runemark,Iberis arbuscula Runem.,not in annexspecies
bern_1,Ionopsidium acaule (Desf.) Reichemb.,Ionopsidium acaule Rchb.,not in annexspecies
bern_1,Ionopsidium savianum (Caruel) Ball ex Arcang.,Ionopsidium savianum (Caruel) Ball ex Arcang.,not in annexspecies
bern_1,Lepidium turczaninowii Lipsky.,Lepidium turczaninowii Lipsky,not in annexspecies
bern_1,Murbeckiella sousae Rothm.,Murbeckiella sousae Rothm.,not in annexspecies
bern_1,Schivereckia podolica (Besser) Andrz.,Schivereckia podolica (Besser) Andrz.,not in annexspecies
bern_1,Sisymbrium cavanillesianum Valdes & Castroviejo (S. matritense P.W.Ball &,Sisymbrium cavanillesianum Castrov. & Valdés Berm.,not in annexspecies
bern_1,Sisymbrium confertum Stev.,Sisymbrium confertum Steven,not in annexspecies
bern_1,Thlaspi jankae A. Kern,Thlaspi jankae A.Kern.,not in annexspecies
bern_1,Carex secalina Willd. ex Wahlenb.,Carex secalina Wahlenb.,not in annexspecies
bern_1,Eleocharis carniolica Koch,Eleocharis carniolica W.D.J.Koch,not in annexspecies
bern_1,Borderea chouardii (Gaussen) Heslot,Borderea chouardii (Gaussen) Gaussen & Heslot,not in annexspecies
bern_1,Dipsacus cephalarioides Mathews & Kupicha,Dipsacus cephalarioides V.A.Matthews & Kupicha,not in annexspecies
bern_1,Aldrovanda vesiculosa L.,Aldrovanda vesiculosa L.,not in annexspecies
bern_1,Vaccinium arctostaphylos L.,Vaccinium arctostaphylos L.,not in annexspecies
bern_1,Euphorbia margalidiana Kuhbier & Lewejohann,Euphorbia margalidiana Kuhbier & Lewej.,not in annexspecies
bern_1,Euphorbia nevadensis Boiss. & Reuter,Euphorbia nevadensis Boiss. & Reut.,not in annexspecies
bern_1,Centaurium rigualii Esteve Chueca,Centaurium rigualii Esteve,not in annexspecies
bern_1,Centaurium somedanum Lainz,Centaurium somedanum M.Laínz,not in annexspecies
bern_1,Gentiana ligustica R. de Vilm. Chopinet,Gentiana ligustica R.de Vilmorin & R.Chopinet,not in annexspecies
bern_1,Gentianella anglica (Pugsley) E.F.Warburg,Gentianella anglica (Pugsley) E.F.Warb.,not in annexspecies
bern_1,Erodium astragaloides Boiss. & Reuter,Erodium astragaloides Boiss. & Reut.,not in annexspecies
bern_1,Erodium chrysanthum L'Herit. ex DC.,Erodium chrysanthum L'Hér. ex DC.,not in annexspecies
bern_1,Erodium paularense Fernandez-Gonzalez & Izco,Erodium paularense Fern.Gonz. & J.Izco,not in annexspecies
bern_1,Erodium rupicola Boiss.,Erodium rupicola Boiss.,not in annexspecies
bern_1,Haberlea rhodopensis Friv.,Haberlea rhodopensis Friv.,not in annexspecies
bern_1,Jankaea heldreichii (Boiss.) Boiss.,Jankaea heldreichii Boiss.,not in annexspecies
bern_1,Ramonda serbica Pancic,Ramonda serbica Pancic,not in annexspecies
bern_1,Avenula hackelii (Henriq.) Holub,Avenula hackelii (Henriq.) Holub,not in annexspecies
bern_1,Bromus bromoideus (Lej.) Crepin,Bromus bromoideus (Lej.) Crép.,not in annexspecies
bern_1,Bromus grossus Desf. ex DC.,Bromus grossus Desf. ex DC. & A.Camus,not in annexspecies
bern_1,Bromus interruptus (Hackel) Druce,Bromus interruptus Druce,not in annexspecies
bern_1,Bromus moesiacus Velen.,Bromus moesiacus Velen.,not in annexspecies
bern_1,Bromus psammophilus P.M.Smith,Bromus psammophilus P.M.Sm.,not in annexspecies
bern_1,Coleanthus subtilis (Tratt.) Seidl,Coleanthus subtilis (Tratt.) Seidl,not in annexspecies
bern_1,Eremopoa mardinensis R.Mill,Eremopoa mardinensis R.R.Mill,not in annexspecies
bern_1,Gaudinia hispanica Stace & Tutin,Gaudinia hispanica Stace & Tutin,not in annexspecies
bern_1,Micropyropsis tuberosa Romero-Zarco Cabezudo,Micropyropsis tuberosa C.Romero-Zarco & B.Cabezudo,not in annexspecies
bern_1,Poa granitica Br.- Bl.,Poa granitica Braun-Blanq.,not in annexspecies
bern_1,Poa riphaea (Ascherson et Graebner) Fritsch,Poa riphaea (Asch. & Graebn.) Fritsch,not in annexspecies
bern_1,Puccinellia pungens (Pau) Paunero,Puccinellia pungens (Pau) Paunero,not in annexspecies
bern_1,Stipa austroitalica Martinovsky,Stipa austroitalica Martinovský,not in annexspecies
bern_1,Stipa bavarica Martinovsky & H.Scholz,Stipa bavarica Martinovský & H.Scholz,not in annexspecies
bern_1,Stipa danubialis Dihoru & Roman,Stipa danubialis Dihoru & Roman,not in annexspecies
bern_1,Stipa styriaca Martinovsky,Stipa styriaca Martinovský,not in annexspecies
bern_1,Stipa syreistschikowii P. Smirn.,Stipa syreistschikowii P.A.Smirn.,not in annexspecies
bern_1,Trisetum subalpestre (Hartm.) Neuman,Trisetum subalpestre (Hartm.) Neuman,not in annexspecies
bern_1,Ribes sardoum Martelli,Ribes sardoum Martelli.,not in annexspecies
bern_1,Hypericum aciferum (Greuter) N.K.B.Robson,Hypericum aciferum (Greuter) N.Robson,not in annexspecies
bern_1,Hypericum salsugineum Robson & Hub.-Mor.,Hypericum salsugineum N.Robson & Hub.-Mor.,not in annexspecies
bern_1,Crocus abantensis T.Baytop & Mathew,Crocus abantensis Baytop & B.Mathew,not in annexspecies
bern_1,Crocus cyprius Boiss. & Kotschy,Crocus cyprius Boiss. & Kotschy,not in annexspecies
bern_1,Crocus etruscus Parl.,Crocus etruscus Parl.,not in annexspecies
bern_1,Crocus hartmannianus Holmboe,Crocus hartmannianus Holmboe,not in annexspecies
bern_1,Crocus robertianus C.D. Brickell,Crocus robertianus C.D.Brickell,not in annexspecies
bern_1,Gladiolus felicis Mirek,Gladiolus felicis Z.Mirek,not in annexspecies
bern_1,Iris marsica Ricci & Colasante,Iris marsica I.Ricci & Colas.,not in annexspecies
bern_1,Dracocephalum austriacum L.,Dracocephalum austriacum L.,not in annexspecies
bern_1,Dracocephalum ruyschiana L.,Dracocephalum ruyschiana L.,not in annexspecies
bern_1,Micromeria taygetea P.H.Davis,Micromeria taygetea P.H.Davis,not in annexspecies
bern_1,Nepeta dirphya (Boiss.) Heldr. ex Halacsy,Nepeta dirphya (Boiss.) Heldr. ex Halácsy,not in annexspecies
bern_1,Nepeta sphaciotica P.H.Davis,Nepeta sphaciotica P.H.Davis,not in annexspecies
bern_1,Origanum cordifolium (Auch. & Montbr.) Vogel (Amaracus,Origanum cordifolium Vog.,not in annexspecies
bern_1,Origanum dictamnus L.,Origanum dictamnus L.,not in annexspecies
bern_1,Origanum scabrum Boiss. & Heldr,Origanum scabrum Boiss. & Heldr.,not in annexspecies
bern_1,Phlomis brevibracteata Turrill,Phlomis brevibracteata Turrill,not in annexspecies
bern_1,Phlomis cypria Post,Phlomis cypria Post,not in annexspecies
bern_1,Rosmarinus tomentosus Hub.-Mor. & Maire,"Rosmarinus tomentosus Hub.-Mor., Maire & Maire",not in annexspecies
bern_1,Salvia crassifolia Sibth. & Smith,Salvia crassifolia Sm.,not in annexspecies
bern_1,Sideritis cypria Post,Sideritis cypria Post,not in annexspecies
bern_1,Sideritis incana L. subsp. glauca (Cav.) Malagarriga,Sideritis incana subsp. glauca (Cav.) Malag.,not in annexspecies
bern_1,Sideritis javalambrensis Pau,Sideritis javalambrensis Pau,not in annexspecies
bern_1,Sideritis serrata Cav. ex Lag.,Sideritis serrata Lag.,not in annexspecies
bern_1,Teucrium charidemi Sandwith,Teucrium charidemi Sandwith,not in annexspecies
bern_1,Teucrium lamiifolium D'Urv.,Teucrium lamiifolium d'Urv.,not in annexspecies
bern_1,Teucrium lepicephalum Pau,Teucrium lepicephalum Pau,not in annexspecies
bern_1,Teucrium turredanum Losa & Rivas Goday,Teucrium turredanum Losa Espana & Rivas Goday,not in annexspecies
bern_1,Thymus aznavourii Velen.,Thymus aznavourii Velen.,not in annexspecies
bern_1,Thymus camphoratus Hoffmanns. & Link,Thymus camphoratus Hoffmanns. & Link,not in annexspecies
bern_1,Thymus carnosus Boiss.,Thymus carnosus Boiss.,not in annexspecies
bern_1,Thymus cephalotos L.,Thymus cephalotos L.,not in annexspecies
bern_1,"Anthyllis hystrix Cardona, Contandr. & E.Sierra","Anthyllis hystrix (Willk. ex F.Barceló) Cardona, Contandr. & E.Sierra",not in annexspecies
bern_1,Astragalus aitosensis Ivanisch.,Astragalus aitosensis Ivan.,not in annexspecies
bern_1,Astragalus algarbiensis Coss. ex Bunge,Astragalus algarbiensis Coss. ex Bunge,not in annexspecies
bern_1,Astragalus aquilanus Anzalone,Astragalus aquilanus Anzal.,not in annexspecies
bern_1,Astragalus centralpinus Braun-Blanquet,Astragalus centralpinus Br.-Bl.,not in annexspecies
bern_1,Astragalus kungurensis Boriss.,Astragalus kungurensis A.Boriss.,not in annexspecies
bern_1,Astragalus macrocarpus DC. subsp. lefkarensis Agerer-Kirchoff & Meikle,Astragalus macrocarpus subsp. lefkarensis Meikle & C.Agerer-Kirchhoff,not in annexspecies
bern_1,Astragalus maritimus Moris,Astragalus maritimus Moris,not in annexspecies
bern_1,Astragalus peterfii Jav.,Astragalus peterfii Jav.,not in annexspecies
bern_1,Astragalus physocalyx Fischer,Astragalus physocalyx Fisch.,not in annexspecies
bern_1,Astragalus psedopurpureus Gusul.,Astragalus pseudopurpureus Gușul.,not in annexspecies
bern_1,Astragalus setosulus Gontsch.,Astragalus setosulus Gontsch.,not in annexspecies
bern_1,Astragalus tanaiticus C. Koch.,Astragalus tanaiticus K.Koch,not in annexspecies
bern_1,Astragalus tremolsianus Pau,Astragalus tremolsianus Pau,not in annexspecies
bern_1,Astragalus verrucosus Moris,Astragalus verrucosus Moris,not in annexspecies
bern_1,Cytisus aeolicus Guss. ex Lindl.,Cytisus aeolicus Guss. ex Lindl.,not in annexspecies
bern_1,Genista dorycnifolia Font Quer,Genista dorycnifolia Font Quer,not in annexspecies
bern_1,Genista holopetala (Fleischm. ex Koch) Baldacci,Genista holopetala (Koch) Bald.,not in annexspecies
bern_1,Genista tetragona Bess.,Genista tetragona Besser,not in annexspecies
bern_1,Glycyrrhiza iconica Hub.-Mor.,Glycyrrhiza iconica Hub.-Mor.,not in annexspecies
bern_1,Ononis maweana Ball,Ononis maweana Ball,not in annexspecies
bern_1,Oxytropis deflexa (Pallas) DC. subsp. norvegica Nordh.,Oxytropis deflexa subsp. norvegica Nordh.,not in annexspecies
bern_1,Sphaerophysa kotschyana Boiss.,Sphaerophysa kotschyana Boiss.,not in annexspecies
bern_1,"Thermopsis turcica Kit Tan, Vural & KÃ¼Ã§Ã¼kÃ¶dÃ¼","Thermopsis turcica Kit Tan, Vural & Küçük.",not in annexspecies
bern_1,Trifolium banaticum (Heuffel) Majovsky,Trifolium banaticum (Heuff.) J.Májovský,not in annexspecies
bern_1,Trifolium pachycalyx Zoh.,Trifolium pachycalyx Zohary,not in annexspecies
bern_1,Trifolium saxatile All.,Trifolium saxatile All.,not in annexspecies
bern_1,Trigonella arenicola Hub.-Mor.,Trigonella arenicola Hub.-Mor.,not in annexspecies
bern_1,Trigonella halophila Boiss.,Trigonella halophila Boiss.,not in annexspecies
bern_1,Trigonella polycarpa Boiss. & Heldr.,Trigonella polycarpa Boiss. & Heldr.,not in annexspecies
bern_1,Vicia bifoliolata J.D.Rodriguez,Vicia bifoliolata Rodriguez,not in annexspecies
bern_1,Pinguicula crystallina Sibth. & Sm.,Pinguicula crystallina Sibth. & Sm.,not in annexspecies
bern_1,Pinguicula nevadensis (Lindb.) Casper,Pinguicula nevadensis (H.Lindb.) Casper,not in annexspecies
bern_1,Allium grosii Font Quer,Allium grosii Font Quer,not in annexspecies
bern_1,Allium regelianum A. Beck.,Allium regelianum A.K.Becker,not in annexspecies
bern_1,Allium vuralii Kit Tan,Allium vuralii Kit Tan,not in annexspecies
bern_1,Androcymbium europaeum (Lange) K.Richter,Androcymbium europaeum (Lange) K.Richt.,not in annexspecies
bern_1,Androcymbium rechingeri Greuter,Androcymbium rechingeri Greuter,not in annexspecies
bern_1,Asparagus lycaonicus Davis,Asparagus lycaonicus P.H.Davis,not in annexspecies
bern_1,Asphodelus bento-rainhae Pinto da Silva,Asphodelus bento-rainhae P.Silva,not in annexspecies
bern_1,Chionodoxa lochiae Meikle,Chionodoxa lochiae Meikle,not in annexspecies
bern_1,Chionodoxa luciliae Boiss.,Chionodoxa luciliae Boiss.,not in annexspecies
bern_1,Colchicum arenarium Waldst. & Kit.,Colchicum arenarium Waldst. & Kit.,not in annexspecies
bern_1,Colchicum corsicum Baker,Colchicum corsicum Baker,not in annexspecies
bern_1,Colchicum cousturieri Greuter,Colchicum cousturieri Greuter,not in annexspecies
bern_1,Colchicum davidovii Stef.,Colchicum davidovii Stef.,not in annexspecies
bern_1,Colchicum fominii Bordz.,Colchicum fominii Bordz.,not in annexspecies
bern_1,Colchicum micranthum Boiss.,Colchicum micranthum Boiss.,not in annexspecies
bern_1,Fritillaria conica Boiss.,Fritillaria conica Boiss.,not in annexspecies
