annex_code,scientific_name_original,gbif_scientificName,relation_to_annexspecies
bxl_2.2,Halimium verticillatum (Brot.) Sennen,Halimium verticillatum (Brot.) Sennen,not in annexspecies
bxl_2.2,Helianthemum alypoides Losa & Rivas Goday,Helianthemum alypoides Losa Espana & Rivas Goday,not in annexspecies
bxl_2.2,Helianthemum arcticum (Grosser) Janch.,Helianthemum arcticum Janch.,not in annexspecies
bxl_2.2,Tuberaria major (Willk.) Pinto da Silva & Roseira,Tuberaria major (Willk.) Pinto da Silva & Rozeira,not in annexspecies
bxl_2.2,Achillea glaberrima Klok.,Achillea glaberrima Klokov,not in annexspecies
bxl_2.2,Achillea thracica Velen.,Achillea thracica Velen.,not in annexspecies
bxl_2.2,Anacyclus latealatus Hub. Mor,Anacyclus latealatus Hub.-Mor.,not in annexspecies
bxl_2.2,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,Andryala levitomentosa (Nyár.) P.D.Sell,not in annexspecies
bxl_2.2,Anthemis glaberrima (Rech. f.) Greuter,Anthemis glaberrima (Rech.f.) Greuter,not in annexspecies
bxl_2.2,Anthemis halophila Boiss. & Bal.,Anthemis halophila Boiss. & Bal.,not in annexspecies
bxl_2.2,Anthemis trotzkiana Claus ex Bunge.,Anthemis trotzkiana Claus ex Bunge,not in annexspecies
bxl_2.2,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,Argyranthemum pinnatifidum subsp. succulentum (Lowe) Humphries,not in annexspecies
bxl_2.2,Artemisia granatensis Boiss.,Artemisia granatensis Boiss.,not in annexspecies
bxl_2.2,Artemisia insipida Vill.,Artemisia insipida Vill.,not in annexspecies
bxl_2.2,Artemisia laciniata Willd.,Artemisia laciniata Willd.,not in annexspecies
bxl_2.2,Artemisia oelandica (Besser) Komaror,Artemisia oelandica (Bess.) Komarov.,not in annexspecies
bxl_2.2,Artemisia pancici (Janka) Ronn.,Artemisia pancicii (Janka) Ronniger,not in annexspecies
bxl_2.2,Aster pyrenaeus Desf. ex DC.,Aster pyrenaeus DC.,not in annexspecies
bxl_2.2,Aster sibiricus L.,Aster sibiricus L.,not in annexspecies
bxl_2.2,Aster sorrentini (Tod) Lojac.,Aster sorrentinii (Tod.) Lojac.,not in annexspecies
bxl_2.2,Carduus myriacanthus Salzm ex DC.,Carduus myriacanthus Salzm. ex DC.,not in annexspecies
bxl_2.2,Carlina diae (Rech.f.) Meusel & Kastener,Carlina diae (Rech.f.) Meusel & Kastner,not in annexspecies
bxl_2.2,Carlina onopordifolia Besser,Carlina onopordifolia Bess.,not in annexspecies
bxl_2.2,Centaurea alba L. subsp. heldreichii (Halacsy) Dostal,Centaurea alba subsp. heldreichii (Halácsy) Dostál,not in annexspecies
bxl_2.2,Centaurea alba L. subsp. princeps (Boiss. & Heldr.) Gugler,Centaurea alba subsp. princeps (Boiss. & Heldr.) Gugler,not in annexspecies
bxl_2.2,Centaurea akamantis T. Georgiadis & G. Chatzikyriakou,Centaurea akamantis T.Georgiadis & Hadjik.,not in annexspecies
bxl_2.2,Centaurea attica Nyman subsp. megarensis (Halacsy & Hayek) Dostal,Centaurea attica subsp. megarensis (Halácsy & Hayek) Dostál,not in annexspecies
bxl_2.2,Centaurea borjae Valde,Centaurea borjae Valdés Berm. & S.Rivas Goday,not in annexspecies
bxl_2.2,Centaurea citricolor Font Quer,Centaurea citricolor Font Quer,not in annexspecies
bxl_2.2,Centaurea corymbosa Pourret,Centaurea corymbosa Pourr.,not in annexspecies
bxl_2.2,Centaurea dubjanskyi Iljin.,Centaurea dubjanskyi Iljin,not in annexspecies
bxl_2.2,Centaurea horrida Badaro,Centaurea horrida Badaro,not in annexspecies
bxl_2.2,Centaurea jankae Brandza,Centaurea jankae Brandza,not in annexspecies
bxl_2.2,Centaurea kalambakensis Freyn & Sint.,Centaurea kalambakensis Freyn & Sint.,not in annexspecies
bxl_2.2,Centaurea kartschiana Scop.,Centaurea kartschiana Scop.,not in annexspecies
bxl_2.2,Centaurea lactiflora Halacsy,Centaurea lactiflora Halácsy,not in annexspecies
bxl_2.2,Centaurea micrantha Hoffmanns. & Link subsp. hermini (Rouy) Dostal,Centaurea micrantha subsp. herminii (Rouy) J.Dostal,not in annexspecies
bxl_2.2,Centaurea niederi Heldr.,Centaurea niederi Heldr.,not in annexspecies
bxl_2.2,Centaurea peucedanifolia Boiss. & Orph.,Centaurea peucedanifolia Boiss. & Orph.,not in annexspecies
bxl_2.2,Centaurea pineticola Iljin.,Centaurea pineticola Iljin,not in annexspecies
bxl_2.2,Centaurea pinnata Pau,Centaurea pinnata Pau,not in annexspecies
bxl_2.2,Centaurea pontica Prodan & E. I. Nyarady,Centaurea pontica Prodan & E.I.Nyárády,not in annexspecies
bxl_2.2,Centaurea pseudoleucolepis Kleop,Centaurea pseudoleucolepis Kleopow,not in annexspecies
bxl_2.2,Centaurea rothmalerana (ArÃ©nes) Dostal,Centaurea rothmalerana (Arènes) Dostál,not in annexspecies
bxl_2.2,Centaurea tchihatcheffii Fich. & Mey.,Centaurea tchihatcheffii Fisch. & C.A.Mey.,not in annexspecies
bxl_2.2,Centaurea vicentina Mariz,Centaurea vicentina Mariz,not in annexspecies
bxl_2.2,Cirsium brachycephalum Juratzka,Cirsium brachycephalum Juratzka,not in annexspecies
bxl_2.2,Crepis crocifolia Boiss. & Heldr.,Crepis crocifolia Boiss. & Heldr.,not in annexspecies
bxl_2.2,Crepis granatensis (Willk.) B. Bianca & M. Cueto,Crepis granatensis (Willk.) G.Blanca López & M.Cueto Romero,not in annexspecies
bxl_2.2,Crepis purpurea Willd. Bieb.,Crepis purpurea (Willd.) M.Bieb.,not in annexspecies
bxl_2.2,Crepis pusilla (Sommier) Merxmiiller,Crepis pusilla Merxm.,not in annexspecies
bxl_2.2,Dendranthema zawadskyi (Herb.) Tzvel.,Dendranthema zawadskii (Herbich) Tzvel.,not in annexspecies
bxl_2.2,Erigeron frigidus Boiss. ex DC.,Erigeron frigidus Boiss. ex DC.,not in annexspecies
bxl_2.2,Helichrysum melitense (Pignatti) Brullo et al,"Helichrysum melitense (Pignatti) Brullo, Lanfr., Pavone & Ronsisv.",not in annexspecies
bxl_2.2,Helichrysum sibthorpii Rouy,Helichrysum sibthorpii Rouy,not in annexspecies
bxl_2.2,Hymenostemma pseudanthemis (Kunze) Willd.,Hymenostemma pseudanthemis Kunze ex Willk.,not in annexspecies
bxl_2.2,Hyoseris frutescens Brullo et Pavone,Hyoseris frutescens S.Brullo & P.Pavone,not in annexspecies
bxl_2.2,Jurinea cyanoides (L.) Reichenb.,Jurinea cyanoides (L.) Rchb.,not in annexspecies
bxl_2.2,Jurinea fontqueri Cuatrec.,Jurinea fontqueri Cuatrec.,not in annexspecies
bxl_2.2,Lagoseris purpurea (Willd.) Boiss.,Lagoseris purpurea (Willd.) Boiss.,not in annexspecies
bxl_2.2,Lamyropsis microcephala (Moris) Dittrich & Greuter,Lamyropsis microcephala (Moris) Dittrich & Greuter,not in annexspecies
bxl_2.2,Leontodon boryi Boiss.,Leontodon boryi Boiss.,not in annexspecies
bxl_2.2,Leontodon microcephalus (Boiss. ex DC.) Boiss.,Leontodon microcephalus (Boiss. ex DC.) Boiss.,not in annexspecies
bxl_2.2,Leontodon siculus (Guss.) Finch & Sell,Leontodon siculus (Guss.) Finch & P.D.Sell,not in annexspecies
bxl_2.2,Leuzea longifolia Hoffmanns. & Link,Leuzea longifolia Hoffmgg. & Link,not in annexspecies
bxl_2.2,Ligularia sibirica (L.) Cass.,Ligularia sibirica Cass.,not in annexspecies
bxl_2.2,Palaeocyanus crassifolius (Bertoloni) Dostal,Palaeocyanus crassifolius (Bertol.) Dostal,not in annexspecies
bxl_2.2,Picris willkommii (Schultz Bip.) Nyman,Picris willkommii Nyman,not in annexspecies
bxl_2.2,Santolina elegans Boiss. ex DC.,Santolina elegans Boiss. ex DC.,not in annexspecies
bxl_2.2,Santolina impressa Hoffmanns & Link,Santolina impressa Hoffmanns. & Link,not in annexspecies
bxl_2.2,Santolina semidentata Hoffmanns. & Link,Santolina semidentata Hoffmanns. & Link,not in annexspecies
bxl_2.2,Saussurea alpina subsp. esthonica (Baer ex Rupr) Kupffer,Saussurea alpina subsp. esthonica (Baer ex Rupr.) Kupffer,not in annexspecies
bxl_2.2,Senecio caespitosus Brot.,Senecio caespitosus Brot.,not in annexspecies
bxl_2.2,Senecio elodes Boiss. ex DC.,Senecio elodes Boiss. ex DC.,not in annexspecies
bxl_2.2,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,Senecio lagascanus subsp. lusitanicus (P.Cout.) A.R.Pinto da Silva,not in annexspecies
bxl_2.2,Senecio nevadensis Boiss. & Reuter,Senecio nevadensis Boiss. & Reut.,not in annexspecies
bxl_2.2,Serratula lycopifolia (Vill.) A.Kern,Serratula lycopifolia (Vill.) A.Kerner,not in annexspecies
bxl_2.2,Serratula tanaitica P. Smirn.,Serratula tanaitica Smirn.,not in annexspecies
bxl_2.2,Sonchus erzincanicus Matthews,Sonchus erzincanicus V.A.Matthews,not in annexspecies
bxl_2.2,Tephroseris longifolia (Jacq.) Griseb et Schenk subsp. moravica,Tephroseris longifolia subsp. moravica J.Holub,not in annexspecies
bxl_2.2,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,Wagenitzia lancifolia (Spreng.) Dostal,not in annexspecies
bxl_2.2,Calystegia soldanella L.,Calystegia soldanella L.,not in annexspecies
bxl_2.2,Convolvulus fernandesii Pinto da Silva & Teles,Convolvulus fernandesii P.Silva & Teles,not in annexspecies
bxl_2.2,Sempervivum funckii var. aqualiense,Sempervivum funcki var. aqualiense E.Morren,not in annexspecies
bxl_2.2,Alyssum akamasicum B.L.Burtt,Alyssum akamasicum B.L.Burtt,not in annexspecies
bxl_2.2,Alyssum pyrenaicum Lapeyr.,Alyssum pyrenaicum Lapeyr.,not in annexspecies
bxl_2.2,Arabis kennedyae Meikle,Arabis kennedyae Meikle,not in annexspecies
bxl_2.2,Arabis sadina (Samp.) P.Cout.,Arabis sadina Cout.,not in annexspecies
bxl_2.2,Arabis scopoliana Boiss,Arabis scopoliana Boiss.,not in annexspecies
bxl_2.2,Armoracia macrocarpa (Waldst. & Kit.) Kit. ex Baumg.,Armoracia macrocarpa Baumg.,not in annexspecies
bxl_2.2,Aurinia uechtritziana (Bornm.) Cullen et T. R. Dudley,Aurinia uechtritziana (Bornm.) Cullen & T.R.Dudley,not in annexspecies
bxl_2.2,Biscutella neustriaca Bonnet,Biscutella neustriaca Bonnet,not in annexspecies
bxl_2.2,Biscutella vincentina (Samp.) Rothm.,Biscutella vincentina (Samp.) Rothm.,not in annexspecies
bxl_2.2,Boleum asperum (Pers.) Desvaux,Boleum asperum (Pers.) Desv.,not in annexspecies
bxl_2.2,Brassica glabrescens Poldini,Brassica glabrescens Poldini,not in annexspecies
bxl_2.2,Brassica hilarionis Post,Brassica hilarionis Post,not in annexspecies
bxl_2.2,Brassica insularis Moris,Brassica insularis Moris,not in annexspecies
bxl_2.2,Brassica macrocarpa Guss.,Brassica macrocarpa Guss.,not in annexspecies
bxl_2.2,Brassica sylvestris (.) Mill. subsp. taurica Tzvel.,Brassica sylvestris subsp. taurica Tzvelev,not in annexspecies
bxl_2.2,Braya linearis Rouy,Braya linearis Rouy,not in annexspecies
bxl_2.2,Cochlearia polonica E. Frohlich,Cochlearia polonica E.Fröhl.,not in annexspecies
bxl_2.2,Cochlearia tatrae Borbas,Cochlearia tatrae Borbás,not in annexspecies
bxl_2.2,Coincya rupestris Rouy,Coincya rupestris Rouy,not in annexspecies
bxl_2.2,Coronopus navasii Pau,Coronopus navasii Pau,not in annexspecies
bxl_2.2,Crambe koktebelica (Junge) N. Busch.,Crambe koktebelica Busch,not in annexspecies
bxl_2.2,Crambe tataria Sebeok,Crambe tataria Sebeók,not in annexspecies
bxl_2.2,Diplotaxis vicentina (P. Cout.) Rothm.,Diplotaxis vicentina (Welw. ex Samp.) Rothm.,not in annexspecies
bxl_2.2,Draba aizoides L.,Draba aizoides L.,not in annexspecies
bxl_2.2,Draba cacuminum Elis Ekman,Draba cacuminum E.Ekman,not in annexspecies
bxl_2.2,Draba cinerea Adams,Draba cinerea Adams,not in annexspecies
bxl_2.2,Draba dorneri Heuffel.,Draba dorneri Heuff.,not in annexspecies
bxl_2.2,Erysimum pieninicum (Zapal.) Pawl.,Erysimum pieninicum (Zapal.) Pawl.,not in annexspecies
bxl_2.2,Iberis arbuscula Runemark,Iberis arbuscula Runem.,not in annexspecies
bxl_2.2,Iberis procumbens Lange subsp. microcarpa Franco & Pinto da Silva,Iberis procumbens subsp. microcarpa Franco & P.Silva,not in annexspecies
bxl_2.2,Jonopsidium acaule (Desf.) Reichenb.,Jonopsidium acaule (Desf.) Rchb.,not in annexspecies
bxl_2.2,Lunaria rediviva L.,Lunaria rediviva L.,not in annexspecies
bxl_2.2,Murbeckiella sousae Rothm.,Murbeckiella sousae Rothm.,not in annexspecies
bxl_2.2,Schivereckia podolica (Besser) Andrz.,Schivereckia podolica (Besser) Andrz.,not in annexspecies
bxl_2.2,Sisymbrium cavanillesianum Valdes & Castroviejo,Sisymbrium cavanillesianum Castrov. & Valdés Berm.,not in annexspecies
bxl_2.2,Sisymbrium confertum Stev.,Sisymbrium confertum Steven,not in annexspecies
bxl_2.2,Thlaspi cariense A.CarlstrÃ©m,Thlaspi cariense Carlström,not in annexspecies
bxl_2.2,Thlaspi jankae A. Kern.,Thlaspi jankae A.Kern.,not in annexspecies
bxl_2.2,Carex holostoma Drejer,Carex holostoma Drejer,not in annexspecies
bxl_2.2,Carex panormitana Guss.,Carex panormitana Guss.,not in annexspecies
bxl_2.2,Carex secalina Willd. ex Wahlenb.,Carex secalina Wahlenb.,not in annexspecies
bxl_2.2,Eleocharis carniolica Koch,Eleocharis carniolica W.D.J.Koch,not in annexspecies
bxl_2.2,Borderea chouardii (Gaussen) Heslot,Borderea chouardii (Gaussen) Gaussen & Heslot,not in annexspecies
bxl_2.2,Dipsacus cephalarioides Mathews & Kupicha,Dipsacus cephalarioides V.A.Matthews & Kupicha,not in annexspecies
bxl_2.2,Aldrovanda vesiculosa L.,Aldrovanda vesiculosa L.,not in annexspecies
bxl_2.2,Elatine gussonei (Sommier) Brullo et al,"Elatine gussonei (Sommier) Brullo, Lanfr., Pavone & Ronsisv.",not in annexspecies
bxl_2.2,Rhododendron luteum Sweet,Rhododendron luteum Sweet,not in annexspecies
bxl_2.2,Vaccinium arctostaphylos L.,Vaccinium arctostaphylos L.,not in annexspecies
bxl_2.2,Euphorbia margalidiana Kuhbier & Lewejohann,Euphorbia margalidiana Kuhbier & Lewej.,not in annexspecies
bxl_2.2,Euphorbia nevadensis Boiss. & Reuter,Euphorbia nevadensis Boiss. & Reut.,not in annexspecies
bxl_2.2,Euphorbia transtagana Boiss.,Euphorbia transtagana Boiss.,not in annexspecies
bxl_2.2,Centaurium rigualii Esteve Chueca,Centaurium rigualii Esteve,not in annexspecies
bxl_2.2,Centaurium somedanum Lainz,Centaurium somedanum M.Laínz,not in annexspecies
bxl_2.2,Gentiana ligustica R. de Vilm & Chopinet,Gentiana ligustica R.de Vilmorin & R.Chopinet,not in annexspecies
bxl_2.2,Gentianella bohemica Skalicky,Gentianella bohemica Skalicky,not in annexspecies
bxl_2.2,Erodium astragaloides Boiss. & Reuter,Erodium astragaloides Boiss. & Reut.,not in annexspecies
bxl_2.2,Erodium paularense Fernandez Gonzalez & Izco,Erodium paularense Fern.Gonz. & J.Izco,not in annexspecies
bxl_2.2,Erodium rupicola Boiss.,Erodium rupicola Boiss.,not in annexspecies
bxl_2.2,Haberlea rhodopensis Friv.,Haberlea rhodopensis Friv.,not in annexspecies
bxl_2.2,Jankaea heldreichii (Boiss.) Boiss.,Jankaea heldreichii Boiss.,not in annexspecies
bxl_2.2,Ramonda serbica Pancic,Ramonda serbica Pancic,not in annexspecies
bxl_2.2,Globularia stygia Orph. ex Boiss.,Globularia stygia Orph. ex Boiss.,not in annexspecies
bxl_2.2,Arctagrostis latifolia (R.Br.) Griseb.,Arctagrostis latifolia Griseb.,not in annexspecies
bxl_2.2,Arctophila fulva (Trin.) N.J. Anderson,Arctophila fulva (Trin.) Andersson,not in annexspecies
bxl_2.2,Avenula hackeli (Henrig.) Holub,Avenula hackelii (Henriq.) Holub,not in annexspecies
bxl_2.2,Bromus bromoideus (Lej.) Crepin,Bromus bromoideus (Lej.) Crép.,not in annexspecies
bxl_2.2,Bromus grossus Desf. ex DC.,Bromus grossus Desf. ex DC. & A.Camus,not in annexspecies
bxl_2.2,Bromus interruptus (Hackel) Druce,Bromus interruptus Druce,not in annexspecies
bxl_2.2,Bromus moesiacus Velen.,Bromus moesiacus Velen.,not in annexspecies
bxl_2.2,Bromus psammophilus P.M.Smith,Bromus psammophilus P.M.Sm.,not in annexspecies
bxl_2.2,Calamagrostis chalybaea (Maest.) Fries,Calamagrostis chalybaea Fries,not in annexspecies
bxl_2.2,Cinna latifolia (Trev.) Griseb.,Cinna latifolia Griseb.,not in annexspecies
bxl_2.2,Coleanthus subtilis (Tratt.) Seidl,Coleanthus subtilis (Tratt.) Seidl,not in annexspecies
bxl_2.2,Eremopoa mardinensis R.Mill,Eremopoa mardinensis R.R.Mill,not in annexspecies
bxl_2.2,Festuca brigantina (Marker,Festuca brigantina (Markgr.-Dann.) Markgr.-Dann.,not in annexspecies
bxl_2.2,Festuca duriotagana Franco & R. Afonso,Festuca duriotagana Franco & M.L.Rocha Afonso,not in annexspecies
bxl_2.2,Festuca elegans Boiss.,Festuca elegans Boiss.,not in annexspecies
bxl_2.2,Festuca henriquesii Hack.,Festuca henriquesii Hack.,not in annexspecies
bxl_2.2,Gaudinia hispanica Stace & Tutin,Gaudinia hispanica Stace & Tutin,not in annexspecies
bxl_2.2,Holcus setiglumis Boiss. & Reuter subsp. duriensis Pinto da Silva,Holcus setiglumis subsp. duriensis P.Silva,not in annexspecies
bxl_2.2,Micropyropsis tuberosa Romero Zarco & Cabezudo,Micropyropsis tuberosa C.Romero-Zarco & B.Cabezudo,not in annexspecies
bxl_2.2,Poa granitica Br. Bl. subsp. disparilis (E. I. Nyarady) E. I. Nyarady,Poa granitica subsp. disparillis Nyár.,not in annexspecies
bxl_2.2,Pseudarrhenatherum pallens (Link) J.Holub,Pseudarrhenatherum pallens (Link) Holub,not in annexspecies
bxl_2.2,Puccinellia phryganodes (Trin.) Scribner Merr.,Puccinellia phryganodes Scribn. & Merr.,not in annexspecies
bxl_2.2,Puccinellia pungens (Pau) Paunero,Puccinellia pungens (Pau) Paunero,not in annexspecies
bxl_2.2,Stipa austroitalica Martinovsky,Stipa austroitalica Martinovský,not in annexspecies
bxl_2.2,Stipa bavarica Martinovsky & H.Schloz,Stipa bavarica Martinovský & H.Scholz,not in annexspecies
bxl_2.2,Stipa danubialis Dihoru & Roman,Stipa danubialis Dihoru & Roman,not in annexspecies
bxl_2.2,Stipa styriaca Martinovsky,Stipa styriaca Martinovský,not in annexspecies
bxl_2.2,Stipa veneta Moraldo,Stipa veneta Moraldo,not in annexspecies
bxl_2.2,Stipa zalesskii Wilensky,Stipa zalesskii Wilensky,not in annexspecies
bxl_2.2,Trisetum subalpestre (Hartman) Neuman,Trisetum subalpestre (Hartm.) Neuman,not in annexspecies
bxl_2.2,Hippuris tetraphylla L. Fil.,Hippuris tetraphylla L.f.,not in annexspecies
bxl_2.2,Hypericum aciferum (Greuter) N.K.B.Robson,Hypericum aciferum (Greuter) N.Robson,not in annexspecies
bxl_2.2,Hypericum salsugineum Robson & Hub,Hypericum salsugineum N.Robson & Hub.-Mor.,not in annexspecies
bxl_2.2,Crocus abantensis T.Baytop & Mathew,Crocus abantensis Baytop & B.Mathew,not in annexspecies
bxl_2.2,Crocus cyprius Boiss. et Kotschy,Crocus cyprius Boiss. & Kotschy,not in annexspecies
bxl_2.2,Crocus etruscus Parl.,Crocus etruscus Parl.,not in annexspecies
bxl_2.2,Crocus hartmannianus Holmboe,Crocus hartmannianus Holmboe,not in annexspecies
bxl_2.2,Crocus robertianus C.D. Brickel,Crocus robertianus C.D.Brickell,not in annexspecies
bxl_2.2,Gladiolus felicis Mirek,Gladiolus felicis Z.Mirek,not in annexspecies
bxl_2.2,Gladiolus palustris Gaud.,Gladiolus palustris Gaudin,not in annexspecies
bxl_2.2,Iris aphylla L. subsp. hungarica Hegi,Iris aphylla subsp. hungarica Hegi,not in annexspecies
bxl_2.2,Iris boissieri Henriq.,Iris boissieri Henriq.,not in annexspecies
bxl_2.2,Juncus valvatus Link,Juncus valvatus Link.,not in annexspecies
bxl_2.2,Luzula arctica Blytt,Luzula arctica Blytt,not in annexspecies
bxl_2.2,Dracocephalum austriacum L.,Dracocephalum austriacum L.,not in annexspecies
bxl_2.2,Dracocephalum ruyschiana L.,Dracocephalum ruyschiana L.,not in annexspecies
bxl_2.2,Micromeria taygetea P.H.Davis,Micromeria taygetea P.H.Davis,not in annexspecies
bxl_2.2,Nepeta dirphya (Boiss.) Heldr. ex Halacsy,Nepeta dirphya (Boiss.) Heldr. ex Halácsy,not in annexspecies
bxl_2.2,Nepeta sphaciotica P.H.Davis,Nepeta sphaciotica P.H.Davis,not in annexspecies
bxl_2.2,Origanum dictamnus L.,Origanum dictamnus L.,not in annexspecies
bxl_2.2,Origanum scabrum Boiss. & Heldr,Origanum scabrum Boiss. & Heldr.,not in annexspecies
bxl_2.2,Phlomis brevibracteata Turril,Phlomis brevibracteata Turrill,not in annexspecies
bxl_2.2,Phlomis cypria Post,Phlomis cypria Post,not in annexspecies
bxl_2.2,Salvia crassifolia Sibth. & Smith,Salvia crassifolia Sm.,not in annexspecies
bxl_2.2,Salvia veneris Hedge,Salvia veneris Hedge,not in annexspecies
bxl_2.2,Sideritis cypria Post,Sideritis cypria Post,not in annexspecies
bxl_2.2,Sideritis incana subsp. glauca (Cav.) Malagarriga,Sideritis incana subsp. glauca (Cav.) Malag.,not in annexspecies
bxl_2.2,Sideritis javalambrensis Pau,Sideritis javalambrensis Pau,not in annexspecies
bxl_2.2,Sideritis serrata Cav. ex Lag.,Sideritis serrata Lag.,not in annexspecies
bxl_2.2,Teucrium charidemi Sandwith,Teucrium charidemi Sandwith,not in annexspecies
bxl_2.2,Teucrium lepicephalum Pau,Teucrium lepicephalum Pau,not in annexspecies
bxl_2.2,Teucrium turredanum Losa & Rivas Goday,Teucrium turredanum Losa Espana & Rivas Goday,not in annexspecies
bxl_2.2,Thymus aznavourii Velen.,Thymus aznavourii Velen.,not in annexspecies
bxl_2.2,Thymus camphoratus Hoffmanns. & Link,Thymus camphoratus Hoffmanns. & Link,not in annexspecies
bxl_2.2,Thymus capitellatus Hoffmanns. & Link,Thymus capitellatus Hoffmanns. & Link,not in annexspecies
bxl_2.2,Thymus carnosus Boiss.,Thymus carnosus Boiss.,not in annexspecies
bxl_2.2,Thymus cephalotos L.,Thymus cephalotos L.,not in annexspecies
bxl_2.2,Thymus villosus L. subsp. villosus L.,Thymus villosus subsp. villosus,not in annexspecies
