annex_code,annex_scientificName,gbif_scientificName,gbif_canonicalName,gbif_accepted_name,kingdom,phylum,order,family,genus
bxl_2.2,Argyranthemum lidii Humphries,Argyranthemum lidii Humphries,Argyranthemum lidii,Argyranthemum lidii Humphries,Plantae,Tracheophyta,Asterales,Asteraceae,Argyranthemum
bxl_2.2,Argyranthemum pinnatifidum (L.F.) Lowe subsp. succulentum (Lowe) Humphries,Argyranthemum pinnatifidum subsp. succulentum (Lowe) Humphries,Argyranthemum pinnatifidum succulentum,Argyranthemum pinnatifidum subsp. succulentum (Lowe) Humphries,Plantae,Tracheophyta,Asterales,Asteraceae,Argyranthemum
bxl_2.2,Argyranthemum thalassophylum (Svent.) Hump.,Argyranthemum thalassophilum (Svent.) Humphries,Argyranthemum thalassophilum,Argyranthemum thalassophilum (Svent.) Humphries,Plantae,Tracheophyta,Asterales,Asteraceae,Argyranthemum
bxl_2.2,Argyranthemum winteri (Svent.) Humphries,Argyranthemum winteri (Svent.) Humphries,Argyranthemum winteri,Argyranthemum winteri (Svent.) Humphries,Plantae,Tracheophyta,Asterales,Asteraceae,Argyranthemum
bxl_2.2,Atractylis arbuscula Svent. & Michaelis,Atractylis arbuscula Svent. & Michaelis,Atractylis arbuscula,Atractylis arbuscula Svent. & Michaelis,Plantae,Tracheophyta,Asterales,Asteraceae,Atractylis
bxl_2.2,Bellis azorica Hochst. ex Seub.,Bellis azorica Hochst. ex Seub.,Bellis azorica,Bellis azorica Hochst. ex Seub.,Plantae,Tracheophyta,Asterales,Asteraceae,Bellis
bxl_2.2,Calendula maderensis DC.,Calendula maderensis DC.,Calendula maderensis,Calendula suffruticosa subsp. maderensis (DC.) Govaerts,Plantae,Tracheophyta,Asterales,Asteraceae,Calendula
bxl_2.2,Cheirolophus durani (Burchard) Holub,Cheirolophus duranii (Burchard) Holub,Cheirolophus duranii,Cheirolophus duranii (Burchard) Holub,Plantae,Tracheophyta,Asterales,Asteraceae,Cheirolophus
bxl_2.2,Cheirolophus ghomerytus (Svent.) Holub,Cheirolophus ghomerythus (Svent.) Holub,Cheirolophus ghomerythus,Cheirolophus ghomerythus (Svent.) Holub,Plantae,Tracheophyta,Asterales,Asteraceae,Cheirolophus
bxl_2.2,Cheirolophus junonianus (Svent.) Holub,Cheirolophus junonianus (Svent.) Holub,Cheirolophus junonianus,Cheirolophus junonianus (Svent.) Holub,Plantae,Tracheophyta,Asterales,Asteraceae,Cheirolophus
bxl_2.2,Cheirolophus massonianus (Lowe) Hansen,Cheirolophus massonianus (Lowe) A.Hansen & Sunding,Cheirolophus massonianus,Cheirolophus massonianus (Lowe) A.Hansen & Sunding,Plantae,Tracheophyta,Asterales,Asteraceae,Cheirolophus
bxl_2.2,Cheirolophus santosabreui Santos,Cheirolophus santos-abreui A.Santos,Cheirolophus santos-abreui,Cheirolophus santos-abreui A.Santos,Plantae,Tracheophyta,Asterales,Asteraceae,Cheirolophus
bxl_2.2,Cheirolophus satarataensis (Svent.) Holub,Cheirolophus satarataensis (Svent.) Holub,Cheirolophus satarataensis,Cheirolophus satarataensis (Svent.) Holub,Plantae,Tracheophyta,Asterales,Asteraceae,Cheirolophus
bxl_2.2,Cheirolophus tagananensis (Svent.) Holub,Cheirolophus tagananensis (Svent.) Holub,Cheirolophus tagananensis,Cheirolophus tagananensis (Svent.) Holub,Plantae,Tracheophyta,Asterales,Asteraceae,Cheirolophus
bxl_2.2,Helichrysum gossypinum Webb,Helichrysum gossypinum Webb,Helichrysum gossypinum,Helichrysum gossypinum Webb,Plantae,Tracheophyta,Asterales,Asteraceae,Helichrysum
bxl_2.2,Helichrysum monogynum B.L. Burth. & Sunding,Helichrysum monogynum B.L.Burtt & Sunding,Helichrysum monogynum,Helichrysum monogynum B.L.Burtt & Sunding,Plantae,Tracheophyta,Asterales,Asteraceae,Helichrysum
bxl_2.2,Helichrysum oligocephala (Svent. & Bzamw.),Helichrysum oligocephalum S.Moore,Helichrysum oligocephalum,Helichrysum oligocephalum S.Moore,Plantae,Tracheophyta,Asterales,Asteraceae,Helichrysum
bxl_2.2,Lactuca watsoniana Trel.,Lactuca watsoniana Trel.,Lactuca watsoniana,Lactuca watsoniana Trel.,Plantae,Tracheophyta,Asterales,Asteraceae,Lactuca
bxl_2.2,Leontodon fili (Hochst. ex Seub.) Paiva & Orm.,Leontodon filii (Hochst. ex Seubert) Paiva & Ormonde,Leontodon filii,Leontodon filii (Hochst. ex Seubert) Paiva & Ormonde,Plantae,Tracheophyta,Asterales,Asteraceae,Leontodon
bxl_2.2,Onopordum nogalesi Svent.,Onopordum nogalesii Svent.,Onopordum nogalesii,Onopordum macracanthum Schousboe,Plantae,Tracheophyta,Asterales,Asteraceae,Onopordum
bxl_2.2,Onopordum carduelinum Bolle,Onopordum carduelinum C.Bolle,Onopordum carduelinum,Onopordum carduelinum C.Bolle,Plantae,Tracheophyta,Asterales,Asteraceae,Onopordum
bxl_2.2,Pericallis malvifolia (Lâ€™HÃ©r) B. Nord.,Pericallis malvifolia (L'Her.) B.Nord.,Pericallis malvifolia,Pericallis malvifolia (L'Her.) B.Nord.,Plantae,Tracheophyta,Asterales,Asteraceae,Pericallis
bxl_2.2,Phagnalon benetti Lowe,Phagnalon bennettii Lowe,Phagnalon bennettii,Phagnalon saxatile subsp. saxatile,Plantae,Tracheophyta,Asterales,Asteraceae,Phagnalon
bxl_2.2,Senecio hermosae Pitard,Senecio hermosae Pit.,Senecio hermosae,Bethencourtia hermosae G.Kunkel,Plantae,Tracheophyta,Asterales,Asteraceae,Bethencourtia
bxl_2.2,Sonchus gandogeri Pitard,Sonchus gandogeri Pit.,Sonchus gandogeri,Sonchus gandogeri Pit.,Plantae,Tracheophyta,Asterales,Asteraceae,Sonchus
bxl_2.2,Stemmacantha cynaroides (Chr. Son. in Buch) Ditt,Stemmacantha cynaroides (C.Smith) M.Dittrich,Stemmacantha cynaroides,Rhaponticum canariense DC.,Plantae,Tracheophyta,Asterales,Asteraceae,Rhaponticum
bxl_2.2,Tanacetum oâ€™shanahanii Febles. Marrero et Suarez,Tanacetum L.,Tanacetum,Tanacetum L.,Plantae,Tracheophyta,Asterales,Asteraceae,Tanacetum
bxl_2.2,Tolpis glabrescens Kammer,Tolpis glabrescens F.Kämmer,Tolpis glabrescens,Tolpis glabrescens F.Kämmer,Plantae,Tracheophyta,Asterales,Asteraceae,Tolpis
bxl_2.2,Convolvulus massoni A. Dietr.,Convolvulus massonii A.Dietr.,Convolvulus massonii,Convolvulus massonii A.Dietr.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Convolvulus
bxl_2.2,Pharbitis preauxii Webb,Pharbitis preauxii Webb & Berthel.,Pharbitis preauxii,Pharbitis preauxii Webb & Berthel.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Ipomoea
bxl_2.2,Aeonium balsamiferum Webb et Berth.,Aeonium balsamiferum Webb & Berthel.,Aeonium balsamiferum,Aeonium balsamiferum Webb & Berthel.,Plantae,Tracheophyta,Saxifragales,Crassulaceae,Aeonium
bxl_2.2,Aeonium saundersii Bolle,Aeonium saundersii Bolle,Aeonium saundersii,Aeonium saundersii Bolle,Plantae,Tracheophyta,Saxifragales,Crassulaceae,Aeonium
bxl_2.2,Monanthes wildpretii Banares & Scholz,Monanthes wildpretii Bañares & S.Scholz,Monanthes wildpretii,Monanthes wildpretii Bañares & S.Scholz,Plantae,Tracheophyta,Saxifragales,Crassulaceae,Monanthes
bxl_2.2,Crambe arborea Webb ex Christ,Crambe arborea Webb ex Christ,Crambe arborea,Crambe arborea Webb ex Christ,Plantae,Tracheophyta,Brassicales,Brassicaceae,Crambe
bxl_2.2,Crambe laevigata DC. ex Christ,Crambe laevigata DC. ex Christ,Crambe laevigata,Crambe laevigata DC. ex Christ,Plantae,Tracheophyta,Brassicales,Brassicaceae,Crambe
bxl_2.2,Crambe scoparia Svent.,Crambe scoparia Svent.,Crambe scoparia,Crambe scoparia Svent.,Plantae,Tracheophyta,Brassicales,Brassicaceae,Crambe
bxl_2.2,Crambe sventeni R.Petters ex Bramwell & Sund.,Crambe sventenii Pettersson ex Bramwell & Sunding,Crambe sventenii,Crambe sventenii Pettersson ex Bramwell & Sunding,Plantae,Tracheophyta,Brassicales,Brassicaceae,Crambe
bxl_2.2,Scabiosa nitens Roemer & J. A.Schultes,Scabiosa nitens Roem. & Schult.,Scabiosa nitens,Scabiosa nitens Roem. & Schult.,Plantae,Tracheophyta,Dipsacales,Caprifoliaceae,Scabiosa
bxl_2.2,Daboecia azorica Tutin & Warb.,Daboecia azorica Tutin & E.F.Warburg,Daboecia azorica,Daboecia cantabrica subsp. azorica (Tutin & E.F.Warb.) D.C.McClint.,Plantae,Tracheophyta,Ericales,Ericaceae,Daboecia
bxl_2.2,Erica scoparia L. subsp. azorica (Hochst.) D.A. Webb,Erica scoparia subsp. azorica (Hochst. ex Seub.) D.A.Webb,Erica scoparia azorica,Erica azorica Hochst. ex Seub.,Plantae,Tracheophyta,Ericales,Ericaceae,Erica
bxl_2.2,Euphorbia bourgaeana Gay ex Boiss.,Euphorbia bourgaeana J.Gay ex Boiss.,Euphorbia bourgaeana,Euphorbia bourgaeana J.Gay ex Boiss.,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Euphorbia
bxl_2.2,Euphorbia handiensis Burchard,Euphorbia handiensis Burchard,Euphorbia handiensis,Euphorbia handiensis Burchard,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Euphorbia
bxl_2.2,Euphorbia lambii Svent.,Euphorbia lambii Svent.,Euphorbia lambii,Euphorbia bourgaeana J.Gay ex Boiss.,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Euphorbia
bxl_2.2,Euphorbia stygiana H.C. Watson,Euphorbia stygiana H.C.Watson,Euphorbia stygiana,Euphorbia stygiana H.C.Watson,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Euphorbia
bxl_2.2,Geranium maderense P.F. Yeo,Geranium maderense Yeo,Geranium maderense,Geranium maderense Yeo,Plantae,Tracheophyta,Geraniales,Geraniaceae,Geranium
bxl_2.2,Agrostis gracililaxa Franco,Agrostis gracililaxa Franco,Agrostis gracililaxa,Agrostis gracililaxa Franco,Plantae,Tracheophyta,Poales,Poaceae,Agrostis
bxl_2.2,Deschampsia maderensis (Haeck. & Born.),Deschampsia maderensis (Hack. & Bornm.) Buschm.,Deschampsia maderensis,Avenella flexuosa subsp. maderensis (Hack. & Bornm.) Veldkamp,Plantae,Tracheophyta,Poales,Poaceae,Avenella
bxl_2.2,Phalaris maderensis (Menezes) Menezes,Phalaris maderensis Menezes,Phalaris maderensis,Phalaris maderensis Menezes,Plantae,Tracheophyta,Poales,Poaceae,Phalaris
bxl_2.2,Globularia ascani D. Bramwell & Kunkel,Globularia ascanii Bramwell & G.Kunkel,Globularia ascanii,Globularia ascanii Bramwell & G.Kunkel,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Globularia
bxl_2.2,Globularia sarcophylla Svent.,Globularia sarcophylla Svent.,Globularia sarcophylla,Globularia sarcophylla Svent.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Globularia
bxl_2.2,Micromeria glomerata P. PÃ©rez,Micromeria glomerata Perez de Paz,Micromeria glomerata,Micromeria glomerata Perez de Paz,Plantae,Tracheophyta,Lamiales,Lamiaceae,Micromeria
bxl_2.2,Salvia herbanica Santos et Fernandez,Salvia herbanica A.Santos & M.Fernández,Salvia herbanica,"Pleudia herbanica (A.Santos & M.Fernández) M.Will, N.Schmalz & Class.-Bockh.",Plantae,Tracheophyta,Lamiales,Lamiaceae,Pleudia
bxl_2.2,Sideritis cystosiphon Sven.,Sideritis cystosiphon Svent.,Sideritis cystosiphon,Sideritis cystosiphon Svent.,Plantae,Tracheophyta,Lamiales,Lamiaceae,Sideritis
bxl_2.2,Sideritis discolor (Webb ex de Noe) Bolle,Sideritis discolor Willd. ex Bolle,Sideritis discolor,Sideritis discolor Willd. ex Bolle,Plantae,Tracheophyta,Lamiales,Lamiaceae,Sideritis
bxl_2.2,Sideritis infernalis Bolle,Sideritis infernalis Bolle,Sideritis infernalis,Sideritis infernalis Bolle,Plantae,Tracheophyta,Lamiales,Lamiaceae,Sideritis
bxl_2.2,Sideritis marmorea Bolle,Sideritis marmorea Bolle,Sideritis marmorea,Sideritis marmorea Bolle,Plantae,Tracheophyta,Lamiales,Lamiaceae,Sideritis
bxl_2.2,Adenocarpus ombriosus Ceb. & Ort.,Adenocarpus ombriosus Ceball. & Ortuno,Adenocarpus ombriosus,Adenocarpus ombriosus Ceball. & Ortuno,Plantae,Tracheophyta,Fabales,Fabaceae,Adenocarpus
bxl_2.2,Anagyris latifolia Brouss. ex Willd.,Anagyris latifolia Brouss. ex Willd.,Anagyris latifolia,Anagyris latifolia Brouss. ex Willd.,Plantae,Tracheophyta,Fabales,Fabaceae,Anagyris
bxl_2.2,Anthyllis lemanniana Lowe,Anthyllis lemanniana Lowe,Anthyllis lemanniana,Anthyllis lemanniana Lowe,Plantae,Tracheophyta,Fabales,Fabaceae,Anthyllis
bxl_2.2,Genista benehoavensis (Bolle ex Svent.) Del Arco,Genista benehoavensis (Bolle) del Arco,Genista benehoavensis,Cytisus benehoavensis (Bolle) Svent.,Plantae,Tracheophyta,Fabales,Fabaceae,Cytisus
bxl_2.2,Lotus azoricus P.W.Ball,Lotus azoricus P.W.Ball,Lotus azoricus,Lotus azoricus P.W.Ball,Plantae,Tracheophyta,Fabales,Fabaceae,Lotus
bxl_2.2,Lotus eremiticus Santos,Lotus eremiticus A.Santos,Lotus eremiticus,Lotus eremiticus A.Santos,Plantae,Tracheophyta,Fabales,Fabaceae,Lotus
bxl_2.2,Lotus kunkeli (E. Chueca) D. Bramwell & al.,Lotus kunkelii (Esteve) Bramwell & D.H.Davis,Lotus kunkelii,Lotus kunkelii (Esteve) Bramwell & D.H.Davis,Plantae,Tracheophyta,Fabales,Fabaceae,Lotus
bxl_2.2,Lotus maculatus Breitfeld,Lotus maculatus Breitf.,Lotus maculatus,Lotus maculatus Breitf.,Plantae,Tracheophyta,Fabales,Fabaceae,Lotus
bxl_2.2,Lotus pyranthus P. Perez,Lotus pyranthus P.Pérez,Lotus pyranthus,Lotus pyranthus P.Pérez,Plantae,Tracheophyta,Fabales,Fabaceae,Lotus
bxl_2.2,Teline nervosa (Esteve) A. Hansen et Sund.,Teline nervosa (Esteve) A.Hansen & Sunding,Teline nervosa,Rivasgodaya nervosa Esteve Chueca,Plantae,Tracheophyta,Fabales,Fabaceae,Genista
bxl_2.2,Teline rosmarinifolia Webb & Berthel.,Teline rosmarinifolia Webb & Berthel.,Teline rosmarinifolia,Genista linifolia L.,Plantae,Tracheophyta,Fabales,Fabaceae,Genista
bxl_2.2,Teline salsoloides Arco & Acebes.,Teline salsoloides Arco & Acebes,Teline salsoloides,Teline salsoloides Arco & Acebes,Plantae,Tracheophyta,Fabales,Fabaceae,Teline
bxl_2.2,Vicia dennesiana H.C. Watson,Vicia dennesiana H.C.Watson,Vicia dennesiana,Vicia dennesiana H.C.Watson,Plantae,Tracheophyta,Fabales,Fabaceae,Vicia
bxl_2.2,Androcymbium psammophilum Svent.,Androcymbium psammophilum Svent.,Androcymbium psammophilum,Androcymbium psammophilum Svent.,Plantae,Tracheophyta,Liliales,Colchicaceae,Androcymbium
bxl_2.2,Semele maderensis Costa,Semele maderensis J.G.Costa,Semele maderensis,Semele menezesii Costa,Plantae,Tracheophyta,Asparagales,Asparagaceae,Semele
bxl_2.2,Smilax divaricata Sol. ex Wats.,Smilax divaricata Sol. ex H.C.Watson,Smilax divaricata,Smilax azorica H.Schaef. & P.Schönfelder,Plantae,Tracheophyta,Liliales,Smilacaceae,Smilax
bxl_2.2,Arceuthobium azoricum Wiens & Hawksw,Arceuthobium azoricum Wiens & Hawksw.,Arceuthobium azoricum,Arceuthobium azoricum Wiens & Hawksw.,Plantae,Tracheophyta,Santalales,Santalaceae,Arceuthobium
bxl_2.2,Jasminum azoricum L.,Jasminum azoricum L.,Jasminum azoricum,Jasminum azoricum L.,Plantae,Tracheophyta,Lamiales,Oleaceae,Jasminum
bxl_2.2,Picconia azorica (Tutin) Knobl.,Picconia azorica (Tutin) Knobl.,Picconia azorica,Picconia azorica (Tutin) Knobl.,Plantae,Tracheophyta,Lamiales,Oleaceae,Picconia
bxl_2.2,Goodyera macrophylla Lowe,Goodyera macrophylla Lowe,Goodyera macrophylla,Goodyera macrophylla Lowe,Plantae,Tracheophyta,Asparagales,Orchidaceae,Goodyera
bxl_2.2,Orchis scopulorum Summerh.,Orchis scopulorum Summerh.,Orchis scopulorum,"Orchis mascula subsp. scopulorum (Summerh.) H.Sund. ex H.Kretzschmar, Eccarius & H.Dietr.",Plantae,Tracheophyta,Asparagales,Orchidaceae,Orchis
bxl_2.2,Pittosporum coriaceum Dryand. ex Ait.,Pittosporum coriaceum Dryand. ex Ait.,Pittosporum coriaceum,Pittosporum coriaceum Dryand. ex Ait.,Plantae,Tracheophyta,Apiales,Pittosporaceae,Pittosporum
bxl_2.2,Plantago famarae Svent.,Plantago famarae Svent.,Plantago famarae,Plantago famarae Svent.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Plantago
bxl_2.2,Limonium arborescens (Brouss.) Kuntze,Limonium arborescens (Brouss.) O.Kuntze,Limonium arborescens,"Limonium arboreum (Willd.) Erben, A.Santos & Reyes-Bet.",Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
bxl_2.2,Limonium dendroides Svent.,Limonium dendroides Svent.,Limonium dendroides,Limonium dendroides Svent.,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
bxl_2.2,Limonium fruticans (Webb) O. Kuntze,Limonium fruticans (Webb) O.Kuntze,Limonium fruticans,"Limonium frutescens (Lem.) Erben, A.Santos & Reyes-Bet.",Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
bxl_2.2,Limonium perezii (Stapf) Hubb.,Limonium perezii (Stapf) F.T.Hubb.,Limonium perezii,Limonium perezii Hubbard ex L.H.Bailey,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
bxl_2.2,Limonium preauxii (Webb et Berth.) O. Kuntze,Limonium preauxii Kuntze,Limonium preauxii,Limonium preauxii Kuntze,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
bxl_2.2,Limonium spectabile (Svent.) Kunkel & Sunding,Limonium spectabile (Svent.) G.Kunkel & Sunding,Limonium spectabile,Limonium spectabile (Svent.) G.Kunkel & Sunding,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
bxl_2.2,Limonium spectabile (Svent.) Kunkel & Sunding,Limonium spectabile (Svent.) G.Kunkel & Sunding,Limonium spectabile,Limonium spectabile (Svent.) G.Kunkel & Sunding,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
bxl_2.2,Limonium sventeni Santos & Fernandez Galvan,Limonium sventenii A.Santos & M.Fernández,Limonium sventenii,Limonium sventenii A.Santos & M.Fernández,Plantae,Tracheophyta,Caryophyllales,Plumbaginaceae,Limonium
bxl_2.2,Rumex azoricus Rech. fil.,Rumex azoricus Rech.f.,Rumex azoricus,Rumex azoricus Rech.f.,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Rumex
bxl_2.2,Frangula azorica Tutin,Frangula azorica Tutin,Frangula azorica,Frangula azorica Tutin,Plantae,Tracheophyta,Rosales,Rhamnaceae,Frangula
bxl_2.2,Bencomia brachystachya Svent,Bencomia brachystachya Svent.,Bencomia brachystachya,Bencomia brachystachya Svent.,Plantae,Tracheophyta,Rosales,Rosaceae,Bencomia
bxl_2.2,Bencomia exstipulata Svent.,Bencomia exstipulata Svent.,Bencomia exstipulata,Bencomia exstipulata Svent.,Plantae,Tracheophyta,Rosales,Rosaceae,Bencomia
bxl_2.2,Bencomia sphaerocarpa Svent.,Bencomia sphaerocarpa Svent.,Bencomia sphaerocarpa,Bencomia sphaerocarpa Svent.,Plantae,Tracheophyta,Rosales,Rosaceae,Bencomia
bxl_2.2,Chamaemeles coriacea Lindl.,Chamaemeles coriacea Lindl.,Chamaemeles coriacea,Chamaemeles coriacea Lindl.,Plantae,Tracheophyta,Rosales,Rosaceae,Chamaemeles
bxl_2.2,Marcetella maderensis (Born.) Svent.,Marcetella maderensis (Bornm.) Svent.,Marcetella maderensis,Marcetella maderensis (Bornm.) Svent.,Plantae,Tracheophyta,Rosales,Rosaceae,Marcetella
bxl_2.2,Prunus lusitanica L. subsp. azorica (Mouillef.) Franco,Prunus lusitanica subsp. azorica (Mouillefert) Franco,Prunus lusitanica azorica,"Prunus azorica (Mouill.) Rivas Mart., Lousã, Fern.Prieto, E.Días, J.C.Costa & C.Aguiar",Plantae,Tracheophyta,Rosales,Rosaceae,Prunus
bxl_2.2,Ruta microcarpa Svent.,Ruta microcarpa Svent.,Ruta microcarpa,Ruta microcarpa Svent.,Plantae,Tracheophyta,Sapindales,Rutaceae,Ruta
bxl_2.2,Kunkeliella canariensis Stearn,Kunkeliella canariensis Stearn,Kunkeliella canariensis,Thesium canariensis (Stearn) J.C.Manning & F.Forest,Plantae,Tracheophyta,Santalales,Santalaceae,Thesium
bxl_2.2,Kunkeliella psilotoclada (Svent.) Stearn,Kunkeliella psilotoclada (Svent.) Stearn,Kunkeliella psilotoclada,Thesium psilotocladum Svent.,Plantae,Tracheophyta,Santalales,Santalaceae,Thesium
bxl_2.2,Kunkeliella subsucculenta Kammer,Kunkeliella subsucculenta Kammer,Kunkeliella subsucculenta,Thesium subsucculentum (Kämmer) J.C.Manning & F.Forest,Plantae,Tracheophyta,Santalales,Santalaceae,Thesium
bxl_2.2,Sideroxylon marmulano Banks ex Lowe,Sideroxylon marmulano Lowe,Sideroxylon marmulano,Sideroxylon mirmulans R.Br.,Plantae,Tracheophyta,Ericales,Sapotaceae,Sideroxylon
bxl_2.2,Euphrasia azorica Wats,Euphrasia azorica H.C.Watson,Euphrasia azorica,Euphrasia azorica H.C.Watson,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Euphrasia
bxl_2.2,Odontites holliana (Lowe) Benth.,Odontites hollianus Benth.,Odontites hollianus,Odontites hollianus Benth.,Plantae,Tracheophyta,Lamiales,Orobanchaceae,Odontites
bxl_2.2,Sibthorpia peregrina L.,Sibthorpia peregrina L.,Sibthorpia peregrina,Sibthorpia peregrina L.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Sibthorpia
bxl_2.2,Globularia ascani D.Bramwell & Kunkel,Globularia ascanii Bramwell & G.Kunkel,Globularia ascanii,Globularia ascanii Bramwell & G.Kunkel,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Globularia
bxl_2.2,Globularia sarcophylla Svent.,Globularia sarcophylla Svent.,Globularia sarcophylla,Globularia sarcophylla Svent.,Plantae,Tracheophyta,Lamiales,Plantaginaceae,Globularia
bxl_2.2,Solanum lidii Sunding,Solanum lidii Sunding,Solanum lidii,Solanum lidii Sunding,Plantae,Tracheophyta,Solanales,Solanaceae,Solanum
bxl_2.2,Ammi trifoliatum (H.C. Watson) Trelease,Ammi trifoliatum Trel.,Ammi trifoliatum,Ammi trifoliatum Trel.,Plantae,Tracheophyta,Apiales,Apiaceae,Ammi
bxl_2.2,Bunium brevifolium Lowe,Bunium brevifolium Lowe,Bunium brevifolium,Bunium brevifolium Lowe,Plantae,Tracheophyta,Apiales,Apiaceae,Bunium
bxl_2.2,Bupleurum handiense (Bolle) Kunkel,Bupleurum handiense (Bolle) G.Kunkel,Bupleurum handiense,Bupleurum handiense (Bolle) G.Kunkel,Plantae,Tracheophyta,Apiales,Apiaceae,Bupleurum
bxl_2.2,Chaerophyllum azoricum Trelease,Chaerophyllum azoricum Trel.,Chaerophyllum azoricum,Chaerophyllum azoricum Trel.,Plantae,Tracheophyta,Apiales,Apiaceae,Chaerophyllum
bxl_2.2,Ferula latipinna Santos,Ferula latipinna A.Santos,Ferula latipinna,Ferula latipinna A.Santos,Plantae,Tracheophyta,Apiales,Apiaceae,Ferula
bxl_2.2,Monizia edulis Lowe,Monizia edulis Lowe,Monizia edulis,"Daucus edulis (Lowe) Wojew., Reduron, Banasiak & Spalik",Plantae,Tracheophyta,Apiales,Apiaceae,Daucus
bxl_2.2,Oenanthe divaricata (R.Br.) Mabb.,Oenanthe divaricata (R.Br.) D.J.Mabberley,Oenanthe divaricata,Oenanthe pteridifolia Lowe,Plantae,Tracheophyta,Apiales,Apiaceae,Oenanthe
bxl_2.2,Sanicula azorica Guthnick ex Seub.,Sanicula azorica Guthnick ex Seub.,Sanicula azorica,Sanicula azorica Guthnick ex Seub.,Plantae,Tracheophyta,Apiales,Apiaceae,Sanicula
bxl_2.2,Viola paradoxa Lowe,Viola paradoxa Lowe,Viola paradoxa,Viola paradoxa Lowe,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola
bxl_2.2,Viola paradoxa Lowe,Viola paradoxa Lowe,Viola paradoxa,Viola paradoxa Lowe,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola
bxl_2.3,Melolontha melolontha,"Melolontha melolontha (Linnaeus, 1758)",Melolontha melolontha,"Melolontha melolontha (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Melolonthidae,Melolontha
bxl_2.3,Formica polyctena,"Formica polyctena Foerster, 1850",Formica polyctena,"Formica polyctena Foerster, 1850",Animalia,Arthropoda,Hymenoptera,Formicidae,Formica
bxl_2.3,Aglais urticae,"Aglais urticae (Linnaeus, 1758)",Aglais urticae,"Aglais urticae (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Nymphalidae,Aglais
bxl_2.3,Anthocharis cardamines,"Anthocharis cardamines (Linnaeus, 1758)",Anthocharis cardamines,"Anthocharis cardamines (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Pieridae,Anthocharis
bxl_2.3,Aphantopus hyperantus,"Aphantopus hyperantus (Linnaeus, 1758)",Aphantopus hyperantus,"Aphantopus hyperantus (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Nymphalidae,Aphantopus
bxl_2.3,Apatura iris,"Apatura iris (Linnaeus, 1758)",Apatura iris,"Apatura iris (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Nymphalidae,Apatura
bxl_2.3,Araschnia levana,"Araschnia levana (Linnaeus, 1758)",Araschnia levana,"Araschnia levana (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Nymphalidae,Araschnia
bxl_2.3,Cacyreus marshalli,"Cacyreus marshalli Butler, 1898",Cacyreus marshalli,"Cacyreus marshalli Butler, 1898",Animalia,Arthropoda,Lepidoptera,Lycaenidae,Cacyreus
bxl_2.3,Celastrina argiolus,"Celastrina argiolus (Linnaeus, 1758)",Celastrina argiolus,"Celastrina argiolus (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Lycaenidae,Celastrina
bxl_2.3,Coenonympha pamphilus,"Coenonympha pamphilus (Linnaeus, 1758)",Coenonympha pamphilus,"Coenonympha pamphilus (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Nymphalidae,Coenonympha
bxl_2.3,Colias croceus,"Colias croceus (Fourcroy, 1785)",Colias croceus,"Colias croceus (Fourcroy, 1785)",Animalia,Arthropoda,Lepidoptera,Pieridae,Colias
bxl_2.3,Colias hyale,"Colias hyale (Linnaeus, 1758)",Colias hyale,"Colias hyale (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Pieridae,Colias
bxl_2.3,Gonepteryx rhamni,"Gonepteryx rhamni (Linnaeus, 1758)",Gonepteryx rhamni,"Gonepteryx rhamni (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Pieridae,Gonepteryx
