annex_code,annex_scientificName,gbif_scientificName,gbif_canonicalName,gbif_accepted_name,kingdom,phylum,order,family,genus
bxl_2.2,Cordulegaster heros,"Cordulegaster heros Theischinger, 1979",Cordulegaster heros,"Cordulegaster heros Theischinger, 1979",Animalia,Arthropoda,Odonata,Cordulegastridae,Cordulegaster
bxl_2.2,Cordulegaster trinacriae,"Cordulegaster trinacriae Waterston, 1976",Cordulegaster trinacriae,"Cordulegaster trinacriae Waterston, 1976",Animalia,Arthropoda,Odonata,Cordulegastridae,Cordulegaster
bxl_2.2,Gomphus graslinii,"Gomphus graslinii Rambur, 1842",Gomphus graslinii,"Gomphus graslinii Rambur, 1842",Animalia,Arthropoda,Odonata,Gomphidae,Gomphus
bxl_2.2,Leucorrhinia albifrons,"Leucorrhinia albifrons Burmeister, 1839",Leucorrhinia albifrons,"Leucorrhinia albifrons Burmeister, 1839",Animalia,Arthropoda,Odonata,Libellulidae,Leucorrhinia
bxl_2.2,Leucorrhinia caudalis,"Leucorrhinia caudalis Charpentier, 1840",Leucorrhinia caudalis,"Leucorrhinia caudalis Charpentier, 1840",Animalia,Arthropoda,Odonata,Libellulidae,Leucorrhinia
bxl_2.2,Leucorrhinia pectoralis,"Leucorrhinia pectoralis Charpentier, 1825",Leucorrhinia pectoralis,"Leucorrhinia pectoralis Charpentier, 1825",Animalia,Arthropoda,Odonata,Libellulidae,Leucorrhinia
bxl_2.2,Lindenia tetraphylla,"Lindenia tetraphylla Vander Linden, 1825",Lindenia tetraphylla,"Lindenia tetraphylla Vander Linden, 1825",Animalia,Arthropoda,Odonata,Gomphidae,Lindenia
bxl_2.2,Macromia splendens,"Macromia splendens Pictet, 1843",Macromia splendens,"Macromia splendens Pictet, 1843",Animalia,Arthropoda,Odonata,Corduliidae,Macromia
bxl_2.2,Ophiogomphus cecilia,"Ophiogomphus cecilia Fourcroy, 1785",Ophiogomphus cecilia,"Ophiogomphus cecilia Fourcroy, 1785",Animalia,Arthropoda,Odonata,Gomphidae,Ophiogomphus
bxl_2.2,Oxygastra curtisii,"Oxygastra curtisii Dale, 1834",Oxygastra curtisii,"Oxygastra curtisii Dale, 1834",Animalia,Arthropoda,Odonata,Corduliidae,Oxygastra
bxl_2.2,Stylurus flavipes,"Stylurus flavipes Charpentier, 1825",Stylurus flavipes,"Stylurus flavipes Charpentier, 1825",Animalia,Arthropoda,Odonata,Gomphidae,Stylurus
bxl_2.2,Sympecma braueri,"Sympecma braueri Yakobson & Bianki, 1904",Sympecma braueri,"Sympecma paedisca Brauer, 1877",Animalia,Arthropoda,Odonata,Lestidae,Sympecma
bxl_2.2,Baetica ustulata,"Baetica ustulata (Rambur, 1838)",Baetica ustulata,"Baetica ustulata (Rambur, 1838)",Animalia,Arthropoda,Orthoptera,Tettigoniidae,Baetica
bxl_2.2,Brachytrupes megacephalus,"Brachytrupes megacephalus (Lefebvre, 1827)",Brachytrupes megacephalus,"Brachytrupes megacephalus (Lefebvre, 1827)",Animalia,Arthropoda,Orthoptera,Gryllidae,Brachytrupes
bxl_2.2,Isophya costata,"Isophya costata Brunner von Wattenwyl, 1878",Isophya costata,"Isophya costata Brunner von Wattenwyl, 1878",Animalia,Arthropoda,Orthoptera,Tettigoniidae,Isophya
bxl_2.2,Isophya harzi,"Isophya harzi Kis, 1960",Isophya harzi,"Isophya harzi Kis, 1960",Animalia,Arthropoda,Orthoptera,Tettigoniidae,Isophya
bxl_2.2,Isophya stysi,"Isophya stysi Cejchan, 1957",Isophya stysi,"Isophya stysi Cejchan, 1957",Animalia,Arthropoda,Orthoptera,Tettigoniidae,Isophya
bxl_2.2,Odontopodisma rubripes,"Odontopodisma rubripes (Ramme, 1931)",Odontopodisma rubripes,"Odontopodisma rubripes (Ramme, 1931)",Animalia,Arthropoda,Orthoptera,Acrididae,Odontopodisma
bxl_2.2,Paracaloptenus caloptenoides,"Paracaloptenus caloptenoides (Brunner von Wattenwyl, 1861)",Paracaloptenus caloptenoides,"Paracaloptenus caloptenoides (Brunner von Wattenwyl, 1861)",Animalia,Arthropoda,Orthoptera,Acrididae,Paracaloptenus
bxl_2.2,Pholidoptera transsylvanica,"Pholidoptera transsylvanica (Fischer, 1853)",Pholidoptera transsylvanica,"Pholidoptera transsylvanica (Fischer, 1853)",Animalia,Arthropoda,Orthoptera,Tettigoniidae,Pholidoptera
bxl_2.2,Saga pedo,"Saga pedo (Pallas, 1771)",Saga pedo,"Saga pedo (Pallas, 1771)",Animalia,Arthropoda,Orthoptera,Tettigoniidae,Saga
bxl_2.2,Stenobothrus (Stenobothrodes) eurasius,"Stenobothrus eurasius Zubovski, 1898",Stenobothrus eurasius,"Stenobothrus eurasius Zubovski, 1898",Animalia,Arthropoda,Orthoptera,Acrididae,Stenobothrus
bxl_2.2,Macrothele calpeiana,"Macrothele calpeiana (Walckenaer, 1805)",Macrothele calpeiana,"Macrothele calpeiana (Walckenaer, 1805)",Animalia,Arthropoda,Araneae,Hexathelidae,Macrothele
bxl_2.2,Ocypode cursor,"Ocypode cursor Linnaeus, 1758",Ocypode cursor,"Ocypode cursor Linnaeus, 1758",Animalia,Arthropoda,Decapoda,Iphiculidae,Ocypode
bxl_2.2,Astroides calycularis,"Astroides calycularis (Pallas, 1766)",Astroides calycularis,"Astroides calycularis (Pallas, 1766)",Animalia,Cnidaria,Scleractinia,Dendrophylliidae,Astroides
bxl_2.2,Gerardia savaglia,"Gerardia savaglia (Bertoloni, 1819)",Gerardia savaglia,"Savalia savaglia (Bertoloni, 1819)",Animalia,Cnidaria,Zoantharia,Parazoanthidae,Savalia
bxl_2.2,Errina aspera,"Errina aspera (Linnaeus, 1767)",Errina aspera,"Errina aspera (Linnaeus, 1767)",Animalia,Cnidaria,Anthoathecata,Stylasteridae,Errina
bxl_2.2,Asterina pancerii,"Asterina pancerii (Gasco, 1876)",Asterina pancerii,"Asterina pancerii (Gasco, 1876)",Animalia,Echinodermata,Valvatida,Asterinidae,Asterina
bxl_2.2,Ophidiaster ophidianus,"Ophidiaster ophidianus (Lamarck, 1816)",Ophidiaster ophidianus,"Ophidiaster ophidianus (Lamarck, 1816)",Animalia,Echinodermata,Valvatida,Ophidiasteridae,Ophidiaster
bxl_2.2,Centrostephanus longispinus,"Centrostephanus longispinus (Philippi, 1845)",Centrostephanus longispinus,"Centrostephanus longispinus (Philippi, 1845)",Animalia,Echinodermata,Diadematoida,Diadematidae,Centrostephanus
bxl_2.2,Aplysina cavernicola,"Aplysina cavernicola (Vacelet, 1959)",Aplysina cavernicola,"Aplysina cavernicola (Vacelet, 1959)",Animalia,Porifera,Verongiida,Aplysinidae,Aplysina
bxl_2.2,Asbestopluma hypogea,"Asbestopluma hypogea Vacelet & Boury-Esnault, 1996",Asbestopluma hypogea,"Lycopodina hypogea (Vacelet & Boury-Esnault, 1996)",Animalia,Porifera,Poecilosclerida,Cladorhizidae,Lycopodina
bxl_2.2,Petrobiona massiliana,"Petrobiona massiliana Vacelet & Lévi, 1958",Petrobiona massiliana,"Petrobiona massiliana Vacelet & Lévi, 1958",Animalia,Porifera,Baerida,Petrobionidae,Petrobiona
bxl_2.2,Gibbula nivosa,"Gibbula nivosa A.Adams, 1853",Gibbula nivosa,"Steromphala nivosa (A.Adams, 1853)",Animalia,Mollusca,Trochida,Trochidae,Steromphala
bxl_2.2,Patella ferruginea,"Patella ferruginea Gmelin, 1791",Patella ferruginea,"Patella ferruginea Gmelin, 1791",Animalia,Mollusca,,Patellidae,Patella
bxl_2.2,Patella nigra,"Patella nigra da Costa, 1771",Patella nigra,"Cymbula safiana (Lamarck, 1819)",Animalia,Mollusca,,Patellidae,Cymbula
bxl_2.2,Anisus vorticulus,"Anisus vorticulus (Troschel, 1834)",Anisus vorticulus,"Anisus vorticulus (Troschel, 1834)",Animalia,Mollusca,,Planorbidae,Anisus
bxl_2.2,Charonia rubicunda,"Charonia rubicunda (Perry, 1811)",Charonia rubicunda,"Charonia lampas (Linnaeus, 1758)",Animalia,Mollusca,Littorinimorpha,Ranellidae,Charonia
bxl_2.2,Charonia tritonis,"Charonia tritonis (Linnaeus, 1758)",Charonia tritonis,"Charonia tritonis (Linnaeus, 1758)",Animalia,Mollusca,Littorinimorpha,Ranellidae,Charonia
bxl_2.2,Dendropoma petraeum,"Dendropoma petraeum (Monterosato, 1884)",Dendropoma petraeum,"Dendropoma cristatum (Biondi, 1859)",Animalia,Mollusca,Littorinimorpha,Vermetidae,Dendropoma
bxl_2.2,Erosaria spurca,"Erosaria spurca (Linnaeus, 1758)",Erosaria spurca,"Naria spurca (Linnaeus, 1758)",Animalia,Mollusca,Littorinimorpha,Cypraeidae,Naria
bxl_2.2,Luria lurida,"Luria lurida (Linnaeus, 1758)",Luria lurida,"Luria lurida (Linnaeus, 1758)",Animalia,Mollusca,Littorinimorpha,Cypraeidae,Luria
bxl_2.2,Mitra zonata,"Mitra zonata Marryat, 1819",Mitra zonata,"Episcomitra zonata (Marryat, 1818)",Animalia,Mollusca,Neogastropoda,Mitridae,Episcomitra
bxl_2.2,Ranella olearia,"Ranella olearium (Linnaeus, 1758)",Ranella olearium,"Ranella olearium (Linnaeus, 1758)",Animalia,Mollusca,Littorinimorpha,Ranellidae,Ranella
bxl_2.2,Schilderia achatidea,"Schilderia achatidea (Gray, 1837)",Schilderia achatidea,"Schilderia achatidea (Gray, 1837)",Animalia,Mollusca,Littorinimorpha,Cypraeidae,Schilderia
bxl_2.2,Tonna galea,"Tonna galea (Linnaeus, 1758)",Tonna galea,"Tonna galea (Linnaeus, 1758)",Animalia,Mollusca,Littorinimorpha,Tonnidae,Tonna
bxl_2.2,Zonaria pyrum,"Zonaria pyrum (Gmelin, 1791)",Zonaria pyrum,"Zonaria pyrum (Gmelin, 1791)",Animalia,Mollusca,Littorinimorpha,Cypraeidae,Zonaria
bxl_2.2,Caseolus calculus,"Caseolus calculus (R.T.Lowe, 1855)",Caseolus calculus,"Caseolus calculus (R.T.Lowe, 1855)",Animalia,Mollusca,Stylommatophora,Geomitridae,Caseolus
bxl_2.2,Caseolus commixta,"Caseolus commixtus (R.T.Lowe, 1855)",Caseolus commixtus,"Caseolus commixtus (R.T.Lowe, 1855)",Animalia,Mollusca,Stylommatophora,Geomitridae,Caseolus
bxl_2.2,Caseolus sphaerula,"Caseolus sphaerulus (Lowe, 1852)",Caseolus sphaerulus,"Caseolus sphaerulus (Lowe, 1852)",Animalia,Mollusca,Stylommatophora,Geomitridae,Caseolus
bxl_2.2,Discula leacockiana,"Discula leacockiana (Wollaston, 1878)",Discula leacockiana,"Discula leacockiana (Wollaston, 1878)",Animalia,Mollusca,Stylommatophora,Helicidae,Discula
bxl_2.2,Discula tabellata,"Discula tabellata (R.T.Lowe, 1852)",Discula tabellata,"Discula tabellata (R.T.Lowe, 1852)",Animalia,Mollusca,Stylommatophora,Helicidae,Discula
bxl_2.2,Discula testudinalis,"Discula testudinalis (R.T.Lowe, 1852)",Discula testudinalis,"Discula testudinalis (R.T.Lowe, 1852)",Animalia,Mollusca,Stylommatophora,Helicidae,Discula
bxl_2.2,Discus guerinianus,"Discus guerinianus (R.T.Lowe, 1852)",Discus guerinianus,"Discus guerinianus (R.T.Lowe, 1852)",Animalia,Mollusca,Stylommatophora,Discidae,Discus
bxl_2.2,Elona quimperiana,"Elona quimperiana (Blainville, 1821)",Elona quimperiana,"Elona quimperiana (Blainville, 1821)",Animalia,Mollusca,Stylommatophora,Elonidae,Elona
bxl_2.2,Geomalacus maculosus,"Geomalacus maculosus Allman, 1843",Geomalacus maculosus,"Geomalacus maculosus Allman, 1843",Animalia,Mollusca,Stylommatophora,Arionidae,Geomalacus
bxl_2.2,Geomitra moniziana,"Geomitra moniziana (Paiva, 1867)",Geomitra moniziana,"Geomitra moniziana (Paiva, 1867)",Animalia,Mollusca,Stylommatophora,Geomitridae,Geomitra
bxl_2.2,Helix subplicata,"Helix subplicata G.B.Sowerby I, 1824",Helix subplicata,"Idiomela subplicata (G.B.Sowerby I, 1824)",Animalia,Mollusca,Stylommatophora,Helicidae,Idiomela
bxl_2.2,Hygromia kovacsi,"Hygromia kovacsi Varga & L.Pinter, 1972",Hygromia kovacsi,"Kovacsia kovacsi (Varga & L.Pintér, 1972)",Animalia,Mollusca,Stylommatophora,Hygromiidae,Kovacsia
bxl_2.2,Idiomela (Helix) subplicata,"Idiomela subplicata (G.B.Sowerby I, 1824)",Idiomela subplicata,"Idiomela subplicata (G.B.Sowerby I, 1824)",Animalia,Mollusca,Stylommatophora,Helicidae,Idiomela
bxl_2.2,Lampedusa imitatrix,"Lampedusa imitatrix (O.Boettger, 1879)",Lampedusa imitatrix,"Lampedusa imitatrix (O.Boettger, 1879)",Animalia,Mollusca,Stylommatophora,Clausiliidae,Lampedusa
bxl_2.2,Lampedusa melitensis,"Lampedusa melitensis (Caruana Gatto, 1892)",Lampedusa melitensis,"Lampedusa melitensis (Caruana Gatto, 1892)",Animalia,Mollusca,Stylommatophora,Clausiliidae,Lampedusa
bxl_2.2,Leiostyla abbreviata,"Leiostyla abbreviata (R.T.Lowe, 1852)",Leiostyla abbreviata,"Leiostyla abbreviata (R.T.Lowe, 1852)",Animalia,Mollusca,Stylommatophora,Lauriidae,Leiostyla
bxl_2.2,Leiostyla cassida,"Leiostyla cassida (R.T.Lowe, 1831)",Leiostyla cassida,"Leiostyla cassida (R.T.Lowe, 1831)",Animalia,Mollusca,Stylommatophora,Lauriidae,Leiostyla
bxl_2.2,Leiostyla corneocostata,"Leiostyla corneocostata (Wollaston, 1878)",Leiostyla corneocostata,"Leiostyla corneocostata (Wollaston, 1878)",Animalia,Mollusca,Stylommatophora,Lauriidae,Leiostyla
bxl_2.2,Leiostyla gibba,"Leiostyla gibba (R.T.Lowe, 1852)",Leiostyla gibba,"Leiostyla gibba (R.T.Lowe, 1852)",Animalia,Mollusca,Stylommatophora,Lauriidae,Leiostyla
bxl_2.2,Leiostyla lamellosa,"Leiostyla lamellosa (R.T.Lowe, 1852)",Leiostyla lamellosa,"Leiostyla lamellosa (R.T.Lowe, 1852)",Animalia,Mollusca,Stylommatophora,Lauriidae,Leiostyla
bxl_2.2,Sadleriana pannonica,Sadleriana pannonica,Sadleriana pannonica,Sadleriana pannonica,Animalia,Mollusca,Littorinimorpha,Hydrobiidae,Sadleriana
bxl_2.2,Theodoxus prevostianus,"Theodoxus prevostianus (C.Pfeiffer, 1828)",Theodoxus prevostianus,"Theodoxus prevostianus (C.Pfeiffer, 1828)",Animalia,Mollusca,Cycloneritida,Neritidae,Theodoxus
bxl_2.2,Theodoxus transversalis,"Theodoxus transversalis (Pfeiffer, 1828)",Theodoxus transversalis,"Theodoxus transversalis (Pfeiffer, 1828)",Animalia,Mollusca,Cycloneritida,Neritidae,Theodoxus
bxl_2.2,Lithophaga lithophaga,"Lithophaga lithophaga (Linnaeus, 1758)",Lithophaga lithophaga,"Lithophaga lithophaga (Linnaeus, 1758)",Animalia,Mollusca,Mytilida,Mytilidae,Lithophaga
bxl_2.2,Pinna nobilis,"Pinna nobilis Linnaeus, 1758",Pinna nobilis,"Pinna nobilis Linnaeus, 1758",Animalia,Mollusca,Ostreida,Pinnidae,Pinna
bxl_2.2,Pholas dactylus,"Pholas dactylus Linnaeus, 1758",Pholas dactylus,"Pholas dactylus Linnaeus, 1758",Animalia,Mollusca,Myida,Pholadidae,Pholas
bxl_2.2,Margaritifera auricularia,"Margaritifera auricularia (Spengler, 1793)",Margaritifera auricularia,"Margaritifera auricularia (Spengler, 1793)",Animalia,Mollusca,Unionida,Margaritiferidae,Margaritifera
bxl_2.2,Unio crassus,"Unio crassus Philipsson, 1788",Unio crassus,"Unio crassus Philipsson, 1788",Animalia,Mollusca,Unionida,Unionidae,Unio
bxl_2.2,Congeria kusceri,"Congeria kusceri Bole, 1962",Congeria kusceri,"Congeria kusceri Bole, 1962",Animalia,Mollusca,Myida,Dreissenidae,Congeria
bxl_2.2,Asplenium adulterinum Milde,Asplenium adulterinum Milde,Asplenium adulterinum,Asplenium adulterinum Milde,Plantae,Tracheophyta,Polypodiales,Aspleniaceae,Asplenium
bxl_2.2,Asplenium hemionitis L.,Asplenium hemionitis L.,Asplenium hemionitis,Asplenium hemionitis L.,Plantae,Tracheophyta,Polypodiales,Aspleniaceae,Asplenium
bxl_2.2,Asplenium jahandiezii (Litard.) Rouy,Asplenium jahandiezii Rouy,Asplenium jahandiezii,Asplenium jahandiezii Rouy,Plantae,Tracheophyta,Polypodiales,Aspleniaceae,Asplenium
bxl_2.2,Woodwardia radicans (L.) Sm.,Woodwardia radicans (L.) Sm.,Woodwardia radicans,Woodwardia radicans (L.) Sm.,Plantae,Tracheophyta,Polypodiales,Blechnaceae,Woodwardia
bxl_2.2,Culcita macrocarpa C. Presl,Culcita macrocarpa C.Presl,Culcita macrocarpa,Culcita macrocarpa C.Presl,Plantae,Tracheophyta,Cyatheales,Culcitaceae,Culcita
bxl_2.2,Diplazium sibiricum (Turez. ex Kunze) Kurata,Diplazium sibiricum (Turcz. ex Kunze) Sa.Kurata,Diplazium sibiricum,Diplazium sibiricum subsp. sibiricum,Plantae,Tracheophyta,Polypodiales,Athyriaceae,Diplazium
bxl_2.2,Dryopteris corleyi Frase,Dryopteris corleyi Fraser-Jenk.,Dryopteris corleyi,Dryopteris corleyi Fraser-Jenk.,Plantae,Tracheophyta,Polypodiales,Dryopteridaceae,Dryopteris
bxl_2.2,Trichomanes speciosum Willd.,Trichomanes speciosum Willd.,Trichomanes speciosum,Vandenboschia speciosa (Willd.) G.Kunkel,Plantae,Tracheophyta,Hymenophyllales,Hymenophyllaceae,Vandenboschia
bxl_2.2,Isoetes boryana Durieu,Isoetes boryana Durieu,Isoetes boryana,Isoetes boryana Durieu,Plantae,Tracheophyta,Isoetales,Isoetaceae,Isoetes
bxl_2.2,Isoetes malinverniana Ces. & De Not.,Isoetes malinverniana Cesati & De Not.,Isoetes malinverniana,Isoetes malinverniana Cesati & De Not.,Plantae,Tracheophyta,Isoetales,Isoetaceae,Isoetes
bxl_2.2,Marsilea batardae Launert,Marsilea batardae Launert,Marsilea batardae,Marsilea batardae Launert,Plantae,Tracheophyta,Salviniales,Marsileaceae,Marsilea
bxl_2.2,Marsilea quadrifolia L.,Marsilea quadrifolia L.,Marsilea quadrifolia,Marsilea quadrifolia L.,Plantae,Tracheophyta,Salviniales,Marsileaceae,Marsilea
bxl_2.2,Marsilea strigosa Willd.,Marsilea strigosa Willd.,Marsilea strigosa,Marsilea strigosa Willd.,Plantae,Tracheophyta,Salviniales,Marsileaceae,Marsilea
bxl_2.2,Pilularia minuta Durieu ex. Braun,Pilularia minuta Durieu & A.Br.,Pilularia minuta,Pilularia minuta Durieu & A.Br.,Plantae,Tracheophyta,Salviniales,Marsileaceae,Pilularia
bxl_2.2,Botrychium matricarifolium A. Braun ex Koch,Botrychium matricariifolium (Döll) A.Br. ex Koch,Botrychium matricariifolium,Botrychium matricariifolium (Döll) A.Br. ex Koch,Plantae,Tracheophyta,Ophioglossales,Ophioglossaceae,Botrychium
bxl_2.2,Botrychium multifidum (S. G. Gmelin) Rupr.,Botrychium multifidum (S.G.Gmel.) Rupr.,Botrychium multifidum,Sceptridium multifidum (S.G.Gmel.) Nishida ex Tagawa,Plantae,Tracheophyta,Ophioglossales,Ophioglossaceae,Sceptridium
bxl_2.2,Botrychium simplex Hitche.,Botrychium simplex Hitchc.,Botrychium simplex,Botrychium simplex Hitchc.,Plantae,Tracheophyta,Ophioglossales,Ophioglossaceae,Botrychium
bxl_2.2,Ophioglossum polyphyllum A. Braun,Ophioglossum polyphyllum A.Braun,Ophioglossum polyphyllum,Ophioglossum polyphyllum A.Braun,Plantae,Tracheophyta,Ophioglossales,Ophioglossaceae,Ophioglossum
bxl_2.2,Osmunda regalis L.,Osmunda regalis L.,Osmunda regalis,Osmunda regalis L.,Plantae,Tracheophyta,Osmundales,Osmundaceae,Osmunda
bxl_2.2,Polystichum aculeatum,Polystichum aculeatum (L.) Roth,Polystichum aculeatum,Polystichum aculeatum (L.) Roth,Plantae,Tracheophyta,Polypodiales,Dryopteridaceae,Polystichum
bxl_2.2,Cryptogramma crispa (L.),Cryptogramma crispa (L.) R.Br. ex Hook.,Cryptogramma crispa,Cryptogramma crispa (L.) R.Br. ex Hook.,Plantae,Tracheophyta,Polypodiales,Pteridaceae,Cryptogramma
bxl_2.2,Salvinia natans (L.) All.,Salvinia natans (L.) All.,Salvinia natans,Salvinia natans (L.) All.,Plantae,Tracheophyta,Salviniales,Salviniaceae,Salvinia
bxl_2.2,Tetraclinis articulata (vahl) Masters,Tetraclinis articulata Mast.,Tetraclinis articulata,Tetraclinis articulata Mast.,Plantae,Tracheophyta,Pinales,Cupressaceae,Tetraclinis
bxl_2.2,Abies nebrodensis (Lojac.) Mattei,Abies nebrodensis Mattei,Abies nebrodensis,Abies nebrodensis Mattei,Plantae,Tracheophyta,Pinales,Pinaceae,Abies
bxl_2.2,Dracaena draco (L.) L.,Dracaena draco L.,Dracaena draco,Dracaena draco L.,Plantae,Tracheophyta,Asparagales,Asparagaceae,Dracaena
bxl_2.2,Alisma wahlenbergii (Holmberg) Juz.,Alisma wahlenbergii (Holmb.) Juz.,Alisma wahlenbergii,Alisma wahlenbergii (Holmb.) Juz.,Plantae,Tracheophyta,Alismatales,Alismataceae,Alisma
bxl_2.2,Caldesia parnassifolia (L.) Parl.,Caldesia parnassifolia (L.) Parl.,Caldesia parnassifolia,Caldesia parnassifolia (L.) Parl.,Plantae,Tracheophyta,Alismatales,Alismataceae,Caldesia
bxl_2.2,Luronium natans (L.) Raf.,Luronium natans Raf.,Luronium natans,Luronium natans Raf.,Plantae,Tracheophyta,Alismatales,Alismataceae,Luronium
bxl_2.2,Leucojum aestivum L.,Leucojum aestivum L.,Leucojum aestivum,Leucojum aestivum L.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Leucojum
bxl_2.2,Leucojum vernum L.,Leucojum vernum L.,Leucojum vernum,Leucojum vernum L.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Leucojum
bxl_2.2,Narcissus angustifolius Curt.,Narcissus angustifolius Curtis,Narcissus angustifolius,Narcissus poeticus subsp. radiiflorus (Salisb.) Baker,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus asturiensis (Jordan) Pugsley,Narcissus asturiensis (Jord.) Pugsley,Narcissus asturiensis,Narcissus cuneiflorus Link,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus calcicola Mendonga,Narcissus calcicola Mendonca,Narcissus calcicola,Narcissus scaberulus subsp. calcicola (Mendonça) Aedo,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus cyclamineus DC.,Narcissus cyclamineus DC.,Narcissus cyclamineus,Narcissus cyclamineus DC.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus fernandesi G.Pedro,Narcissus fernandesii Pedro,Narcissus fernandesii,Narcissus flavus Lag.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus humilis (Cav.) Traub,Narcissus humilis (Cav.) Traub,Narcissus humilis,Narcissus cavanillesii Barra & G.López,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus longispathus Pugsley,Narcissus longispathus Degen & Hervier ex Pugsley,Narcissus longispathus,Narcissus pseudonarcissus subsp. nevadensis (Pugsley) A.Fern.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus nevadensis Pugsley,Narcissus nevadensis Pugsley,Narcissus nevadensis,Narcissus pseudonarcissus subsp. nevadensis (Pugsley) A.Fern.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus pseudonarcissus L. subsp. nobilis (Haw.) A. Fernandez,Narcissus pseudonarcissus subsp. nobilis (Haw.) A.Fern.,Narcissus pseudonarcissus nobilis,Narcissus pseudonarcissus subsp. nobilis (Haw.) A.Fern.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus scaberulus Henriq.,Narcissus scaberulus Henriques,Narcissus scaberulus,Narcissus scaberulus Henriques,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus triandrus L.,Narcissus triandrus L.,Narcissus triandrus,Narcissus triandrus L.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus triandrus L. subsp. capax (Salisb.) D. A. Webb.,Narcissus triandrus subsp. capax (Salisb.) D.A.Webb,Narcissus triandrus capax,Narcissus triandrus subsp. triandrus,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Narcissus viridiflorus Schousboe,Narcissus viridiflorus Schousb.,Narcissus viridiflorus,Narcissus viridiflorus Schousb.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Narcissus
bxl_2.2,Sternbergia candida B.Mathew & Baytop,Sternbergia candida B.Mathew & T.Baytop,Sternbergia candida,Sternbergia candida B.Mathew & T.Baytop,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Sternbergia
bxl_2.2,Eryngium maritimum L.,Eryngium maritimum L.,Eryngium maritimum,Eryngium maritimum L.,Plantae,Tracheophyta,Apiales,Apiaceae,Eryngium
bxl_2.2,Rhazya orientalis (decaisne) a.de.,Rhazya orientalis (Decne.) A.DC.,Rhazya orientalis,Amsonia orientalis Decne.,Plantae,Tracheophyta,Gentianales,Apocynaceae,Amsonia
bxl_2.2,Arum purpureospathum Boyce,Arum purpureospathum P.C.Boyce,Arum purpureospathum,Arum purpureospathum P.C.Boyce,Plantae,Tracheophyta,Alismatales,Araceae,Arum
bxl_2.2,Calla palustris L.,Calla palustris L.,Calla palustris,Calla palustris L.,Plantae,Tracheophyta,Alismatales,Araceae,Calla
bxl_2.2,Stratiotes aloides L.,Stratiotes aloides L.,Stratiotes aloides,Stratiotes aloides L.,Plantae,Tracheophyta,Alismatales,Hydrocharitaceae,Stratiotes
