acceptedname	scientificnameauthorship	n_occs	matchType	confidence	status	id	speciesbeid	colid	vernacularnamefr	vernacularnamenl	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author	kingdom_id	bim_kingdom	name_for_gbif	rank_for_gbif	usageKey	scientificName	canonicalName	rank	kingdom	phylum	order	family	genus	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	synonym	class	acceptedUsageKey	species	speciesKey
Ochtephilum collare	(Reitter)	NA	NONE	100	NA	19609	22335	NA	NA	NA	38238	0a	species	NA	accepted	51227	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Omalium allardi	Fairm.Bris., 1859	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	19636	22362	NA	NA	NA	38244	0a	species	NA	accepted	51233	2015-04-29	NA	NA	45974	Animalia	NA	species	4444617	Omalium allardii Fairmaire & Brisout de Barneville, 1859	Omalium allardii	SPECIES	Animalia	Arthropoda	Coleoptera	Staphylinidae	Omalium	1	54	216	1470	7854	3262280	FALSE	Insecta	NA	Omalium allardii	4444617
Philonthus coruscus	(Grav., 1802)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	19713	22439	NA	NA	NA	38258	0a	species	NA	accepted	51248	2015-04-29	NA	NA	45974	Animalia	NA	species	4436837	Philonthus corruscus (Gravenhorst, 1802)	Philonthus corruscus	SPECIES	Animalia	Arthropoda	Coleoptera	Staphylinidae	Philonthus	1	54	216	1470	7854	1040167	FALSE	Insecta	NA	Philonthus corruscus	4436837
Philonthus marginatus	(Ström., 1768)	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	19730	22456	NA	NA	gezoomde kortschildkever, gladde kortschild	38258	0a	species	NA	accepted	51248	2015-04-29	NA	NA	45974	Animalia	NA	species	4436740	Philonthus marginatus (O.Müller, 1764)	Philonthus marginatus	SPECIES	Animalia	Arthropoda	Coleoptera	Staphylinidae	Staphylinus	1	54	216	1470	7854	4407470	TRUE	Insecta	4436741	Staphylinus marginatus	4436741
Phloeostiba lapponicus	(Zett., 1838)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	19766	22492	NA	NA	NA	38263	0a	species	NA	accepted	51253	2015-04-29	NA	NA	45974	Animalia	NA	species	4444526	Phloeostiba lapponica Zetterstedt, 1838	Phloeostiba lapponica	SPECIES	Animalia	Arthropoda	Coleoptera	Staphylinidae	Phloeostiba	1	54	216	1470	7854	4444525	FALSE	Insecta	NA	Phloeostiba lapponica	4444526
Phloeostiba planus	(Payk., 1792)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	19767	22493	NA	NA	NA	38263	0a	species	NA	accepted	51253	2015-04-29	NA	NA	45974	Animalia	NA	species	4444536	Phloeostiba plana Paykull, 1792	Phloeostiba plana	SPECIES	Animalia	Arthropoda	Coleoptera	Staphylinidae	Phloeostiba	1	54	216	1470	7854	4444525	FALSE	Insecta	NA	Phloeostiba plana	4444536
Rugilus erichsoni	Fauv., 1867	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	19852	22577	NA	NA	NA	38279	0a	species	NA	accepted	51269	2015-04-29	NA	NA	45974	Animalia	NA	species	4438766	Rugilus erichsonii (Fauvel, 1867)	Rugilus erichsonii	SPECIES	Animalia	Arthropoda	Coleoptera	Staphylinidae	Rugilus	1	54	216	1470	7854	7833921	FALSE	Insecta	NA	Rugilus erichsonii	4438766
Tachyporus pallidulus	Shp., 1871	NA	NONE	100	NA	19991	22716	NA	NA	NA	38294	0a	species	NA	accepted	51284	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Xantholinus semirufus	Steel, 1950	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	20027	22751	NA	NA	NA	38307	0a	species	NA	accepted	51297	2015-04-29	NA	NA	45974	Animalia	NA	species	8721438	Xantholinus semirufus Reitter, 1901	Xantholinus semirufus	SPECIES	Animalia	Arthropoda	Coleoptera	Staphylinidae	Xantholinus	1	54	216	1470	7854	8320209	TRUE	Insecta	4435995	Xantholinus fortepunctatus	4435995
Palorus ratzeburgii	(Wissm., 1848)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	20064	22788	NA	NA	NA	38325	1a	species	NA	accepted	51315	2015-04-29	NA	NA	45974	Animalia	NA	species	1045837	Palorus ratzeburgi (Wissmann, 1848)	Palorus ratzeburgi	SPECIES	Animalia	Arthropoda	Coleoptera	Tenebrionidae	Palorus	1	54	216	1470	7857	1045836	FALSE	Insecta	NA	Palorus ratzeburgi	1045837
Nemosoma elongatum	(L., 1761)	NA	NONE	100	NA	20088	22812	NA	NA	NA	38338	0a	species	NA	accepted	51328	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Hydropsyche contubernalis	MacGowan & Rotherary, 2000	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	20104	22829	NA	NA	NA	38354	1a	species	NA	accepted	51344	2015-04-29	NA	NA	45974	Animalia	NA	species	5054085	Hydropsyche contubernalis McLachlan, 1865	Hydropsyche contubernalis	SPECIES	Animalia	Arthropoda	Trichoptera	Hydropsychidae	Hydropsyche	1	54	216	1003	7966	1431357	FALSE	Insecta	NA	Hydropsyche contubernalis	5054085
Hydropsyche ornatula	Loew, 1864	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	20108	22833	NA	NA	NA	38354	3b	species	NA	accepted	51344	2015-04-29	NA	NA	45974	Animalia	NA	species	5054061	Hydropsyche ornatula McLachlan, 1878	Hydropsyche ornatula	SPECIES	Animalia	Arthropoda	Trichoptera	Hydropsychidae	Hydropsyche	1	54	216	1003	7966	1431357	FALSE	Insecta	NA	Hydropsyche ornatula	5054061
Mystacides azurea	(Linnaeus, 1761)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	20135	22859	NA	NA	NA	38372	1a	species	NA	accepted	51362	2015-04-29	NA	NA	45974	Animalia	NA	species	1435562	Mystacides azureus (Linnaeus, 1761)	Mystacides azureus	SPECIES	Animalia	Arthropoda	Trichoptera	Leptoceridae	Mystacides	1	54	216	1003	4395	1435538	FALSE	Insecta	NA	Mystacides azureus	1435562
Cyrnus flavidus	Mabille 1871	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	20187	22913	NA	NA	NA	38409	1a	species	NA	accepted	51400	2015-04-29	NA	NA	45974	Animalia	NA	species	5053359	Cyrnus flavidus McLachlan, 1864	Cyrnus flavidus	SPECIES	Animalia	Arthropoda	Trichoptera	Polycentropodidae	Cyrnus	1	54	216	1003	4400	1437806	FALSE	Insecta	NA	Cyrnus flavidus	5053359
Plectrocnemia brevis	Loew, 1873	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	20194	22920	NA	NA	NA	38412	1a	species	NA	accepted	51403	2015-04-29	NA	NA	45974	Animalia	NA	species	1438079	Plectrocnemia brevis McLachlan, 1871	Plectrocnemia brevis	SPECIES	Animalia	Arthropoda	Trichoptera	Polycentropodidae	Plectrocnemia	1	54	216	1003	4400	1438056	FALSE	Insecta	NA	Plectrocnemia brevis	1438079
Cynodontium polycarpon	(Hedw.) Schimp.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	20537	23272	NA	NA	gegroefd hondstandmos	38627	1a	species	NA	accepted	51622	2015-04-29	NA	NA	45975	Plantae	NA	species	2675181	Cynodontium polycarpum W.P.Schimper, 1856	Cynodontium polycarpum	SPECIES	Plantae	Bryophyta	Dicranales	Dicranaceae	Cynodontium	6	35	327	1335	4635	2673499	FALSE	Bryopsida	NA	Cynodontium polycarpum	2675181
Pycnocelus surinamensis	(Linnaeus, 1758)	NA	NONE	100	NA	20564	23301	NA	NA	kaskakkerlak, surinaamse kakkerlak	38662	2a	species	NA	accepted	51657	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Ctenolepisma longicaudatum	Escherich, 1905	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	20606	23367	NA	NA	papiervisje	38723	2b	species	NA	accepted	51716	2015-04-29	NA	NA	45974	Animalia	NA	species	1421100	Ctenolepisma longicaudata Escherich, 1905	Ctenolepisma longicaudata	SPECIES	Animalia	Arthropoda	Zygentoma	Lepismatidae	Ctenolepisma	1	54	216	1004	6993	1421092	FALSE	Insecta	NA	Ctenolepisma longicaudata	1421100
Crepis vesicaria	Thuill.	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	20700	23459	NA	NA	paardenbloemstreepzaad	38803	1a	species	NA	accepted	51795	2015-04-29	NA	NA	45975	Plantae	NA	species	5403709	Crepis vesicaria L.	Crepis vesicaria	SPECIES	Plantae	Tracheophyta	Asterales	Asteraceae	Crepis	6	7707728	220	414	3065	3143303	FALSE	Magnoliopsida	NA	Crepis vesicaria	5403709
Salicornia europaea	L.	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	20918	23671	NA	coléophore de la salicorne	kortarige zeekraal	34317	1a	species	NA	accepted	47289	2015-04-29	NA	NA	45975	Plantae	NA	species	5383956	Salicornia europaea	Salicornia europaea	SPECIES	Plantae	Tracheophyta	Caryophyllales	Amaranthaceae	Salicornia	6	7707728	220	422	3064	3083796	FALSE	Magnoliopsida	NA	Salicornia europaea	5383956
Viola lutea	L.	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	21080	24277	NA	NA	zinkviooltje	39307	1a	species	NA	accepted	52300	2015-04-29	NA	NA	45975	Plantae	NA	species	8388117	Viola lutea Huds.	Viola lutea	SPECIES	Plantae	Tracheophyta	Malpighiales	Violaceae	Viola	6	7707728	220	1414	6631	2874237	FALSE	Magnoliopsida	NA	Viola lutea	8388117
Elytrigia arenosa	Spenn.?	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	21261	24008	NA	NA	zandkweek	39166	1a	species	NA	accepted	52159	2015-04-29	NA	NA	45975	Plantae	NA	species	4154622	Elytrigia arenosa (Spenn.) H.Scholz	Elytrigia arenosa	SPECIES	Plantae	Tracheophyta	Poales	Poaceae	Elymus	6	7707728	196	1369	3073	5290243	TRUE	Liliopsida	5290299	Elymus repens	5290299
Potamogeton ×sparganifolius	Fr.	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	21354	24098	NA	NA	zwaardfonteinkruid	39208	1a	species	NA	accepted	52201	2015-04-29	NA	NA	45975	Plantae	NA	species	9080611	Potamogeton sparganiifolius Laest. ex Fr.	Potamogeton sparganiifolius	SPECIES	Plantae	Tracheophyta	Alismatales	Potamogetonaceae	Potamogeton	6	7707728	196	551	6721	2756560	FALSE	Liliopsida	NA	Potamogeton sparganiifolius	9080611
Poecilia reticulatus	Peters, 1859	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	21570	24317	NA	NA	gup	39432	2c	species	NA	accepted	52429	2015-04-29	NA	NA	45974	Animalia	NA	species	2350050	Poecilia reticulata Peters, 1859	Poecilia reticulata	SPECIES	Animalia	Chordata	Cyprinodontiformes	Poeciliidae	Poecilia	1	44	204	547	7659	2347767	FALSE	Actinopterygii	NA	Poecilia reticulata	2350050
Caryocolum proximum	(Haworth, 1828)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	22048	24805	NA	NA	NA	39630	0a	species	NA	accepted	52629	2015-04-29	NA	NA	45974	Animalia	NA	species	1850073	Caryocolum proxima (Haworth, 1828)	Caryocolum proxima	SPECIES	Animalia	Arthropoda	Lepidoptera	Gelechiidae	Caryocolum	1	54	216	797	3553	1850022	FALSE	Insecta	NA	Caryocolum proxima	1850073
Chloroclystis v-ata	(Haworth, 1809)	NA	NONE	99	NA	22198	24954	NA	eupithécie couronnée	v-dwergspanner	39698	0a	species	NA	accepted	52697	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Phyllonorycter emberizaepennella	(Bouché, 1834)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	22498	25253	NA	NA	sneeuwbesvouwmijnmot	39820	0a	species	NA	accepted	52818	2015-04-29	NA	NA	45974	Animalia	NA	species	1750072	Phyllonorycter emberizaepenella (Bouche, 1834)	Phyllonorycter emberizaepenella	SPECIES	Animalia	Arthropoda	Lepidoptera	Gracillariidae	Phyllonorycter	1	54	216	797	5487	1749732	FALSE	Insecta	NA	Phyllonorycter emberizaepenella	1750072
Phyllonorycter kleemannella	(Fabricius, 1781)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	22507	25261	NA	NA	NA	39820	0a	species	NA	accepted	52818	2015-04-29	NA	NA	45974	Animalia	NA	species	1749954	Phyllonorycter klemannella (Fabricius, 1781)	Phyllonorycter klemannella	SPECIES	Animalia	Arthropoda	Lepidoptera	Gracillariidae	Phyllonorycter	1	54	216	797	5487	1749732	FALSE	Insecta	NA	Phyllonorycter klemannella	1749954
Phyllodesma ilicifolium	(Linnaeus, 1758)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	22573	25327	NA	NA	hulstblad	39843	0a	species	NA	accepted	52840	2015-04-29	NA	NA	45974	Animalia	NA	species	1732662	Phyllodesma ilicifolia (Linnaeus, 1758)	Phyllodesma ilicifolia	SPECIES	Animalia	Arthropoda	Lepidoptera	Lasiocampidae	Phyllodesma	1	54	216	797	3530	1732661	FALSE	Insecta	NA	Phyllodesma ilicifolia	1732662
Phyllodesma tremulifolium	(Hübner, 1810)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	22574	25328	NA	feuille-morte du tremble	espenblad	39843	0a	species	NA	accepted	52840	2015-04-29	NA	NA	45974	Animalia	NA	species	1732685	Phyllodesma tremulifolia (Hubner, 1810)	Phyllodesma tremulifolia	SPECIES	Animalia	Arthropoda	Lepidoptera	Lasiocampidae	Phyllodesma	1	54	216	797	3530	1732661	FALSE	Insecta	NA	Phyllodesma tremulifolia	1732685
Chrysodeixis chalchytes	(Esper, 1789)	NA	NONE	100	NA	22802	25553	NA	NA	NA	39899	0a	species	NA	accepted	52896	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Smerinthus ocellatus	(Linnaeus, 1758)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	23267	26013	NA	NA	pauwoogpijlstaart	40155	0a	species	NA	accepted	53153	2015-04-29	NA	NA	45974	Animalia	NA	species	1862580	Smerinthus ocellata (Linnaeus, 1758)	Smerinthus ocellata	SPECIES	Animalia	Arthropoda	Lepidoptera	Sphingidae	Smerinthus	1	54	216	797	8868	1862568	FALSE	Insecta	NA	Smerinthus ocellata	1862580
Oinophila v-flava	(Haworth, 1828)	NA	NONE	99	NA	23296	26042	NA	NA	NA	40168	0a	species	NA	accepted	53166	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Motacilla yarrellii Gould,	Gould, 1837	NA	NONE	99	NA	23765	26524	NA	bergeronnette de yarrell	rouwkwikstaart	3580	1a	subspecies	NA	accepted	4612	2015-04-29	NA	NA	45974	Animalia	NA	subspecies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Actitis macularius	(Linnaeus, 1766)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	23778	26539	NA	NA	amerikaanse oeverloper	40458	1b	species	NA	accepted	53454	2015-04-29	NA	NA	45974	Animalia	NA	species	2481798	Actitis macularia Linnaeus, 1758	Actitis macularia	SPECIES	Animalia	Chordata	Charadriiformes	Scolopacidae	Actitis	1	44	212	7192402	5282	2481797	FALSE	Aves	NA	Actitis macularia	2481798
Albia davidsi	Smit & Van der Hammen, 1992	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	23850	26614	NA	NA	NA	40511	1a	species	NA	accepted	53507	2015-04-29	NA	NA	45974	Animalia	NA	species	5774170	Albia davidsi	Albia davidsi	SPECIES	Animalia	Arthropoda	Trombidiformes	Axonopsidae	Albia	1	54	367	543	7489	2181010	FALSE	Arachnida	NA	Albia davidsi	5774170
Crabro scutellatus	(Scheven, 1781)	NA	NONE	99	NA	24116	26880	NA	NA	bleke zeefwesp	40584	1a	species	NA	accepted	53580	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Camponotus ligniperda	(Latreille, 1802)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	24313	27076	NA	NA	gewone reuzenmier	40624	1a	species	NA	accepted	53621	2015-04-29	NA	NA	45974	Animalia	NA	species	1312367	Camponotus ligniperdus (Latreille, 1802)	Camponotus ligniperdus	SPECIES	Animalia	Arthropoda	Hymenoptera	Formicidae	Camponotus	1	54	216	1457	4342	1312361	FALSE	Insecta	NA	Camponotus ligniperdus	1312367
Stenamma westwoodi	Westwood, 1839	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	24363	27125	NA	NA	engelse drentelmier	40634	1a	species	NA	accepted	53631	2015-04-29	NA	NA	45974	Animalia	NA	species	1316667	Stenamma westwoodii Westwood, 1839	Stenamma westwoodii	SPECIES	Animalia	Arthropoda	Hymenoptera	Formicidae	Stenamma	1	54	216	1457	4342	9138092	FALSE	Insecta	NA	Stenamma westwoodii	1316667
ephippius	NA	NA	NONE	100	NA	24423	27185	NA	NA	NA	40674	NA	species	NA	to determine	53670	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Polistes dominulus	(Christ, 1791)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	24425	27187	NA	NA	franse veldwesp	40675	1a	species	NA	accepted	53671	2015-04-29	NA	NA	45974	Animalia	NA	species	5871389	Polistes dominula (Christ, 1791)	Polistes dominula	SPECIES	Animalia	Arthropoda	Hymenoptera	Eumenidae	Polistes	1	54	216	1457	4240	1310500	FALSE	Insecta	NA	Polistes dominula	5871389
Stenodynerus bluethgeni	van der Vecht, 1971	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	24430	27192	NA	NA	NA	40678	1a	species	NA	accepted	53674	2015-04-29	NA	NA	45974	Animalia	NA	species	1332830	Stenodynerus bluethgeni Vecht, 1971	Stenodynerus bluethgeni	SPECIES	Animalia	Arthropoda	Hymenoptera	Eumenidae	Rhynchalastor	1	54	216	1457	4240	1327967	TRUE	Insecta	6248339	Rhynchalastor bluethgeni	6248339
Batrachospermum gelatinosum	(L.) DeCandolle	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	24493	27270	NA	NA	NA	40700	1a	species	NA	accepted	53696	2015-04-29	NA	NA	45975	Plantae	NA	species	2654243	Batrachospermum gelatinosum (Linnaeus) De Candolle	Batrachospermum gelatinosum	SPECIES	Plantae	Rhodophyta	Batrachospermales	Batrachospermaceae	Batrachospermum	6	106	342	663	4888	9618465	FALSE	Florideophyceae	NA	Batrachospermum gelatinosum	2654243
Draparnaldia mutabilis	(Roth) Cedergren	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	24556	27357	NA	NA	NA	40730	1a	species	NA	accepted	53726	2015-04-29	NA	NA	45975	Plantae	NA	species	2639877	Draparnaldia mutabilis (Roth) Bory	Draparnaldia mutabilis	SPECIES	Plantae	Chlorophyta	Chaetophorales	Chaetophoraceae	Draparnaldia	6	36	329	1347	4679	2639875	FALSE	Chlorophyceae	NA	Draparnaldia mutabilis	2639877
Uronema confervicolum	Lagerheim	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	24571	27375	NA	NA	NA	40739	1a	species	NA	accepted	53735	2015-04-29	NA	NA	45975	Plantae	NA	species	5271519	Uronema confervicola	Uronema confervicola	SPECIES	Plantae	Chlorophyta	Chaetophorales	Chaetophoraceae	Uronema	6	36	329	1347	4679	9527010	FALSE	Chlorophyceae	NA	Uronema confervicola	5271519
Botrytella sp.	NA	NA	NONE	99	NA	24618	27436	NA	NA	NA	40756	1a	species	NA	accepted	53752	2015-04-29	NA	NA	49806	Chromista	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Elachista flaccida	(Dillwyn) Areschoug	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	24620	27438	NA	NA	NA	40758	1b	species	NA	accepted	53754	2015-04-29	NA	NA	49806	Chromista	NA	species	5423038	Elachista flaccida (Dillwyn) Fr.	Elachista flaccida	SPECIES	Chromista	Ochrophyta	Ectocarpales	Chordariaceae	Elachista	4	98	7073593	1181	7727	6320429	FALSE	Phaeophyceae	NA	Elachista flaccida	5423038
Elachista sp.	NA	NA	NONE	99	NA	24622	27440	NA	NA	NA	40758	2b	species	NA	accepted	53754	2015-04-29	NA	NA	49806	Chromista	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Myriactula sp.	NA	NA	NONE	99	NA	24643	27461	NA	NA	NA	40773	2b	species	NA	accepted	53769	2015-04-29	NA	NA	49806	Chromista	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Chaetomorpha mediterranea	(Kützing) P.C. Silva	NA	EXACT_WITHOUT_AUTHOR	99	SYNONYM	24656	27477	NA	NA	NA	40782	1a	species	NA	accepted	53778	2015-04-29	NA	NA	NA	NA	NA	species	2643602	Chaetomorpha mediterranea (Kütz.) Kütz., 1849	Chaetomorpha mediterranea	SPECIES	Plantae	Chlorophyta	Cladophorales	Cladophoraceae	Rhizoclonium	6	36	195	1362	4854	2643575	TRUE	Ulvophyceae	2643619	Chaetomorpha ligustica	2643619
Codium fragile	(Van Goor) P.C. Silva	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	24680	27504	NA	NA	NA	40785	2a	species	NA	accepted	53781	2015-04-29	NA	NA	NA	NA	NA	species	5272096	Codium fragile (Suringar) Hariot	Codium fragile	SPECIES	Plantae	Chlorophyta	Bryopsidales	Codiaceae	Codium	6	36	195	625	8776	2642664	FALSE	Ulvophyceae	NA	Codium fragile	5272096
Dasysiphonia sp.	NA	NA	NONE	99	NA	24718	27555	NA	NA	NA	40802	2b	species	NA	accepted	53799	2015-04-29	NA	NA	45975	Plantae	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Patella vulgata	Linnaeus, 1758	NA	NONE	99	NA	24767	61590	NA	patelle commune	gewone schaalhoren	43188	NA	species	NA	accepted	56310	2015-04-29	NA	NA	3902	Fungi	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Characiopsis acuta	(A. Braun) Borzi	NA	NONE	99	NA	24797	27666	NA	NA	NA	40848	1a	species	NA	accepted	53845	2015-04-29	NA	NA	45975	Plantae	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Characiopsis borziana	Lemmermann	NA	NONE	99	NA	24798	27667	NA	NA	NA	40848	1a	species	NA	accepted	53845	2015-04-29	NA	NA	45975	Plantae	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Characiopsis elegans	Ettl	NA	NONE	99	NA	24799	27668	NA	NA	NA	40848	1a	species	NA	accepted	53845	2015-04-29	NA	NA	45975	Plantae	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
