taxonid,annexcode,acceptedname,gbif_scientificName,gbif_accepted_name,gbif_kingdom,gbif_phylum,gbif_order,gbif_class,gbif_family,gbif_genus
21378,BXL-ORD-2012_Annex II.3,Anemone ranunculoides,Anemone ranunculoides L.,Anemone ranunculoides L.,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Ranunculaceae,Anemone
21384,BXL-ORD-2012_Annex II.3,Helleborus viridis,Helleborus viridis L.,Helleborus viridis L.,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Ranunculaceae,Helleborus
21389,BXL-ORD-2012_Annex II.3,Ranunculus auricomus,Ranunculus auricomus L.,Ranunculus auricomus L.,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Ranunculaceae,Ranunculus
21390,BXL-ORD-2012_Annex II.3,Ranunculus bulbosus,Ranunculus bulbosus L.,Ranunculus bulbosus L.,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Ranunculaceae,Ranunculus
21476,BXL-ORD-2012_Annex II.3,Chrysosplenium alternifolium,Chrysosplenium alternifolium L.,Chrysosplenium alternifolium L.,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Saxifragaceae,Chrysosplenium
21483,BXL-ORD-2012_Annex II.3,Melampyrum pratense,Melampyrum pratense L.,Melampyrum pratense L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Orobanchaceae,Melampyrum
21523,BXL-ORD-2012_Annex II.3,Oreopteris limbosperma,Oreopteris limbosperma (All.) Holub,Oreopteris limbosperma (All.) Holub,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Thelypteridaceae,Oreopteris
21532,BXL-ORD-2012_Annex II.3,Parietaria officinalis,Parietaria officinalis L.,Parietaria officinalis L.,Plantae,Tracheophyta,Rosales,Magnoliopsida,Urticaceae,Parietaria
21538,BXL-ORD-2012_Annex II.3,Viola hirta,Viola hirta L.,Viola hirta L.,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Violaceae,Viola
21546,BXL-ORD-2012_Annex II.3,Gymnocarpium dryopteris,Gymnocarpium dryopteris Newm.,Gymnocarpium dryopteris Newm.,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Cystopteridaceae,Gymnocarpium
26519,BXL-ORD-2012_Annex II.3,Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)","Vanessa cardui (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Vanessa
26522,BXL-ORD-2012_Annex II.3,Colias croceus,"Colias croceus (Fourcroy, 1785)","Colias croceus (Fourcroy, 1785)",Animalia,Arthropoda,Lepidoptera,Insecta,Pieridae,Colias
26523,BXL-ORD-2012_Annex II.3,Colias hyale,"Colias hyale (Linnaeus, 1758)","Colias hyale (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Pieridae,Colias
26528,BXL-ORD-2012_Annex II.3,Aphantopus hyperantus,"Aphantopus hyperantus (Linnaeus, 1758)","Aphantopus hyperantus (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Aphantopus
26532,BXL-ORD-2012_Annex II.3,Coenonympha pamphilus,"Coenonympha pamphilus (Linnaeus, 1758)","Coenonympha pamphilus (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Coenonympha
26541,BXL-ORD-2012_Annex II.3,Lasiommata megera,"Lasiommata megera (Linnaeus, 1767)","Lasiommata megera (Linnaeus, 1767)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Lasiommata
26542,BXL-ORD-2012_Annex II.3,Maniola jurtina,"Maniola jurtina (Linnaeus, 1758)","Maniola jurtina (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Maniola
26544,BXL-ORD-2012_Annex II.3,Pararge aegeria,"Pararge aegeria (Linnaeus, 1758)","Pararge aegeria (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Pararge
26545,BXL-ORD-2012_Annex II.3,Pyronia tithonus,"Pyronia tithonus (Linnaeus, 1767)","Pyronia tithonus (Linnaeus, 1767)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Pyronia
46099,BXL-ORD-2012_Annex II.3,Onychogomphus uncatus,"Onychogomphus uncatus Charpentier, 1840","Onychogomphus uncatus Charpentier, 1840",Animalia,Arthropoda,Odonata,Insecta,Gomphidae,Onychogomphus
46100,BXL-ORD-2012_Annex II.3,Cordulegaster bidentata,"Cordulegaster bidentata Selys, 1843","Cordulegaster bidentata Selys, 1843",Animalia,Arthropoda,Odonata,Insecta,Cordulegastridae,Cordulegaster
50190,BXL-ORD-2012_Annex II.3,Arctium nemorosum,Arctium nemorosum Lejeune,Arctium nemorosum Lejeune,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Arctium
50278,BXL-ORD-2012_Annex II.3,Centranthus ruber,Centranthus ruber (All.) Lam. & DC.,Centranthus ruber (All.) Lam. & DC.,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Caprifoliaceae,Centranthus
50379,BXL-ORD-2012_Annex II.3,Dioscorea communis,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Plantae,Tracheophyta,Dioscoreales,Liliopsida,Dioscoreaceae,Dioscorea
50427,BXL-ORD-2012_Annex II.3,Erythromma lindenii,"Erythromma lindenii Selys, 1840","Erythromma lindenii Selys, 1840",Animalia,Arthropoda,Odonata,Insecta,Coenagrionidae,Erythromma
50486,BXL-ORD-2012_Annex II.3,Hieracium maculatum,Hieracium maculatum Schrank,Hieracium maculatum Schrank,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Hieracium
50491,BXL-ORD-2012_Annex II.3,Hyacinthoides non-scripta,Hyacinthoides non-scripta (L.) Chouard ex W.Rothmaler,Hyacinthoides non-scripta (L.) Chouard ex W.Rothmaler,Plantae,Tracheophyta,Asparagales,Liliopsida,Asparagaceae,Hyacinthoides
50539,BXL-ORD-2012_Annex II.3,Lachenalii lachenalii subsp. cruentifolium,,,,,,,,
50643,BXL-ORD-2012_Annex II.3,Myosoton aquaticum,Myosoton aquaticum Moench,Myosoton aquaticum Moench,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Caryophyllaceae,Myosoton
50741,BXL-ORD-2012_Annex II.3,Phyteuma nigrum,Phyteuma nigrum F.W.Schmidt,Phyteuma nigrum F.W.Schmidt,Plantae,Tracheophyta,Asterales,Magnoliopsida,Campanulaceae,Phyteuma
50941,BXL-ORD-2012_Annex II.3,Valeriana procurrens,Valeriana procurrens Wallr.,Valeriana excelsa subsp. excelsa,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Caprifoliaceae,Valeriana
1339,BXL-ORD-2012_Annex II.4,Anguis fragilis,"Anguis fragilis Linnaeus, 1758","Anguis fragilis Linnaeus, 1758",Animalia,Chordata,Squamata,Reptilia,Anguidae,Anguis
2022,BXL-ORD-2012_Annex II.4,Apatura iris,"Apatura iris (Linnaeus, 1758)","Apatura iris (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Nymphalidae,Apatura
2026,BXL-ORD-2012_Annex II.4,Satyrium w-album,"Satyrium w-album (Knoch, 1782)","Satyrium w-album (Knoch, 1782)",Animalia,Arthropoda,Lepidoptera,Insecta,Lycaenidae,Satyrium
2076,BXL-ORD-2012_Annex II.4,Hirundo rustica,"Hirundo rustica Linnaeus, 1758","Hirundo rustica Linnaeus, 1758",Animalia,Chordata,Passeriformes,Aves,Hirundinidae,Hirundo
2125,BXL-ORD-2012_Annex II.4,Riparia riparia,"Riparia riparia (Linnaeus, 1758)","Riparia riparia (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Hirundinidae,Riparia
2156,BXL-ORD-2012_Annex II.4,Formica polyctena,"Formica polyctena Foerster, 1850","Formica polyctena Foerster, 1850",Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica
3407,BXL-ORD-2012_Annex II.4,Thecla betulae,"Thecla betulae (Linnaeus, 1758)","Thecla betulae (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Insecta,Lycaenidae,Thecla
3632,BXL-ORD-2012_Annex II.4,Martes foina,"Martes foina Erxleben, 1777","Martes foina Erxleben, 1777",Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Martes
3633,BXL-ORD-2012_Annex II.4,Martes martes,"Martes martes (Linnaeus, 1758)","Martes martes (Linnaeus, 1758)",Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Martes
5612,BXL-ORD-2012_Annex II.4,Lucanus cervus,"Lucanus cervus (Linnaeus, 1758)","Lucanus cervus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Lucanidae,Lucanus
16137,BXL-ORD-2012_Annex II.4,Zootoca vivipara,"Zootoca vivipara (Jacquin, 1787)","Zootoca vivipara (Lichtenstein, 1823)",Animalia,Chordata,Squamata,Reptilia,Lacertidae,Zootoca
16139,BXL-ORD-2012_Annex II.4,Salamandra salamandra,"Salamandra salamandra (Linnaeus, 1758)","Salamandra salamandra (Linnaeus, 1758)",Animalia,Chordata,Caudata,Amphibia,Salamandridae,Salamandra
18909,BXL-ORD-2012_Annex II.4,Melolontha melolontha,"Melolontha melolontha (Linnaeus, 1758)","Melolontha melolontha (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Melolonthidae,Melolontha
23755,BXL-ORD-2012_Annex II.4,Delichon urbicum,"Delichon urbicum (Linnaeus, 1758)","Delichon urbicum (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Aves,Hirundinidae,Delichon
25099,BXL-ORD-2012_Annex II.4,Eliomys quercinus,"Eliomys quercinus (Linnaeus, 1766)","Eliomys quercinus (Linnaeus, 1766)",Animalia,Chordata,Rodentia,Mammalia,Gliridae,Eliomys
25100,BXL-ORD-2012_Annex II.4,Muscardinus avellanarius,"Muscardinus avellanarius (Linnaeus, 1758)","Muscardinus avellanarius (Linnaeus, 1758)",Animalia,Chordata,Rodentia,Mammalia,Gliridae,Muscardinus
17,BXL-ORD-2012_Annex II.5,Conocybe lactea form. lactea,,,,,,,,
140,BXL-ORD-2012_Annex II.5,Simocybe rubi form. tetraspora,,,,,,,,
141,BXL-ORD-2012_Annex II.5,Simocybe rubi form. bispora,,,,,,,,
273,BXL-ORD-2012_Annex II.5,Boletus radicans var. eupachypus,,,,,,,,
620,BXL-ORD-2012_Annex II.5,Mycena pelliculosa var. pelliculosa,,,,,,,,
703,BXL-ORD-2012_Annex II.5,Pleospora vulgaris var. disticha,,,,,,,,
704,BXL-ORD-2012_Annex II.5,Pleospora vulgaris var. monosticha,,,,,,,,
1321,BXL-ORD-2012_Annex II.5,Valsa sorbicola decorticans,,,,,,,,
1354,BXL-ORD-2012_Annex II.5,Lampetra planeri,"Lampetra planeri (Bloch, 1784)","Lampetra planeri (Bloch, 1784)",Animalia,Chordata,Petromyzontiformes,Cephalaspidomorphi,Petromyzontidae,Lampetra
1387,BXL-ORD-2012_Annex II.5,Myxine glutinosa,"Myxine glutinosa Linnaeus, 1758","Myxine glutinosa Linnaeus, 1758",Animalia,Chordata,Myxiniformes,Myxini,Myxinidae,Myxine
1431,BXL-ORD-2012_Annex II.5,Arnica montana,Arnica montana L.,Arnica montana L.,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Arnica
1619,BXL-ORD-2012_Annex II.5,Lycopodium annotinum,Lycopodium annotinum L.,Spinulum annotinum subsp. annotinum,Plantae,Tracheophyta,Lycopodiales,Lycopodiopsida,Lycopodiaceae,Spinulum
1631,BXL-ORD-2012_Annex II.5,Menyanthes trifoliata,Menyanthes trifoliata L.,Menyanthes trifoliata L.,Plantae,Tracheophyta,Asterales,Magnoliopsida,Menyanthaceae,Menyanthes
2106,BXL-ORD-2012_Annex II.5,Homarus gammarus,"Homarus gammarus (Linnaeus, 1758)","Homarus gammarus (Linnaeus, 1758)",Animalia,Arthropoda,Decapoda,Malacostraca,Nephropidae,Homarus
2656,BXL-ORD-2012_Annex II.5,Galanthus nivalis,Galanthus nivalis L.,Galanthus nivalis L.,Plantae,Tracheophyta,Asparagales,Liliopsida,Amaryllidaceae,Galanthus
3916,BXL-ORD-2012_Annex II.5,Leucobryum glaucum,"Leucobryum glaucum Ångström, 1845","Leucobryum glaucum Ångström, 1845",Plantae,Bryophyta,Dicranales,Bryopsida,Dicranaceae,Leucobryum
4111,BXL-ORD-2012_Annex II.5,Helix pomatia,"Helix pomatia Linnaeus, 1758","Helix pomatia Linnaeus, 1758",Animalia,Mollusca,Stylommatophora,Gastropoda,Helicidae,Helix
4349,BXL-ORD-2012_Annex II.5,Bovista pusilla,Bovista pusilla Batsch,Bovista pusilla Batsch,Protozoa,Amoebozoa,,,Lycoperdaceae,Bovista
5588,BXL-ORD-2012_Annex II.5,Hirudo medicinalis,"Hirudo medicinalis Linnaeus, 1758","Hirudo medicinalis Linnaeus, 1758",Animalia,Annelida,Arhynchobdellida,Clitellata,Hirudinidae,Hirudo
20703,BXL-ORD-2012_Annex II.5,Doronicum plantagineum,Doronicum plantagineum L.,Doronicum plantagineum L.,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Doronicum
21066,BXL-ORD-2012_Annex II.5,Centaurium littorale,Centaurium littorale (Turner) Gilmour,Centaurium littorale (Turner) Gilmour,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Gentianaceae,Centaurium
21067,BXL-ORD-2012_Annex II.5,Centaurium pulchellum,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Gentianaceae,Centaurium
24767,BXL-ORD-2012_Annex II.5,Patella vulgata,"Patella vulgata Linnaeus, 1758","Patella vulgata Linnaeus, 1758",Animalia,Mollusca,,Gastropoda,Patellidae,Patella
27856,BXL-ORD-2012_Annex II.5,Corticium calceum,,,,,,,,
27857,BXL-ORD-2012_Annex II.5,Corticium centrifugum,,,,,,,,
27944,BXL-ORD-2012_Annex II.5,Coriolopsis cervina,,,,,,,,
28307,BXL-ORD-2012_Annex II.5,Debaryomyces membranifaciens,,,,,,,,
28313,BXL-ORD-2012_Annex II.5,Schwanniomyces yamadae,,,,,,,,
28764,BXL-ORD-2012_Annex II.5,Entelexis magnoliae,,,,,,,,
29980,BXL-ORD-2012_Annex II.5,Leptoporus destructor,,,,,,,,
30058,BXL-ORD-2012_Annex II.5,Lentinus dentatus,,,,,,,,
33338,BXL-ORD-2012_Annex II.5,Trametes lutescens,,,,,,,,
34241,BXL-ORD-2012_Annex II.5,Pyrenocollema chlorococcum,,,,,,,,
47269,BXL-ORD-2012_Annex II.5,Calycella syringa,"Calycella syringa (Linnaeus, 1767)","Calycella syringa (Linnaeus, 1767)",Animalia,Cnidaria,Leptothecata,Hydrozoa,Campanulinidae,Calycella
47851,BXL-ORD-2012_Annex II.5,Cepola macrophthalma,"Cepola macrophthalma (Linnaeus, 1758)","Cepola macrophthalma (Linnaeus, 1758)",Animalia,Mollusca,Stylommatophora,Gastropoda,Cepolidae,Cepola
48165,BXL-ORD-2012_Annex II.5,Lampetra fluviatilis,"Lampetra fluviatilis (Linnaeus, 1758)","Lampetra fluviatilis (Linnaeus, 1758)",Animalia,Chordata,Petromyzontiformes,Cephalaspidomorphi,Petromyzontidae,Lampetra
49281,BXL-ORD-2012_Annex II.5,Petromyzon marinus,"Petromyzon marinus Linnaeus, 1758","Petromyzon marinus Linnaeus, 1758",Animalia,Chordata,Petromyzontiformes,Cephalaspidomorphi,Petromyzontidae,Petromyzon
50006,BXL-ORD-2012_Annex II.5,Astacus astacus,"Astacus astacus (Linnaeus, 1758)","Astacus astacus (Linnaeus, 1758)",Animalia,Arthropoda,Decapoda,Malacostraca,Astacidae,Astacus
50379,BXL-ORD-2012_Annex II.5,Dioscorea communis,Dioscorea communis (L.) Caddick & Wilkin,Dioscorea communis (L.) Caddick & Wilkin,Plantae,Tracheophyta,Dioscoreales,Liliopsida,Dioscoreaceae,Dioscorea
2958,BXL-ORD-2012_Annex III,Capreolus capreolus,"Capreolus capreolus (Linnaeus, 1758)","Capreolus capreolus (Linnaeus, 1758)",Animalia,Chordata,Artiodactyla,Mammalia,Cervidae,Capreolus
3511,BXL-ORD-2012_Annex III,Anas platyrhynchos,"Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anas
3581,BXL-ORD-2012_Annex III,Phasianus colchicus,"Phasianus colchicus Linnaeus, 1758","Phasianus colchicus Linnaeus, 1758",Animalia,Chordata,Galliformes,Aves,Phasianidae,Phasianus
3644,BXL-ORD-2012_Annex III,Dama dama,"Dama dama (Linnaeus, 1758)","Dama dama (Linnaeus, 1758)",Animalia,Chordata,Artiodactyla,Mammalia,Cervidae,Dama
3657,BXL-ORD-2012_Annex III,Oryctolagus cuniculus,"Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus cuniculus (Linnaeus, 1758)",Animalia,Chordata,Lagomorpha,Mammalia,Leporidae,Oryctolagus
3673,BXL-ORD-2012_Annex III,Lepus europaeus,"Lepus europaeus Pallas, 1778","Lepus europaeus Pallas, 1778",Animalia,Chordata,Lagomorpha,Mammalia,Leporidae,Lepus
3676,BXL-ORD-2012_Annex III,Cervus elaphus,"Cervus elaphus Linnaeus, 1758","Cervus elaphus Linnaeus, 1758",Animalia,Chordata,Artiodactyla,Mammalia,Cervidae,Cervus
1331,BXL-ORD-2012_Annex IV,Rana ridibunda,"Rana ridibunda Pallas, 1771","Pelophylax ridibundus (Pallas, 1771)",Animalia,Chordata,Anura,Amphibia,Ranidae,Pelophylax
1550,BXL-ORD-2012_Annex IV,Elodea canadensis,Elodea canadensis Michx.,Elodea canadensis Michx.,Plantae,Tracheophyta,Alismatales,Liliopsida,Hydrocharitaceae,Elodea
2129,BXL-ORD-2012_Annex IV,Psittacula krameri,"Psittacula krameri (Scopoli, 1769)","Psittacula krameri (Scopoli, 1769)",Animalia,Chordata,Psittaciformes,Aves,Psittacidae,Psittacula
2132,BXL-ORD-2012_Annex IV,Threskiornis aethiopicus,"Threskiornis aethiopicus (Latham, 1790)","Threskiornis aethiopicus (Latham, 1790)",Animalia,Chordata,Pelecaniformes,Aves,Threskiornithidae,Threskiornis
2543,BXL-ORD-2012_Annex IV,Umbra pygmaea,"Umbra pygmaea (DeKay, 1842)","Umbra pygmaea (DeKay, 1842)",Animalia,Chordata,Esociformes,Actinopterygii,Umbridae,Umbra
3283,BXL-ORD-2012_Annex IV,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides L.f.,Hydrocotyle ranunculoides L.f.,Plantae,Tracheophyta,Apiales,Magnoliopsida,Apiaceae,Hydrocotyle
3461,BXL-ORD-2012_Annex IV,Branta canadensis,"Branta canadensis (Linnaeus, 1758)","Branta canadensis (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Branta
3611,BXL-ORD-2012_Annex IV,Oxyura jamaicensis,"Oxyura jamaicensis (Gmelin, 1789)","Oxyura jamaicensis (Gmelin, 1789)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Oxyura
3644,BXL-ORD-2012_Annex IV,Dama dama,"Dama dama (Linnaeus, 1758)","Dama dama (Linnaeus, 1758)",Animalia,Chordata,Artiodactyla,Mammalia,Cervidae,Dama
3662,BXL-ORD-2012_Annex IV,Procyon lotor,"Procyon lotor (Linnaeus, 1758)","Procyon lotor (Linnaeus, 1758)",Animalia,Chordata,Carnivora,Mammalia,Procyonidae,Procyon
3685,BXL-ORD-2012_Annex IV,Mustela vison,"Mustela vison Schreber, 1777","Neovison vison (Schreber, 1777)",Animalia,Chordata,Carnivora,Mammalia,Mustelidae,Neovison
5590,BXL-ORD-2012_Annex IV,Harmonia axyridis,"Harmonia axyridis (Pallas, 1773)","Harmonia axyridis (Pallas, 1773)",Animalia,Arthropoda,Coleoptera,Insecta,Coccinellidae,Harmonia
16138,BXL-ORD-2012_Annex IV,Rana catesbeiana,"Rana catesbeiana Shaw, 1802","Lithobates catesbeianus (Shaw, 1802)",Animalia,Chordata,Anura,Amphibia,Ranidae,Lithobates
20616,BXL-ORD-2012_Annex IV,Acer negundo,Acer negundo L.,Acer negundo L.,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Sapindaceae,Acer
20645,BXL-ORD-2012_Annex IV,Heracleum mantegazzianum,Heracleum mantegazzianum Sommier & Levier,Heracleum mantegazzianum Sommier & Levier,Plantae,Tracheophyta,Apiales,Magnoliopsida,Apiaceae,Heracleum
20676,BXL-ORD-2012_Annex IV,Aster lanceolatus,Aster lanceolatus Willd.,Symphyotrichum lanceolatum subsp. lanceolatum,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Symphyotrichum
20677,BXL-ORD-2012_Annex IV,Aster tradescantii,Aster tradescantii L.,Symphyotrichum tradescantii (L.) G.L.Nesom,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Symphyotrichum
20681,BXL-ORD-2012_Annex IV,Bidens frondosa,Bidens frondosa L.,Bidens frondosa L.,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Bidens
20712,BXL-ORD-2012_Annex IV,Helianthus tuberosus,Helianthus tuberosus L.,Helianthus tuberosus L.,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Helianthus
20738,BXL-ORD-2012_Annex IV,Senecio inaequidens,Senecio inaequidens DC.,Senecio inaequidens DC.,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Senecio
20745,BXL-ORD-2012_Annex IV,Solidago canadensis,Solidago canadensis L.,Solidago canadensis L.,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Solidago
20746,BXL-ORD-2012_Annex IV,Solidago gigantea,Solidago gigantea Aiton,Solidago gigantea Aiton,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Solidago
20758,BXL-ORD-2012_Annex IV,Azolla filiculoides,Azolla filiculoides Lam.,Azolla filiculoides Lam.,Plantae,Tracheophyta,Salviniales,Polypodiopsida,Salviniaceae,Azolla
20760,BXL-ORD-2012_Annex IV,Impatiens glandulifera,Impatiens glandulifera Royle,Impatiens glandulifera Royle,Plantae,Tracheophyta,Ericales,Magnoliopsida,Balsaminaceae,Impatiens
20762,BXL-ORD-2012_Annex IV,Impatiens parviflora,Impatiens parviflora DC.,Impatiens parviflora DC.,Plantae,Tracheophyta,Ericales,Magnoliopsida,Balsaminaceae,Impatiens
20764,BXL-ORD-2012_Annex IV,Mahonia aquifolium,Mahonia aquifolium (Pursh) Nutt.,Berberis aquifolium Pursh,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Berberidaceae,Berberis
20845,BXL-ORD-2012_Annex IV,Buddleja davidii,Buddleja davidii Franch.,Buddleja davidii Franch.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Scrophulariaceae,Buddleja
20930,BXL-ORD-2012_Annex IV,Crassula helmsii,Crassula helmsii (Kirk) Cockayne,Crassula helmsii A.Berger,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Crassulaceae,Crassula
21001,BXL-ORD-2012_Annex IV,Rhododendron ponticum,Rhododendron ponticum L.,Rhododendron ponticum L.,Plantae,Tracheophyta,Ericales,Magnoliopsida,Ericaceae,Rhododendron
21020,BXL-ORD-2012_Annex IV,Lupinus polyphyllus,Lupinus polyphyllus Lindl.,Lupinus polyphyllus Lindl.,Plantae,Tracheophyta,Fabales,Magnoliopsida,Fabaceae,Lupinus
21035,BXL-ORD-2012_Annex IV,Robinia pseudoacacia,Robinia pseudoacacia L.,Robinia pseudoacacia L.,Plantae,Tracheophyta,Fabales,Magnoliopsida,Fabaceae,Robinia
21056,BXL-ORD-2012_Annex IV,Quercus rubra,Quercus rubra L.,Quercus rubra L.,Plantae,Tracheophyta,Fagales,Magnoliopsida,Fagaceae,Quercus
21085,BXL-ORD-2012_Annex IV,Elodea nuttallii,Elodea nuttallii St.John,Elodea nuttallii St.John,Plantae,Tracheophyta,Alismatales,Liliopsida,Hydrocharitaceae,Elodea
21146,BXL-ORD-2012_Annex IV,Lemna minuta,Lemna minuta Kunth,Lemna minuta Kunth,Plantae,Tracheophyta,Alismatales,Liliopsida,Araceae,Lemna
21191,BXL-ORD-2012_Annex IV,Epilobium ciliatum,Epilobium ciliatum Raf.,Epilobium ciliatum Raf.,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Onagraceae,Epilobium
21198,BXL-ORD-2012_Annex IV,Ludwigia grandiflora,"Ludwigia grandiflora (Michaux) E.M.Zardini, H.Y.Gu & P.H.Raven",Ludwigia grandiflora (Michx.) Greuter & Burdet,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Onagraceae,Ludwigia
21213,BXL-ORD-2012_Annex IV,Phytolacca americana,Phytolacca americana L.,Phytolacca americana L.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Phytolaccaceae,Phytolacca
21322,BXL-ORD-2012_Annex IV,Fallopia japonica,Fallopia japonica (Houtt.) Ronse Decraene,Reynoutria japonica Houtt.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Polygonaceae,Reynoutria
21332,BXL-ORD-2012_Annex IV,Persicaria wallichii,Persicaria wallichii W.Greuter & Burdet,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Polygonaceae,Koenigia
21406,BXL-ORD-2012_Annex IV,Amelanchier lamarckii,Amelanchier lamarckii F.G.Schroed.,Amelanchier lamarckii F.G.Schroed.,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Amelanchier
21430,BXL-ORD-2012_Annex IV,Prunus serotina,Prunus serotina Ehrh.,Prunus serotina Ehrh.,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Prunus
21441,BXL-ORD-2012_Annex IV,Rosa rugosa,Rosa rugosa Thunb.,Rosa rugosa Thunb.,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Rosa
21551,BXL-ORD-2012_Annex IV,Lepomis gibbosus,"Lepomis gibbosus (Linnaeus, 1758)","Lepomis gibbosus (Linnaeus, 1758)",Animalia,Chordata,Perciformes,Actinopterygii,Centrarchidae,Lepomis
21556,BXL-ORD-2012_Annex IV,Pseudorasbora parva,"Pseudorasbora parva (Temminck & Schlegel, 1846)","Pseudorasbora parva (Temminck & Schlegel, 1846)",Animalia,Chordata,Cypriniformes,Actinopterygii,Cyprinidae,Pseudorasbora
21564,BXL-ORD-2012_Annex IV,Ameiurus nebulosus,"Ameiurus nebulosus (Lesueur, 1819)","Ameiurus nebulosus (Lesueur, 1819)",Animalia,Chordata,Siluriformes,Actinopterygii,Ictaluridae,Ameiurus
21568,BXL-ORD-2012_Annex IV,Sander lucioperca,"Sander lucioperca (Linnaeus, 1758)","Sander lucioperca (Linnaeus, 1758)",Animalia,Chordata,Perciformes,Actinopterygii,Percidae,Sander
23737,BXL-ORD-2012_Annex IV,Aix galericulata,"Aix galericulata (Linnaeus, 1758)","Aix galericulata (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Aix
23739,BXL-ORD-2012_Annex IV,Alopochen aegyptiaca,"Alopochen aegyptiaca (Linnaeus, 1766)","Alopochen aegyptiaca (Linnaeus, 1766)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Alopochen
23741,BXL-ORD-2012_Annex IV,Anser indicus,"Anser indicus (Latham, 1790)","Anser indicus (Latham, 1790)",Animalia,Chordata,Anseriformes,Aves,Anatidae,Anser
